;Tarih;TP_BEKODTUFEYENI_BT71
0;2022-1;7.7926
1;2022-2;1.0207
2;2022-3;0.8413
3;2022-4;1.5871
4;2022-5;1.9538
5;2022-6;0.1333
6;2022-7;3.7
7;2022-8;2.7826
8;2022-9;2.14
9;2022-10;1.2909
10;2022-11;0.0
11;2022-12;0.78
12;2023-1;5.0
13;2023-2;2.6947
14;2023-3;3.1667
15;2023-4;4.2182
16;2023-5;3.3826
17;2023-6;4.1333
18;2023-7;3.8333
19;2023-8;0.0
20;2023-9;0.0
21;2023-10;0.0
22;2023-11;0.0
23;2023-12;0.1225
24;2024-1;0.2777
