;Tarih;TP_BEKODTUFEYENI_BT19
0;2022-1;5.0069
1;2022-2;3.2933
2;2022-3;3.8267
3;2022-4;4.3813
4;2022-5;1.7143
5;2022-6;0.0
6;2022-7;0.0
7;2022-8;0.0
8;2022-9;0.0
9;2022-10;0.0
10;2022-11;0.0
11;2022-12;0.0
12;2023-1;4.8696
13;2023-2;2.1818
14;2023-3;6.592
15;2023-4;2.0308
16;2023-5;4.448
17;2023-6;4.168
18;2023-7;3.2571
19;2023-8;0.0
20;2023-9;0.0
21;2023-10;0.0
22;2023-11;0.0
23;2023-12;0.0
24;2024-1;0.0
