;Tarih;TP_BEKODTUFEYENI_BT36
0;2022-1;0.0
1;2022-2;1.9467
2;2022-3;0.6667
3;2022-4;2.0188
4;2022-5;5.5286
5;2022-6;5.6333
6;2022-7;0.4414
7;2022-8;3.84
8;2022-9;2.74
9;2022-10;8.1385
10;2022-11;3.008
11;2022-12;3.3913
12;2023-1;0.2087
13;2023-2;2.5182
14;2023-3;7.32
15;2023-4;10.6385
16;2023-5;9.648
17;2023-6;3.552
18;2023-7;5.1857
19;2023-8;0.1857
20;2023-9;1.8
21;2023-10;2.1756
22;2023-11;4.8604
23;2023-12;5.0883
24;2024-1;9.5461
