;Tarih;YEARWEEK;TP_BS14_NOMINAL
128;13-06-2014;2014-24;10484.2
129;20-06-2014;2014-25;10561.7
130;27-06-2014;2014-26;10552.4
131;04-07-2014;2014-27;10581.1
132;11-07-2014;2014-28;10559.4
133;18-07-2014;2014-29;10486.5
134;25-07-2014;2014-30;10440.8
135;01-08-2014;2014-31;10375.7
136;08-08-2014;2014-32;10365.6
137;15-08-2014;2014-33;10364.9
138;22-08-2014;2014-34;10281.2
139;29-08-2014;2014-35;10226.9
140;05-09-2014;2014-36;10171.1
141;12-09-2014;2014-37;10015.3
142;19-09-2014;2014-38;9982.0
143;26-09-2014;2014-39;9861.1
144;03-10-2014;2014-40;9789.0
145;10-10-2014;2014-41;9889.0
146;17-10-2014;2014-42;9897.5
147;24-10-2014;2014-43;9809.2
148;31-10-2014;2014-44;9753.4
149;07-11-2014;2014-45;9700.7
150;14-11-2014;2014-46;9660.4
151;21-11-2014;2014-47;9709.2
152;28-11-2014;2014-48;9672.8
153;05-12-2014;2014-49;9544.1
154;12-12-2014;2014-50;9646.4
155;19-12-2014;2014-51;9541.8
156;26-12-2014;2014-52;9486.0
157;02-01-2015;2015-1;9416.3
158;09-01-2015;2015-2;9134.9
159;16-01-2015;2015-3;9086.9
160;23-01-2015;2015-4;9001.6
161;30-01-2015;2015-5;8758.3
162;06-02-2015;2015-6;8836.6
163;13-02-2015;2015-7;8783.9
164;20-02-2015;2015-8;8836.6
165;27-02-2015;2015-9;8797.8
166;06-03-2015;2015-10;8563.8
167;13-03-2015;2015-11;8232.8
168;20-03-2015;2015-12;8279.3
169;27-03-2015;2015-13;8534.3
170;03-04-2015;2015-14;8387.1
171;10-04-2015;2015-15;8335.9
172;17-04-2015;2015-16;8273.1
173;24-04-2015;2015-17;8346.8
174;01-05-2015;2015-18;8523.5
175;08-05-2015;2015-19;8792.4
176;15-05-2015;2015-20;8845.1
177;22-05-2015;2015-21;8635.1
178;29-05-2015;2015-22;8467.7
179;05-06-2015;2015-23;8769.1
180;12-06-2015;2015-24;8731.2
181;19-06-2015;2015-25;8826.5
182;26-06-2015;2015-26;8673.8
183;03-07-2015;2015-27;8581.6
184;10-07-2015;2015-28;8564.5
185;17-07-2015;2015-29;8535.9
186;24-07-2015;2015-30;8512.6
187;31-07-2015;2015-31;8497.9
188;07-08-2015;2015-32;8446.7
189;14-08-2015;2015-33;8616.5
190;21-08-2015;2015-34;8642.8
191;28-08-2015;2015-35;8759.8
192;04-09-2015;2015-36;8703.3
193;11-09-2015;2015-37;8676.1
194;18-09-2015;2015-38;8771.5
195;25-09-2015;2015-39;8660.6
196;02-10-2015;2015-40;8640.5
197;09-10-2015;2015-41;8746.7
198;16-10-2015;2015-42;8870.7
199;23-10-2015;2015-43;8773.0
200;30-10-2015;2015-44;8566.1
201;06-11-2015;2015-45;8420.4
202;13-11-2015;2015-46;8308.8
203;20-11-2015;2015-47;8287.1
204;27-11-2015;2015-48;8223.5
205;04-12-2015;2015-49;8203.4
206;11-12-2015;2015-50;8497.1
207;18-12-2015;2015-51;8412.6
208;25-12-2015;2015-52;8488.6
209;01-01-2016;2016-1;8470.0
210;08-01-2016;2016-2;8397.9
211;15-01-2016;2016-3;8450.6
212;22-01-2016;2016-4;8446.7
213;29-01-2016;2016-5;8449.8
214;05-02-2016;2016-6;8647.5
215;12-02-2016;2016-7;8773.0
216;19-02-2016;2016-8;8617.2
217;26-02-2016;2016-9;8543.6
218;04-03-2016;2016-10;7615.3
219;11-03-2016;2016-11;7663.6
220;18-03-2016;2016-12;7910.7
221;25-03-2016;2016-13;7814.8
222;01-04-2016;2016-14;7952.0
223;08-04-2016;2016-15;7976.5
224;15-04-2016;2016-16;7882.0
225;22-04-2016;2016-17;7912.8
226;29-04-2016;2016-18;7943.6
227;06-05-2016;2016-19;8012.2
228;13-05-2016;2016-20;7980.7
229;20-05-2016;2016-21;7889.7
230;27-05-2016;2016-22;7822.5
231;03-06-2016;2016-23;7840.7
232;10-06-2016;2016-24;7955.5
233;17-06-2016;2016-25;7868.7
234;24-06-2016;2016-26;7954.8
235;01-07-2016;2016-27;7784.0
236;08-07-2016;2016-28;7776.3
237;15-07-2016;2016-29;7779.1
238;22-07-2016;2016-30;7715.4
239;29-07-2016;2016-31;7765.8
240;05-08-2016;2016-32;7791.0
241;12-08-2016;2016-33;7805.0
242;19-08-2016;2016-34;7923.3
243;26-08-2016;2016-35;7898.1
244;02-09-2016;2016-36;7802.2
245;09-09-2016;2016-37;7893.9
246;16-09-2016;2016-38;7887.6
247;23-09-2016;2016-39;7863.1
248;30-09-2016;2016-40;7852.6
249;07-10-2016;2016-41;7832.3
250;14-10-2016;2016-42;7712.6
251;21-10-2016;2016-43;7680.4
252;28-10-2016;2016-44;7640.5
253;04-11-2016;2016-45;7768.6
254;11-11-2016;2016-46;7641.2
255;18-11-2016;2016-47;7505.4
256;25-11-2016;2016-48;7388.5
257;02-12-2016;2016-49;7434.0
258;09-12-2016;2016-50;7548.1
259;16-12-2016;2016-51;7336.0
260;23-12-2016;2016-52;7312.9
261;30-12-2016;2016-53;7321.3
262;06-01-2017;2017-1;7364.7
263;13-01-2017;2017-2;7448.0
264;20-01-2017;2017-3;7457.1
265;27-01-2017;2017-4;7511.7
266;03-02-2017;2017-5;7562.8
267;10-02-2017;2017-6;7481.6
268;17-02-2017;2017-7;5844.9
269;24-02-2017;2017-8;5803.6
270;03-03-2017;2017-9;5792.1
271;10-03-2017;2017-10;5803.1
272;17-03-2017;2017-11;5896.6
273;24-03-2017;2017-12;5932.3
274;31-03-2017;2017-13;5907.6
275;07-04-2017;2017-14;5864.1
276;14-04-2017;2017-15;5852.6
277;21-04-2017;2017-16;5914.7
278;28-04-2017;2017-17;5995.0
279;05-05-2017;2017-18;6004.4
280;12-05-2017;2017-19;5980.7
281;19-05-2017;2017-20;6105.0
282;26-05-2017;2017-21;6176.0
283;02-06-2017;2017-22;6177.1
284;09-06-2017;2017-23;6183.1
285;16-06-2017;2017-24;7267.0
286;23-06-2017;2017-25;7257.9
287;30-06-2017;2017-26;7419.1
288;07-07-2017;2017-27;7384.0
289;14-07-2017;2017-28;7417.8
290;21-07-2017;2017-29;7477.6
291;28-07-2017;2017-30;7616.1
292;04-08-2017;2017-31;7699.9
293;11-08-2017;2017-32;7620.0
294;18-08-2017;2017-33;7621.9
295;25-08-2017;2017-34;7666.1
296;01-09-2017;2017-35;7826.0
297;08-09-2017;2017-36;7776.0
298;15-09-2017;2017-37;7733.1
299;22-09-2017;2017-38;7738.3
300;29-09-2017;2017-39;7647.3
301;06-10-2017;2017-40;7644.0
302;13-10-2017;2017-41;7709.0
303;20-10-2017;2017-42;7682.4
304;27-10-2017;2017-43;7674.6
305;03-11-2017;2017-44;7569.9
306;10-11-2017;2017-45;7547.2
307;17-11-2017;2017-46;7656.4
308;24-11-2017;2017-47;7695.4
309;01-12-2017;2017-48;7699.9
310;08-12-2017;2017-49;7663.5
311;15-12-2017;2017-50;7686.3
312;22-12-2017;2017-51;7717.5
313;29-12-2017;2017-52;7757.8
314;05-01-2018;2018-1;7826.0
315;12-01-2018;2018-2;7763.0
316;19-01-2018;2018-3;7941.1
317;26-01-2018;2018-4;8071.1
318;02-02-2018;2018-5;8075.0
319;09-02-2018;2018-6;7960.6
320;16-02-2018;2018-7;8114.6
321;23-02-2018;2018-8;7984.0
322;02-03-2018;2018-9;7925.5
323;09-03-2018;2018-10;8053.5
324;16-03-2018;2018-11;8035.3
325;23-03-2018;2018-12;8023.0
326;30-03-2018;2018-13;8003.5
327;06-04-2018;2018-14;7972.9
328;13-04-2018;2018-15;8024.9
329;20-04-2018;2018-16;8044.4
330;27-04-2018;2018-17;7911.8
331;04-05-2018;2018-18;7792.9
332;11-05-2018;2018-19;7719.4
333;18-05-2018;2018-20;7672.6
334;25-05-2018;2018-21;7620.6
335;01-06-2018;2018-22;7605.7
336;08-06-2018;2018-23;7685.0
337;15-06-2018;2018-24;7638.2
338;22-06-2018;2018-25;7499.7
339;29-06-2018;2018-26;7519.2
340;06-07-2018;2018-27;7600.5
341;13-07-2018;2018-28;7586.8
342;20-07-2018;2018-29;7545.2
343;27-07-2018;2018-30;7616.1
344;03-08-2018;2018-31;7555.0
345;10-08-2018;2018-32;7535.5
346;17-08-2018;2018-33;7391.8
347;24-08-2018;2018-34;7402.2
348;31-08-2018;2018-35;7582.9
349;07-09-2018;2018-36;7556.9
350;14-09-2018;2018-37;7552.4
351;21-09-2018;2018-38;7610.9
352;28-09-2018;2018-39;7610.2
353;05-10-2018;2018-40;7470.5
354;12-10-2018;2018-41;7512.1
355;19-10-2018;2018-42;7484.1
356;26-10-2018;2018-43;7415.2
357;02-11-2018;2018-44;7392.5
358;09-11-2018;2018-45;7426.3
359;16-11-2018;2018-46;9053.6
360;23-11-2018;2018-47;9126.4
361;30-11-2018;2018-48;9097.6
362;07-12-2018;2018-49;9067.2
363;14-12-2018;2018-50;9102.4
364;21-12-2018;2018-51;9156.8
365;28-12-2018;2018-52;9112.8
366;04-01-2019;2019-1;9094.4
367;11-01-2019;2019-2;9227.2
368;18-01-2019;2019-3;9115.2
369;25-01-2019;2019-4;9087.2
370;01-02-2019;2019-5;10628.3
371;08-02-2019;2019-6;10496.0
372;15-02-2019;2019-7;10426.6
373;22-02-2019;2019-8;10489.5
374;01-03-2019;2019-9;10536.7
375;08-03-2019;2019-10;10460.8
376;15-03-2019;2019-11;10466.4
377;22-03-2019;2019-12;10549.6
378;29-03-2019;2019-13;10403.5
379;05-04-2019;2019-14;8985.6
380;12-04-2019;2019-15;9022.4
381;19-04-2019;2019-16;9012.0
382;26-04-2019;2019-17;8912.8
383;03-05-2019;2019-18;8963.2
384;10-05-2019;2019-19;8953.6
385;17-05-2019;2019-20;8968.0
386;24-05-2019;2019-21;8911.2
387;31-05-2019;2019-22;8908.8
388;07-06-2019;2019-23;8915.2
389;14-06-2019;2019-24;9033.6
390;21-06-2019;2019-25;9037.6
391;28-06-2019;2019-26;9096.8
392;05-07-2019;2019-27;9027.2
393;12-07-2019;2019-28;9018.4
394;19-07-2019;2019-29;8984.0
395;26-07-2019;2019-30;8902.4
396;02-08-2019;2019-31;8830.4
397;09-08-2019;2019-32;8965.6
398;16-08-2019;2019-33;8920.0
399;23-08-2019;2019-34;8869.6
400;30-08-2019;2019-35;8872.0
401;06-09-2019;2019-36;8835.2
402;13-09-2019;2019-37;8810.4
403;20-09-2019;2019-38;8846.4
404;27-09-2019;2019-39;8752.0
405;04-10-2019;2019-40;8761.6
406;11-10-2019;2019-41;8816.0
407;18-10-2019;2019-42;8877.6
408;25-10-2019;2019-43;8906.4
409;01-11-2019;2019-44;8929.6
410;08-11-2019;2019-45;8862.4
411;15-11-2019;2019-46;8800.8
412;22-11-2019;2019-47;8864.8
413;29-11-2019;2019-48;8808.0
414;06-12-2019;2019-49;8869.6
415;13-12-2019;2019-50;8906.4
416;20-12-2019;2019-51;8906.4
417;27-12-2019;2019-52;8871.2
418;03-01-2020;2020-1;8962.4
419;10-01-2020;2020-2;8888.0
420;17-01-2020;2020-3;8923.2
421;24-01-2020;2020-4;8870.4
422;31-01-2020;2020-5;8812.8
423;07-02-2020;2020-6;8800.0
424;14-02-2020;2020-7;8700.8
425;21-02-2020;2020-8;8635.2
426;28-02-2020;2020-9;8747.2
427;06-03-2020;2020-10;8922.4
428;13-03-2020;2020-11;9012.0
429;20-03-2020;2020-12;8662.4
430;27-03-2020;2020-13;8749.6
431;03-04-2020;2020-14;8741.6
432;10-04-2020;2020-15;8695.2
433;17-04-2020;2020-16;8703.2
434;24-04-2020;2020-17;8691.2
435;01-05-2020;2020-18;8684.8
436;08-05-2020;2020-19;8635.2
437;15-05-2020;2020-20;8641.6
438;22-05-2020;2020-21;6585.0
439;29-05-2020;2020-22;6604.8
440;05-06-2020;2020-23;6729.0
441;12-06-2020;2020-24;6822.6
442;19-06-2020;2020-25;6748.8
443;26-06-2020;2020-26;6733.2
444;03-07-2020;2020-27;6770.4
445;10-07-2020;2020-28;6801.6
446;17-07-2020;2020-29;6838.8
447;24-07-2020;2020-30;6951.6
448;31-07-2020;2020-31;7047.6
449;07-08-2020;2020-32;7111.8
450;14-08-2020;2020-33;7100.4
451;21-08-2020;2020-34;7105.2
452;28-08-2020;2020-35;7094.4
453;04-09-2020;2020-36;7090.2
454;11-09-2020;2020-37;7100.4
455;18-09-2020;2020-38;7077.6
456;25-09-2020;2020-39;6990.6
457;02-10-2020;2020-40;7047.0
458;09-10-2020;2020-41;7059.0
459;16-10-2020;2020-42;7032.0
460;23-10-2020;2020-43;7104.6
461;30-10-2020;2020-44;7090.8
462;06-11-2020;2020-45;7066.2
463;13-11-2020;2020-46;7075.8
464;20-11-2020;2020-47;7101.6
465;27-11-2020;2020-48;7149.6
466;04-12-2020;2020-49;7272.0
467;11-12-2020;2020-50;7255.8
468;18-12-2020;2020-51;7339.8
469;25-12-2020;2020-52;7320.0
470;01-01-2021;2021-1;7363.2
471;08-01-2021;2021-2;7370.4
472;15-01-2021;2021-3;7293.6
473;22-01-2021;2021-4;7281.0
474;29-01-2021;2021-5;7261.2
475;05-02-2021;2021-6;7197.6
476;12-02-2021;2021-7;7275.6
477;19-02-2021;2021-8;7237.8
478;26-02-2021;2021-9;7325.4
479;05-03-2021;2021-10;7227.6
480;12-03-2021;2021-11;7172.4
481;19-03-2021;2021-12;7170.0
482;26-03-2021;2021-13;7086.0
483;02-04-2021;2021-14;7042.2
484;09-04-2021;2021-15;7125.6
485;16-04-2021;2021-16;7184.4
486;23-04-2021;2021-17;7207.2
487;30-04-2021;2021-18;7272.6
488;07-05-2021;2021-19;7222.2
489;14-05-2021;2021-20;7293.0
490;21-05-2021;2021-21;7315.8
491;28-05-2021;2021-22;7318.2
492;04-06-2021;2021-23;7312.2
493;11-06-2021;2021-24;7300.8
494;18-06-2021;2021-25;7170.6
495;25-06-2021;2021-26;7161.6
496;02-07-2021;2021-27;7114.8
497;09-07-2021;2021-28;8868.8
498;16-07-2021;2021-29;8844.0
499;23-07-2021;2021-30;8856.0
500;30-07-2021;2021-31;8902.5
501;06-08-2021;2021-32;8882.3
