;Tarih;TP_TUFE1YI_T43
0;1994-1;1.7224095024
1;1994-2;1.7788819451
2;1994-3;1.8141772218
3;1994-4;2.1177166013
4;1994-5;2.3130171324
5;1994-6;2.3318412799
6;1994-7;2.4659633314
7;1994-8;2.5412599216
8;1994-9;2.6353806595
9;1994-10;2.6494987701
10;1994-11;2.8024449691
11;1994-12;3.0659830351
12;1995-1;3.2754016768
13;1995-2;3.5224686136
14;1995-3;3.6730617942
15;1995-4;3.9389528786
16;1995-5;4.2213150921
17;1995-6;4.3272009221
18;1995-7;4.4142626046
19;1995-8;4.4542639182
20;1995-9;4.6566235046
21;1995-10;4.9813400501
22;1995-11;5.2213479316
23;1995-12;5.5884188092
24;1996-1;6.1343190887
25;1996-2;6.3249135828
26;1996-3;6.5437442983
27;1996-4;6.9508164894
28;1996-5;7.3202403855
29;1996-6;7.3555356621
30;1996-7;7.6896642815
31;1996-8;8.3179202066
32;1996-9;8.5932233647
33;1996-10;8.7320514531
34;1996-11;9.0097076297
35;1996-12;9.059121017
36;1997-1;9.1532417549
37;1997-2;9.3744254888
38;1997-3;9.6003152596
39;1997-4;9.8709123809
40;1997-5;11.3415489097
41;1997-6;11.4733179426
42;1997-7;12.0945148124
43;1997-8;12.9863088034
44;1997-9;13.7698639459
45;1997-10;14.2592917827
46;1997-11;15.0593180543
47;1997-12;15.9252288425
48;1998-1;16.5793679705
49;1998-2;17.0005582723
50;1998-3;17.4170425372
51;1998-4;18.4406055612
52;1998-5;18.777087199
53;1998-6;19.5488772493
54;1998-7;19.9488903851
55;1998-8;19.9818326434
56;1998-9;21.0924573499
57;1998-10;21.8430702342
58;1998-11;21.9277788982
59;1998-12;21.4877644488
60;1999-1;22.0971962263
61;1999-2;22.1419035768
62;1999-3;22.5748589709
63;1999-4;22.7536883728
64;1999-5;23.1160532134
65;1999-6;24.2337369753
66;1999-7;25.2172986857
67;1999-8;25.7373157623
68;1999-9;26.8220572659
69;1999-10;29.4315547225
70;1999-11;30.5045311339
71;1999-12;31.7492778918
72;2000-1;33.438745136
73;2000-2;34.1470036883
