;Tarih;TP_DK_EUR_A_EF
197;18-07-2002;1673398.0
198;19-07-2002;1655532.0
199;20-07-2002;
200;21-07-2002;
201;22-07-2002;1684922.0
202;23-07-2002;1685628.0
203;24-07-2002;1653677.0
204;25-07-2002;1661875.0
205;26-07-2002;1678080.0
206;27-07-2002;
207;28-07-2002;
208;29-07-2002;1676564.0
209;30-07-2002;1660908.0
210;31-07-2002;1651950.0
211;01-08-2002;1651922.0
212;02-08-2002;1630264.0
213;03-08-2002;
214;04-08-2002;
215;05-08-2002;1627105.0
216;06-08-2002;1594342.0
217;07-08-2002;1591855.0
218;08-08-2002;1577723.0
219;09-08-2002;1568838.0
220;10-08-2002;
221;11-08-2002;
222;12-08-2002;1586522.0
223;13-08-2002;1597953.0
224;14-08-2002;1595290.0
225;15-08-2002;1607687.0
226;16-08-2002;1602053.0
227;17-08-2002;
228;18-08-2002;
229;19-08-2002;1598902.0
230;20-08-2002;1605092.0
231;21-08-2002;1590289.0
232;22-08-2002;1588228.0
233;23-08-2002;1584172.0
234;24-08-2002;
235;25-08-2002;
236;26-08-2002;1578625.0
237;27-08-2002;1576257.0
238;28-08-2002;1582892.0
239;29-08-2002;1593649.0
240;30-08-2002;
241;31-08-2002;
242;01-09-2002;
243;02-09-2002;1596557.0
244;03-09-2002;1589707.0
245;04-09-2002;1596931.0
246;05-09-2002;1610124.0
247;06-09-2002;1613499.0
248;07-09-2002;
249;08-09-2002;
250;09-09-2002;1600485.0
251;10-09-2002;1595997.0
252;11-09-2002;1619701.0
253;12-09-2002;1613512.0
254;13-09-2002;1614656.0
255;14-09-2002;
256;15-09-2002;
257;16-09-2002;1623547.0
258;17-09-2002;1609489.0
259;18-09-2002;1602173.0
260;19-09-2002;1612115.0
261;20-09-2002;1626002.0
262;21-09-2002;
263;22-09-2002;
264;23-09-2002;1621750.0
265;24-09-2002;1621211.0
266;25-09-2002;1615702.0
267;26-09-2002;1612701.0
268;27-09-2002;1612353.0
269;28-09-2002;
270;29-09-2002;
271;30-09-2002;1610776.0
272;01-10-2002;1623737.0
273;02-10-2002;1633797.0
274;03-10-2002;1608536.0
275;04-10-2002;1611098.0
276;05-10-2002;
277;06-10-2002;
278;07-10-2002;1608231.0
279;08-10-2002;1604401.0
280;09-10-2002;1607947.0
281;10-10-2002;1605666.0
282;11-10-2002;1619285.0
283;12-10-2002;
284;13-10-2002;
285;14-10-2002;1604372.0
286;15-10-2002;1619986.0
287;16-10-2002;1610632.0
288;17-10-2002;1607154.0
289;18-10-2002;1601933.0
290;19-10-2002;
291;20-10-2002;
292;21-10-2002;1600930.0
293;22-10-2002;1611774.0
294;23-10-2002;1608210.0
295;24-10-2002;1617039.0
296;25-10-2002;1619090.0
297;26-10-2002;
298;27-10-2002;
299;28-10-2002;1631264.0
300;29-10-2002;
301;30-10-2002;1631264.0
302;31-10-2002;1640785.0
303;01-11-2002;1639252.0
304;02-11-2002;
305;03-11-2002;
306;04-11-2002;1666750.0
307;05-11-2002;1660004.0
308;06-11-2002;1636713.0
309;07-11-2002;1626784.0
310;08-11-2002;1630317.0
311;09-11-2002;
312;10-11-2002;
313;11-11-2002;1626904.0
314;12-11-2002;1627999.0
315;13-11-2002;1646213.0
316;14-11-2002;1640774.0
317;15-11-2002;1622682.0
318;16-11-2002;
319;17-11-2002;
320;18-11-2002;1603577.0
321;19-11-2002;1589963.0
322;20-11-2002;1596933.0
323;21-11-2002;1582911.0
324;22-11-2002;1574537.0
325;23-11-2002;
326;24-11-2002;
327;25-11-2002;1569662.0
328;26-11-2002;1550476.0
329;27-11-2002;1533695.0
330;28-11-2002;1539281.0
331;29-11-2002;1531751.0
332;30-11-2002;
333;01-12-2002;
334;02-12-2002;1523525.0
335;03-12-2002;1497100.0
336;04-12-2002;1518311.0
337;05-12-2002;
338;06-12-2002;
339;07-12-2002;
340;08-12-2002;
341;09-12-2002;1518311.0
342;10-12-2002;1571770.0
343;11-12-2002;1568455.0
344;12-12-2002;1559523.0
345;13-12-2002;1574651.0
346;14-12-2002;
347;15-12-2002;
348;16-12-2002;1581431.0
349;17-12-2002;1568212.0
350;18-12-2002;1605614.0
351;19-12-2002;1634115.0
352;20-12-2002;1664918.0
353;21-12-2002;
354;22-12-2002;
355;23-12-2002;1669018.0
356;24-12-2002;1690369.0
357;25-12-2002;1716621.0
358;26-12-2002;1700321.0
359;27-12-2002;1690219.0
360;28-12-2002;
361;29-12-2002;
362;30-12-2002;1713248.0
363;31-12-2002;1702285.0
364;01-01-2003;
365;02-01-2003;1717742.0
366;03-01-2003;1724377.0
367;04-01-2003;
368;05-01-2003;
369;06-01-2003;1707219.0
370;07-01-2003;1730459.0
371;08-01-2003;1737441.0
372;09-01-2003;1740462.0
373;10-01-2003;1754432.0
374;11-01-2003;
375;12-01-2003;
376;13-01-2003;1740064.0
377;14-01-2003;1745447.0
378;15-01-2003;1751983.0
379;16-01-2003;1746468.0
380;17-01-2003;1748121.0
381;18-01-2003;
382;19-01-2003;
383;20-01-2003;1761194.0
384;21-01-2003;1766882.0
385;22-01-2003;1758145.0
386;23-01-2003;1776880.0
387;24-01-2003;1779865.0
388;25-01-2003;
389;26-01-2003;
390;27-01-2003;1780646.0
391;28-01-2003;1799217.0
392;29-01-2003;1784616.0
393;30-01-2003;1794461.0
394;31-01-2003;1765626.0
395;01-02-2003;
396;02-02-2003;
397;03-02-2003;1768404.0
398;04-02-2003;1746570.0
399;05-02-2003;1762090.0
400;06-02-2003;1790006.0
401;07-02-2003;1757855.0
402;08-02-2003;
403;09-02-2003;
404;10-02-2003;1750479.0
405;11-02-2003;
406;12-02-2003;
407;13-02-2003;
408;14-02-2003;
409;15-02-2003;
410;16-02-2003;
411;17-02-2003;1750479.0
412;18-02-2003;1748835.0
413;19-02-2003;1733837.0
414;20-02-2003;1734453.0
415;21-02-2003;1748841.0
416;22-02-2003;
417;23-02-2003;
418;24-02-2003;1750049.0
419;25-02-2003;1732812.0
420;26-02-2003;1739131.0
421;27-02-2003;1734464.0
422;28-02-2003;1730930.0
423;01-03-2003;
424;02-03-2003;
425;03-03-2003;1710972.0
426;04-03-2003;1774094.0
427;05-03-2003;1776871.0
428;06-03-2003;1755705.0
429;07-03-2003;1752526.0
430;08-03-2003;
431;09-03-2003;
432;10-03-2003;1767567.0
433;11-03-2003;1764110.0
434;12-03-2003;1778193.0
435;13-03-2003;1777810.0
436;14-03-2003;1767808.0
437;15-03-2003;
438;16-03-2003;
439;17-03-2003;1765722.0
440;18-03-2003;1809727.0
441;19-03-2003;1735751.0
442;20-03-2003;1790509.0
443;21-03-2003;1802735.0
444;22-03-2003;
445;23-03-2003;
446;24-03-2003;1812939.0
447;25-03-2003;1856684.0
448;26-03-2003;1854338.0
449;27-03-2003;1809813.0
450;28-03-2003;1828443.0
451;29-03-2003;
452;30-03-2003;
453;31-03-2003;1831971.0
454;01-04-2003;1849064.0
455;02-04-2003;1847070.0
456;03-04-2003;1825891.0
457;04-04-2003;1790563.0
458;05-04-2003;
459;06-04-2003;
460;07-04-2003;1767102.0
461;08-04-2003;1736616.0
462;09-04-2003;1740352.0
463;10-04-2003;1763010.0
464;11-04-2003;1778266.0
465;12-04-2003;
466;13-04-2003;
467;14-04-2003;1764353.0
468;15-04-2003;1744119.0
469;16-04-2003;1732753.0
470;17-04-2003;1741940.0
471;18-04-2003;1748476.0
472;19-04-2003;
473;20-04-2003;
474;21-04-2003;1738948.0
475;22-04-2003;1730044.0
476;23-04-2003;
477;24-04-2003;1740611.0
478;25-04-2003;1751676.0
479;26-04-2003;
480;27-04-2003;
481;28-04-2003;1742950.0
482;29-04-2003;1744006.0
483;30-04-2003;1734847.0
484;01-05-2003;1742221.0
485;02-05-2003;1729131.0
486;03-05-2003;
487;04-05-2003;
488;05-05-2003;1721155.0
489;06-05-2003;1712862.0
490;07-05-2003;1730808.0
491;08-05-2003;1738454.0
492;09-05-2003;1717275.0
493;10-05-2003;
494;11-05-2003;
495;12-05-2003;1720145.0
496;13-05-2003;1727637.0
497;14-05-2003;1712063.0
498;15-05-2003;1699744.0
499;16-05-2003;1697056.0
500;17-05-2003;
501;18-05-2003;
502;19-05-2003;
503;20-05-2003;1702638.0
504;21-05-2003;1704795.0
505;22-05-2003;1705852.0
506;23-05-2003;1717065.0
507;24-05-2003;
508;25-05-2003;
509;26-05-2003;1713746.0
510;27-05-2003;1714537.0
511;28-05-2003;1722811.0
512;29-05-2003;1696326.0
513;30-05-2003;1682112.0
514;31-05-2003;
515;01-06-2003;
516;02-06-2003;1679395.0
517;03-06-2003;1652427.0
518;04-06-2003;1677861.0
519;05-06-2003;1661860.0
520;06-06-2003;1679709.0
521;07-06-2003;
522;08-06-2003;
523;09-06-2003;1682647.0
524;10-06-2003;1649434.0
525;11-06-2003;1659641.0
526;12-06-2003;1660838.0
527;13-06-2003;1658416.0
528;14-06-2003;
529;15-06-2003;
530;16-06-2003;1657558.0
531;17-06-2003;1675198.0
532;18-06-2003;1662832.0
533;19-06-2003;1652751.0
534;20-06-2003;1651490.0
535;21-06-2003;
536;22-06-2003;
537;23-06-2003;1645869.0
538;24-06-2003;1644914.0
539;25-06-2003;1652181.0
540;26-06-2003;1649726.0
541;27-06-2003;1636109.0
542;28-06-2003;
543;29-06-2003;
544;30-06-2003;1622464.0
545;01-07-2003;1608376.0
546;02-07-2003;1618538.0
547;03-07-2003;1611089.0
548;04-07-2003;1594137.0
549;05-07-2003;
550;06-07-2003;
551;07-07-2003;1591135.0
552;08-07-2003;1590469.0
553;09-07-2003;1576825.0
554;10-07-2003;1601576.0
555;11-07-2003;1588986.0
556;12-07-2003;
557;13-07-2003;
558;14-07-2003;1570574.0
559;15-07-2003;1555773.0
560;16-07-2003;1551589.0
561;17-07-2003;1532733.0
562;18-07-2003;1546165.0
563;19-07-2003;
564;20-07-2003;
565;21-07-2003;1556064.0
566;22-07-2003;1559829.0
567;23-07-2003;1571110.0
568;24-07-2003;1587583.0
569;25-07-2003;1629592.0
570;26-07-2003;
571;27-07-2003;
572;28-07-2003;1620547.0
573;29-07-2003;1614642.0
574;30-07-2003;1641945.0
575;31-07-2003;1624314.0
576;01-08-2003;1597481.0
577;02-08-2003;
578;03-08-2003;
579;04-08-2003;1596259.0
580;05-08-2003;1597430.0
581;06-08-2003;1586710.0
582;07-08-2003;1589050.0
583;08-08-2003;1593778.0
584;09-08-2003;
585;10-08-2003;
586;11-08-2003;1581131.0
587;12-08-2003;1572682.0
588;13-08-2003;1581864.0
589;14-08-2003;1568372.0
590;15-08-2003;1576269.0
591;16-08-2003;
592;17-08-2003;
593;18-08-2003;1564747.0
594;19-08-2003;1557306.0
595;20-08-2003;1549009.0
596;21-08-2003;1547398.0
597;22-08-2003;1529504.0
598;23-08-2003;
599;24-08-2003;
600;25-08-2003;1513257.0
601;26-08-2003;1506956.0
602;27-08-2003;1496519.0
603;28-08-2003;1516133.0
604;29-08-2003;1518179.0
605;30-08-2003;
606;31-08-2003;
607;01-09-2003;1518470.0
608;02-09-2003;1519579.0
609;03-09-2003;1505729.0
610;04-09-2003;1497461.0
611;05-09-2003;1495638.0
612;06-09-2003;
613;07-09-2003;
614;08-09-2003;1505237.0
615;09-09-2003;1523237.0
616;10-09-2003;1536367.0
617;11-09-2003;1541900.0
618;12-09-2003;1549236.0
619;13-09-2003;
620;14-09-2003;
621;15-09-2003;1529539.0
622;16-09-2003;1541831.0
623;17-09-2003;1535091.0
624;18-09-2003;1529969.0
625;19-09-2003;1541499.0
626;20-09-2003;
627;21-09-2003;
628;22-09-2003;1538536.0
629;23-09-2003;1549528.0
630;24-09-2003;1546986.0
631;25-09-2003;1546100.0
632;26-09-2003;1568073.0
633;27-09-2003;
634;28-09-2003;
635;29-09-2003;1566400.0
636;30-09-2003;1570136.0
637;01-10-2003;1614023.0
638;02-10-2003;1618461.0
639;03-10-2003;1637418.0
640;04-10-2003;
641;05-10-2003;
642;06-10-2003;1624459.0
643;07-10-2003;1575569.0
644;08-10-2003;1613792.0
645;09-10-2003;1617597.0
646;10-10-2003;1627949.0
647;11-10-2003;
648;12-10-2003;
649;13-10-2003;1625574.0
650;14-10-2003;1627827.0
651;15-10-2003;1639891.0
652;16-10-2003;1637676.0
653;17-10-2003;1634626.0
654;18-10-2003;
655;19-10-2003;
656;20-10-2003;1659091.0
657;21-10-2003;1691633.0
658;22-10-2003;1686744.0
659;23-10-2003;1715791.0
660;24-10-2003;1731272.0
661;25-10-2003;
662;26-10-2003;
663;27-10-2003;1741866.0
664;28-10-2003;1757716.0
665;29-10-2003;
666;30-10-2003;1757716.0
667;31-10-2003;1744012.0
668;01-11-2003;
669;02-11-2003;
670;03-11-2003;1719213.0
671;04-11-2003;1703931.0
672;05-11-2003;1679705.0
673;06-11-2003;1684650.0
674;07-11-2003;1702285.0
675;08-11-2003;
676;09-11-2003;
677;10-11-2003;1709286.0
678;11-11-2003;1704395.0
679;12-11-2003;1698453.0
680;13-11-2003;1716416.0
681;14-11-2003;1722123.0
682;15-11-2003;
683;16-11-2003;
684;17-11-2003;1727916.0
685;18-11-2003;1728139.0
686;19-11-2003;1713477.0
687;20-11-2003;1730427.0
688;21-11-2003;1751106.0
689;22-11-2003;
690;23-11-2003;
691;24-11-2003;1739945.0
692;25-11-2003;
693;26-11-2003;
694;27-11-2003;
695;28-11-2003;1739945.0
696;29-11-2003;
697;30-11-2003;
698;01-12-2003;1741629.0
699;02-12-2003;1737291.0
700;03-12-2003;1734165.0
701;04-12-2003;1759053.0
702;05-12-2003;1746816.0
703;06-12-2003;
704;07-12-2003;
705;08-12-2003;1746166.0
706;09-12-2003;1749180.0
707;10-12-2003;1747556.0
708;11-12-2003;1742770.0
709;12-12-2003;1745912.0
710;13-12-2003;
711;14-12-2003;
712;15-12-2003;1752198.0
713;16-12-2003;1744213.0
714;17-12-2003;1750440.0
715;18-12-2003;1755816.0
716;19-12-2003;1763763.0
717;20-12-2003;
718;21-12-2003;
719;22-12-2003;1763670.0
720;23-12-2003;1771175.0
721;24-12-2003;1765288.0
722;25-12-2003;1762214.0
723;26-12-2003;1757797.0
724;27-12-2003;
725;28-12-2003;
726;29-12-2003;1751461.0
727;30-12-2003;1755974.0
728;31-12-2003;1743850.0
729;01-01-2004;
730;02-01-2004;1756250.0
731;03-01-2004;
732;04-01-2004;
733;05-01-2004;1749271.0
734;06-01-2004;1735631.0
735;07-01-2004;1735738.0
736;08-01-2004;1727097.0
737;09-01-2004;1714880.0
738;10-01-2004;
739;11-01-2004;
740;12-01-2004;1724979.0
741;13-01-2004;1712501.0
742;14-01-2004;1694539.0
743;15-01-2004;1698779.0
744;16-01-2004;1688619.0
745;17-01-2004;
746;18-01-2004;
747;19-01-2004;1666774.0
748;20-01-2004;1667237.0
749;21-01-2004;1663219.0
750;22-01-2004;1673140.0
751;23-01-2004;1678040.0
752;24-01-2004;
753;25-01-2004;
754;26-01-2004;1681726.0
755;27-01-2004;1657165.0
756;28-01-2004;1642271.0
757;29-01-2004;1663519.0
758;30-01-2004;1664253.0
759;31-01-2004;
760;01-02-2004;
761;02-02-2004;
762;03-02-2004;
763;04-02-2004;
764;05-02-2004;1654583.0
765;06-02-2004;1659873.0
766;07-02-2004;
767;08-02-2004;
768;09-02-2004;1670962.0
769;10-02-2004;1708144.0
770;11-02-2004;1708104.0
771;12-02-2004;1690315.0
772;13-02-2004;1684420.0
773;14-02-2004;
774;15-02-2004;
775;16-02-2004;1680287.0
776;17-02-2004;1678222.0
777;18-02-2004;1686805.0
778;19-02-2004;1692939.0
779;20-02-2004;1677270.0
780;21-02-2004;
781;22-02-2004;
782;23-02-2004;1672693.0
783;24-02-2004;1661152.0
784;25-02-2004;1659876.0
785;26-02-2004;1662750.0
786;27-02-2004;1646588.0
787;28-02-2004;
788;29-02-2004;
789;01-03-2004;1638593.0
790;02-03-2004;1640673.0
791;03-03-2004;1628406.0
792;04-03-2004;1610944.0
793;05-03-2004;1611976.0
794;06-03-2004;
795;07-03-2004;
796;08-03-2004;1612271.0
797;09-03-2004;1624431.0
798;10-03-2004;1623983.0
799;11-03-2004;1613420.0
800;12-03-2004;1611412.0
801;13-03-2004;
802;14-03-2004;
803;15-03-2004;1610238.0
804;16-03-2004;1610187.0
805;17-03-2004;1617730.0
806;18-03-2004;1610151.0
807;19-03-2004;1620101.0
808;20-03-2004;
809;21-03-2004;
810;22-03-2004;1619833.0
811;23-03-2004;1617128.0
812;24-03-2004;1615857.0
813;25-03-2004;1607166.0
814;26-03-2004;1599508.0
815;27-03-2004;
816;28-03-2004;
817;29-03-2004;1597745.0
818;30-03-2004;1589110.0
819;31-03-2004;1598649.0
820;01-04-2004;1601144.0
821;02-04-2004;1607102.0
822;03-04-2004;
823;04-04-2004;
824;05-04-2004;1602260.0
825;06-04-2004;1581707.0
826;07-04-2004;1574926.0
827;08-04-2004;1592357.0
828;09-04-2004;1620707.0
829;10-04-2004;
830;11-04-2004;
831;12-04-2004;1601977.0
832;13-04-2004;1622090.0
833;14-04-2004;1622691.0
834;15-04-2004;1603701.0
835;16-04-2004;1624599.0
836;17-04-2004;
837;18-04-2004;
838;19-04-2004;1619589.0
839;20-04-2004;1622610.0
840;21-04-2004;1623317.0
841;22-04-2004;1633736.0
842;23-04-2004;
843;24-04-2004;
844;25-04-2004;
845;26-04-2004;1635917.0
846;27-04-2004;1619464.0
847;28-04-2004;1669242.0
848;29-04-2004;1687442.0
849;30-04-2004;1702622.0
850;01-05-2004;
851;02-05-2004;
852;03-05-2004;1691637.0
853;04-05-2004;1711271.0
854;05-05-2004;1749075.0
855;06-05-2004;1750624.0
856;07-05-2004;1754100.0
857;08-05-2004;
858;09-05-2004;
859;10-05-2004;1781237.0
860;11-05-2004;1805642.0
861;12-05-2004;1816740.0
862;13-05-2004;1796914.0
863;14-05-2004;1824086.0
864;15-05-2004;
865;16-05-2004;
866;17-05-2004;1801252.0
867;18-05-2004;1832504.0
868;19-05-2004;
869;20-05-2004;1851599.0
870;21-05-2004;1847040.0
871;22-05-2004;
872;23-05-2004;
873;24-05-2004;1864353.0
874;25-05-2004;1829486.0
875;26-05-2004;1825716.0
876;27-05-2004;1818066.0
877;28-05-2004;1834458.0
878;29-05-2004;
879;30-05-2004;
880;31-05-2004;1819898.0
881;01-06-2004;1821074.0
882;02-06-2004;1822494.0
883;03-06-2004;1852767.0
884;04-06-2004;1851660.0
885;05-06-2004;
886;06-06-2004;
887;07-06-2004;1824968.0
888;08-06-2004;1811800.0
889;09-06-2004;1805869.0
890;10-06-2004;1805557.0
891;11-06-2004;1794243.0
892;12-06-2004;
893;13-06-2004;
894;14-06-2004;1781087.0
895;15-06-2004;1800171.0
896;16-06-2004;1813891.0
897;17-06-2004;1796653.0
898;18-06-2004;1790458.0
899;19-06-2004;
900;20-06-2004;
901;21-06-2004;1784525.0
902;22-06-2004;1795379.0
903;23-06-2004;1784323.0
904;24-06-2004;1797960.0
905;25-06-2004;1794827.0
906;26-06-2004;
907;27-06-2004;
908;28-06-2004;1799480.0
909;29-06-2004;1807936.0
910;30-06-2004;1805603.0
911;01-07-2004;1795680.0
912;02-07-2004;1781902.0
913;03-07-2004;
914;04-07-2004;
915;05-07-2004;1766592.0
916;06-07-2004;1764181.0
917;07-07-2004;1758219.0
918;08-07-2004;1776361.0
919;09-07-2004;1775967.0
920;10-07-2004;
921;11-07-2004;
922;12-07-2004;1782558.0
923;13-07-2004;1786033.0
924;14-07-2004;1766144.0
925;15-07-2004;1764658.0
926;16-07-2004;1764670.0
927;17-07-2004;
928;18-07-2004;
929;19-07-2004;1767719.0
930;20-07-2004;1766412.0
931;21-07-2004;1777971.0
932;22-07-2004;1777496.0
933;23-07-2004;1787605.0
934;24-07-2004;
935;25-07-2004;
936;26-07-2004;1772445.0
937;27-07-2004;1785076.0
938;28-07-2004;1805442.0
939;29-07-2004;1786549.0
940;30-07-2004;1766181.0
941;31-07-2004;
942;01-08-2004;
943;02-08-2004;1761557.0
944;03-08-2004;1752149.0
945;04-08-2004;1762964.0
946;05-08-2004;1768033.0
947;06-08-2004;1764156.0
948;07-08-2004;
949;08-08-2004;
950;09-08-2004;1762271.0
951;10-08-2004;1765021.0
952;11-08-2004;1771713.0
953;12-08-2004;1775818.0
954;13-08-2004;1780346.0
955;14-08-2004;
956;15-08-2004;
957;16-08-2004;1788687.0
958;17-08-2004;1791869.0
959;18-08-2004;1793039.0
960;19-08-2004;1788258.0
961;20-08-2004;1805268.0
962;21-08-2004;
963;22-08-2004;
964;23-08-2004;1808601.0
965;24-08-2004;1823450.0
966;25-08-2004;1830953.0
967;26-08-2004;1804088.0
968;27-08-2004;1814458.0
969;28-08-2004;
970;29-08-2004;
971;30-08-2004;
972;31-08-2004;1810035.0
973;01-09-2004;1815544.0
974;02-09-2004;1821321.0
975;03-09-2004;1826301.0
976;04-09-2004;
977;05-09-2004;
978;06-09-2004;1824510.0
979;07-09-2004;1814875.0
980;08-09-2004;1809815.0
981;09-09-2004;1802321.0
982;10-09-2004;1812513.0
983;11-09-2004;
984;12-09-2004;
985;13-09-2004;1812125.0
986;14-09-2004;1827800.0
987;15-09-2004;1829132.0
988;16-09-2004;1817585.0
989;17-09-2004;1816364.0
990;18-09-2004;
991;19-09-2004;
992;20-09-2004;1837223.0
993;21-09-2004;1858865.0
994;22-09-2004;1857129.0
995;23-09-2004;1843053.0
996;24-09-2004;1837361.0
997;25-09-2004;
998;26-09-2004;
999;27-09-2004;1827022.0
1000;28-09-2004;1825363.0
1001;29-09-2004;1841011.0
1002;30-09-2004;1843870.0
1003;01-10-2004;1847483.0
1004;02-10-2004;
1005;03-10-2004;
1006;04-10-2004;1858015.0
1007;05-10-2004;1856044.0
1008;06-10-2004;1841560.0
1009;07-10-2004;1837102.0
1010;08-10-2004;1838208.0
1011;09-10-2004;
1012;10-10-2004;
1013;11-10-2004;1835209.0
1014;12-10-2004;1844404.0
1015;13-10-2004;1832173.0
1016;14-10-2004;1824150.0
1017;15-10-2004;1831994.0
1018;16-10-2004;
1019;17-10-2004;
1020;18-10-2004;1837081.0
1021;19-10-2004;1841401.0
1022;20-10-2004;1834697.0
1023;21-10-2004;1853377.0
1024;22-10-2004;1862809.0
1025;23-10-2004;
1026;24-10-2004;
1027;25-10-2004;1858018.0
1028;26-10-2004;1879373.0
1029;27-10-2004;1887003.0
1030;28-10-2004;1876513.0
1031;29-10-2004;
1032;30-10-2004;
1033;31-10-2004;
1034;01-11-2004;1876513.0
1035;02-11-2004;1876087.0
1036;03-11-2004;1863429.0
1037;04-11-2004;1858720.0
1038;05-11-2004;1871138.0
1039;06-11-2004;
1040;07-11-2004;
1041;08-11-2004;1869850.0
1042;09-11-2004;1876504.0
1043;10-11-2004;1874077.0
1044;11-11-2004;1876807.0
1045;12-11-2004;1868535.0
1046;13-11-2004;
1047;14-11-2004;
1048;15-11-2004;
1049;16-11-2004;
1050;17-11-2004;1870879.0
1051;18-11-2004;1881449.0
1052;19-11-2004;1874449.0
1053;20-11-2004;
1054;21-11-2004;
1055;22-11-2004;1869896.0
1056;23-11-2004;1868154.0
1057;24-11-2004;1865342.0
1058;25-11-2004;1868359.0
1059;26-11-2004;1876462.0
1060;27-11-2004;
1061;28-11-2004;
1062;29-11-2004;1877766.0
1063;30-11-2004;1880238.0
1064;01-12-2004;1891565.0
1065;02-12-2004;1886705.0
1066;03-12-2004;1879721.0
1067;04-12-2004;
1068;05-12-2004;
1069;06-12-2004;1873680.0
1070;07-12-2004;1867400.0
1071;08-12-2004;1870000.0
1072;09-12-2004;1865900.0
1073;10-12-2004;1888600.0
1074;11-12-2004;
1075;12-12-2004;
1076;13-12-2004;1891000.0
1077;14-12-2004;1888500.0
1078;15-12-2004;1878300.0
1079;16-12-2004;1884200.0
1080;17-12-2004;1873900.0
1081;18-12-2004;
1082;19-12-2004;
1083;20-12-2004;1869800.0
1084;21-12-2004;1856300.0
1085;22-12-2004;1852700.0
1086;23-12-2004;1850500.0
1087;24-12-2004;1848500.0
1088;25-12-2004;
1089;26-12-2004;
1090;27-12-2004;1844200.0
1091;28-12-2004;1829000.0
1092;29-12-2004;1829000.0
1093;30-12-2004;1841400.0
1094;31-12-2004;1825500.0
1095;01-01-2005;
1096;02-01-2005;
1097;03-01-2005;1.822
1098;04-01-2005;1.8092
1099;05-01-2005;1.7963
1100;06-01-2005;1.8236
1101;07-01-2005;1.8447
1102;08-01-2005;
1103;09-01-2005;
1104;10-01-2005;1.8122
1105;11-01-2005;1.8095
1106;12-01-2005;1.8052
1107;13-01-2005;1.7985
1108;14-01-2005;1.7853
1109;15-01-2005;
1110;16-01-2005;
1111;17-01-2005;1.768
1112;18-01-2005;1.744
1113;19-01-2005;1.7419
1114;20-01-2005;
1115;21-01-2005;
1116;22-01-2005;
1117;23-01-2005;
1118;24-01-2005;1.7419
1119;25-01-2005;1.7435
1120;26-01-2005;1.7306
1121;27-01-2005;1.7247
1122;28-01-2005;1.7404
1123;29-01-2005;
1124;30-01-2005;
1125;31-01-2005;1.7308
1126;01-02-2005;1.7285
1127;02-02-2005;1.7256
1128;03-02-2005;1.7249
1129;04-02-2005;1.7128
1130;05-02-2005;
1131;06-02-2005;
1132;07-02-2005;1.6993
1133;08-02-2005;1.6809
1134;09-02-2005;1.6862
1135;10-02-2005;1.6884
1136;11-02-2005;1.704
1137;12-02-2005;
1138;13-02-2005;
1139;14-02-2005;1.6926
1140;15-02-2005;1.6965
1141;16-02-2005;1.6938
1142;17-02-2005;1.7005
1143;18-02-2005;1.7026
1144;19-02-2005;
1145;20-02-2005;
1146;21-02-2005;1.6953
1147;22-02-2005;1.6988
1148;23-02-2005;1.7049
1149;24-02-2005;1.7137
1150;25-02-2005;1.709
1151;26-02-2005;
1152;27-02-2005;
1153;28-02-2005;1.6973
1154;01-03-2005;1.6937
1155;02-03-2005;1.6849
1156;03-03-2005;1.6746
1157;04-03-2005;1.67
1158;05-03-2005;
1159;06-03-2005;
1160;07-03-2005;1.6645
1161;08-03-2005;1.6554
1162;09-03-2005;1.6656
1163;10-03-2005;1.6821
1164;11-03-2005;1.7101
1165;12-03-2005;
1166;13-03-2005;
1167;14-03-2005;1.6882
1168;15-03-2005;1.7093
1169;16-03-2005;1.72
1170;17-03-2005;1.7664
1171;18-03-2005;1.7625
1172;19-03-2005;
1173;20-03-2005;
1174;21-03-2005;1.7432
1175;22-03-2005;1.755
1176;23-03-2005;1.7505
1177;24-03-2005;1.7708
1178;25-03-2005;1.751
1179;26-03-2005;
1180;27-03-2005;
1181;28-03-2005;1.7427
1182;29-03-2005;1.7525
1183;30-03-2005;1.7886
1184;31-03-2005;1.7745
1185;01-04-2005;1.7427
1186;02-04-2005;
1187;03-04-2005;
1188;04-04-2005;1.7399
1189;05-04-2005;1.7518
1190;06-04-2005;1.7477
1191;07-04-2005;1.731
1192;08-04-2005;1.7236
1193;09-04-2005;
1194;10-04-2005;
1195;11-04-2005;1.725
1196;12-04-2005;1.7366
1197;13-04-2005;1.7357
1198;14-04-2005;1.7272
1199;15-04-2005;1.7342
1200;16-04-2005;
1201;17-04-2005;
1202;18-04-2005;1.7619
1203;19-04-2005;1.7787
1204;20-04-2005;1.7796
1205;21-04-2005;1.7657
1206;22-04-2005;1.7716
1207;23-04-2005;
1208;24-04-2005;
1209;25-04-2005;1.7628
1210;26-04-2005;1.7604
1211;27-04-2005;1.7585
1212;28-04-2005;1.7599
1213;29-04-2005;1.7725
1214;30-04-2005;
1215;01-05-2005;
1216;02-05-2005;1.7929
1217;03-05-2005;1.7725
1218;04-05-2005;1.7561
1219;05-05-2005;1.7376
1220;06-05-2005;1.7313
1221;07-05-2005;
1222;08-05-2005;
1223;09-05-2005;1.7374
1224;10-05-2005;1.7305
1225;11-05-2005;1.7395
1226;12-05-2005;1.7572
