;Tarih;TP_DK_EUR_A_EF
1227;13-05-2005;1.7257
1228;14-05-2005;
1229;15-05-2005;
1230;16-05-2005;1.7206
1231;17-05-2005;1.7341
1232;18-05-2005;1.7363
1233;19-05-2005;
1234;20-05-2005;1.7285
1235;21-05-2005;
1236;22-05-2005;
1237;23-05-2005;1.712
1238;24-05-2005;1.7339
1239;25-05-2005;1.7333
1240;26-05-2005;1.7347
1241;27-05-2005;1.7274
1242;28-05-2005;
1243;29-05-2005;
1244;30-05-2005;1.7154
1245;31-05-2005;1.7065
1246;01-06-2005;1.673
1247;02-06-2005;1.6656
1248;03-06-2005;1.6471
1249;04-06-2005;
1250;05-06-2005;
1251;06-06-2005;1.6642
1252;07-06-2005;1.6681
1253;08-06-2005;1.663
1254;09-06-2005;1.6757
1255;10-06-2005;1.6577
1256;11-06-2005;
1257;12-06-2005;
1258;13-06-2005;1.6525
1259;14-06-2005;1.6538
1260;15-06-2005;1.6528
1261;16-06-2005;1.6534
1262;17-06-2005;1.6457
1263;18-06-2005;
1264;19-06-2005;
1265;20-06-2005;1.6433
1266;21-06-2005;1.6516
1267;22-06-2005;1.6422
1268;23-06-2005;1.6366
1269;24-06-2005;1.6305
1270;25-06-2005;
1271;26-06-2005;
1272;27-06-2005;1.6242
1273;28-06-2005;1.635
1274;29-06-2005;1.6251
1275;30-06-2005;1.6156
1276;01-07-2005;1.6089
1277;02-07-2005;
1278;03-07-2005;
1279;04-07-2005;1.6054
1280;05-07-2005;1.5916
1281;06-07-2005;1.5929
1282;07-07-2005;1.5998
1283;08-07-2005;1.6216
1284;09-07-2005;
1285;10-07-2005;
1286;11-07-2005;1.5987
1287;12-07-2005;1.6029
1288;13-07-2005;1.6201
1289;14-07-2005;1.614
1290;15-07-2005;1.6036
1291;16-07-2005;
1292;17-07-2005;
1293;18-07-2005;1.5995
1294;19-07-2005;1.6003
1295;20-07-2005;1.5904
1296;21-07-2005;1.5997
1297;22-07-2005;1.6065
1298;23-07-2005;
1299;24-07-2005;
1300;25-07-2005;1.605
1301;26-07-2005;1.6057
1302;27-07-2005;1.6097
1303;28-07-2005;1.6017
1304;29-07-2005;1.6049
1305;30-07-2005;
1306;31-07-2005;
1307;01-08-2005;1.5977
1308;02-08-2005;1.6057
1309;03-08-2005;1.6094
1310;04-08-2005;1.6112
1311;05-08-2005;1.6117
1312;06-08-2005;
1313;07-08-2005;
1314;08-08-2005;1.6176
1315;09-08-2005;1.6231
1316;10-08-2005;1.6292
1317;11-08-2005;1.6259
1318;12-08-2005;1.636
1319;13-08-2005;
1320;14-08-2005;
1321;15-08-2005;1.6664
1322;16-08-2005;1.6694
1323;17-08-2005;1.6525
1324;18-08-2005;1.6688
1325;19-08-2005;1.6641
1326;20-08-2005;
1327;21-08-2005;
1328;22-08-2005;1.6627
1329;23-08-2005;1.659
1330;24-08-2005;1.6543
1331;25-08-2005;1.6642
1332;26-08-2005;1.6769
1333;27-08-2005;
1334;28-08-2005;
1335;29-08-2005;1.6653
1336;30-08-2005;
1337;31-08-2005;1.6615
1338;01-09-2005;1.6433
1339;02-09-2005;1.6502
1340;03-09-2005;
1341;04-09-2005;
1342;05-09-2005;1.6716
1343;06-09-2005;1.6662
1344;07-09-2005;1.6541
1345;08-09-2005;1.6546
1346;09-09-2005;1.6503
1347;10-09-2005;
1348;11-09-2005;
1349;12-09-2005;1.6439
1350;13-09-2005;1.6378
1351;14-09-2005;1.6315
1352;15-09-2005;1.6392
1353;16-09-2005;1.63
1354;17-09-2005;
1355;18-09-2005;
1356;19-09-2005;1.6336
1357;20-09-2005;1.6244
1358;21-09-2005;1.6206
1359;22-09-2005;1.629
1360;23-09-2005;1.6257
1361;24-09-2005;
1362;25-09-2005;
1363;26-09-2005;1.6184
1364;27-09-2005;1.616
1365;28-09-2005;1.607
1366;29-09-2005;1.6145
1367;30-09-2005;1.615
1368;01-10-2005;
1369;02-10-2005;
1370;03-10-2005;1.6143
1371;04-10-2005;1.6173
1372;05-10-2005;1.5932
1373;06-10-2005;1.6061
1374;07-10-2005;1.6285
1375;08-10-2005;
1376;09-10-2005;
1377;10-10-2005;1.6353
1378;11-10-2005;1.62
1379;12-10-2005;1.6122
1380;13-10-2005;1.6157
1381;14-10-2005;1.6296
1382;15-10-2005;
1383;16-10-2005;
1384;17-10-2005;1.637
1385;18-10-2005;1.6314
1386;19-10-2005;1.6207
1387;20-10-2005;1.628
1388;21-10-2005;1.6254
1389;22-10-2005;
1390;23-10-2005;
1391;24-10-2005;1.6315
1392;25-10-2005;1.62
1393;26-10-2005;1.6263
1394;27-10-2005;1.6263
1395;28-10-2005;1.6334
1396;29-10-2005;
1397;30-10-2005;
1398;31-10-2005;1.6334
1399;01-11-2005;1.6164
1400;02-11-2005;1.6118
1401;03-11-2005;
1402;04-11-2005;
1403;05-11-2005;
1404;06-11-2005;
1405;07-11-2005;1.6118
1406;08-11-2005;1.6003
1407;09-11-2005;1.5929
1408;10-11-2005;1.5917
1409;11-11-2005;1.5978
1410;12-11-2005;
1411;13-11-2005;
1412;14-11-2005;1.5873
1413;15-11-2005;1.5893
1414;16-11-2005;1.5833
1415;17-11-2005;1.5809
1416;18-11-2005;1.5793
1417;19-11-2005;
1418;20-11-2005;
1419;21-11-2005;1.5928
1420;22-11-2005;1.6048
1421;23-11-2005;1.5926
1422;24-11-2005;1.5949
1423;25-11-2005;1.594
1424;26-11-2005;
1425;27-11-2005;
1426;28-11-2005;1.5873
1427;29-11-2005;1.5852
1428;30-11-2005;1.5936
1429;01-12-2005;1.5889
1430;02-12-2005;1.5887
1431;03-12-2005;
1432;04-12-2005;
1433;05-12-2005;1.5827
1434;06-12-2005;1.5836
1435;07-12-2005;1.5875
1436;08-12-2005;1.5823
1437;09-12-2005;1.5892
1438;10-12-2005;
1439;11-12-2005;
1440;12-12-2005;1.5907
1441;13-12-2005;1.6011
1442;14-12-2005;1.599
1443;15-12-2005;1.6068
1444;16-12-2005;1.6099
1445;17-12-2005;
1446;18-12-2005;
1447;19-12-2005;1.6112
1448;20-12-2005;1.6107
1449;21-12-2005;1.6068
1450;22-12-2005;1.5965
1451;23-12-2005;1.5908
1452;24-12-2005;
1453;25-12-2005;
1454;26-12-2005;1.5932
1455;27-12-2005;1.5911
1456;28-12-2005;1.5918
1457;29-12-2005;1.5983
1458;30-12-2005;1.5893
1459;31-12-2005;
1460;01-01-2006;
1461;02-01-2006;1.5864
1462;03-01-2006;1.5909
1463;04-01-2006;1.5932
1464;05-01-2006;1.6059
1465;06-01-2006;1.6068
1466;07-01-2006;
1467;08-01-2006;
1468;09-01-2006;1.6062
1469;10-01-2006;
1470;11-01-2006;
1471;12-01-2006;
1472;13-01-2006;
1473;14-01-2006;
1474;15-01-2006;
1475;16-01-2006;1.6062
1476;17-01-2006;1.6096
1477;18-01-2006;1.6052
1478;19-01-2006;1.6131
1479;20-01-2006;1.6055
1480;21-01-2006;
1481;22-01-2006;
1482;23-01-2006;1.6048
1483;24-01-2006;1.6188
1484;25-01-2006;1.6161
1485;26-01-2006;1.6165
1486;27-01-2006;1.6119
1487;28-01-2006;
1488;29-01-2006;
1489;30-01-2006;1.6074
1490;31-01-2006;1.5961
1491;01-02-2006;1.5972
1492;02-02-2006;1.5953
1493;03-02-2006;1.5929
1494;04-02-2006;
1495;05-02-2006;
1496;06-02-2006;1.5912
1497;07-02-2006;1.585
1498;08-02-2006;1.5849
1499;09-02-2006;1.5883
1500;10-02-2006;1.585
1501;11-02-2006;
1502;12-02-2006;
1503;13-02-2006;1.5804
1504;14-02-2006;1.5734
1505;15-02-2006;1.5722
1506;16-02-2006;1.5857
1507;17-02-2006;1.5713
1508;18-02-2006;
1509;19-02-2006;
1510;20-02-2006;1.567
1511;21-02-2006;1.5625
1512;22-02-2006;1.5612
1513;23-02-2006;1.5735
1514;24-02-2006;1.5662
1515;25-02-2006;
1516;26-02-2006;
1517;27-02-2006;1.563
1518;28-02-2006;1.553
1519;01-03-2006;1.5499
1520;02-03-2006;1.5602
1521;03-03-2006;1.5484
1522;04-03-2006;
1523;05-03-2006;
1524;06-03-2006;1.5575
1525;07-03-2006;1.5647
1526;08-03-2006;1.5753
1527;09-03-2006;1.5911
1528;10-03-2006;1.5935
1529;11-03-2006;
1530;12-03-2006;
1531;13-03-2006;1.6007
1532;14-03-2006;1.5955
1533;15-03-2006;1.6059
1534;16-03-2006;1.5974
1535;17-03-2006;1.6006
1536;18-03-2006;
1537;19-03-2006;
1538;20-03-2006;1.6012
1539;21-03-2006;1.6152
1540;22-03-2006;1.6196
1541;23-03-2006;1.6208
1542;24-03-2006;1.6061
1543;25-03-2006;
1544;26-03-2006;
1545;27-03-2006;1.6039
1546;28-03-2006;1.6094
1547;29-03-2006;1.6226
1548;30-03-2006;1.6273
1549;31-03-2006;1.62
1550;01-04-2006;
1551;02-04-2006;
1552;03-04-2006;1.6243
1553;04-04-2006;1.613
1554;05-04-2006;1.6205
1555;06-04-2006;1.6302
1556;07-04-2006;1.6367
1557;08-04-2006;
1558;09-04-2006;
1559;10-04-2006;1.62
1560;11-04-2006;1.6185
1561;12-04-2006;1.6144
1562;13-04-2006;1.621
1563;14-04-2006;1.6231
1564;15-04-2006;
1565;16-04-2006;
1566;17-04-2006;1.626
1567;18-04-2006;1.636
1568;19-04-2006;1.6368
1569;20-04-2006;1.6338
1570;21-04-2006;1.6322
1571;22-04-2006;
1572;23-04-2006;
1573;24-04-2006;1.6278
1574;25-04-2006;1.6305
1575;26-04-2006;1.6315
1576;27-04-2006;1.6392
1577;28-04-2006;1.6399
1578;29-04-2006;
1579;30-04-2006;
1580;01-05-2006;1.6494
1581;02-05-2006;1.656
1582;03-05-2006;1.6594
1583;04-05-2006;1.6541
1584;05-05-2006;1.659
1585;06-05-2006;
1586;07-05-2006;
1587;08-05-2006;1.6646
1588;09-05-2006;1.6742
1589;10-05-2006;1.689
1590;11-05-2006;1.7162
1591;12-05-2006;1.7216
1592;13-05-2006;
1593;14-05-2006;
1594;15-05-2006;1.7932
1595;16-05-2006;1.8602
1596;17-05-2006;1.854
1597;18-05-2006;1.8278
1598;19-05-2006;
1599;20-05-2006;
1600;21-05-2006;
1601;22-05-2006;1.9004
1602;23-05-2006;1.9194
1603;24-05-2006;1.9469
1604;25-05-2006;1.974
1605;26-05-2006;1.9649
1606;27-05-2006;
1607;28-05-2006;
1608;29-05-2006;1.9489
1609;30-05-2006;1.9413
1610;31-05-2006;1.9734
1611;01-06-2006;2.0066
1612;02-06-2006;1.9903
1613;03-06-2006;
1614;04-06-2006;
1615;05-06-2006;1.9569
1616;06-06-2006;2.042
1617;07-06-2006;2.0032
1618;08-06-2006;1.9811
1619;09-06-2006;1.9707
1620;10-06-2006;
1621;11-06-2006;
1622;12-06-2006;1.9431
1623;13-06-2006;1.9387
1624;14-06-2006;2.012
1625;15-06-2006;1.999
1626;16-06-2006;1.9978
1627;17-06-2006;
1628;18-06-2006;
1629;19-06-2006;2.0025
1630;20-06-2006;2.0055
1631;21-06-2006;2.0202
1632;22-06-2006;2.0711
1633;23-06-2006;2.094
1634;24-06-2006;
1635;25-06-2006;
1636;26-06-2006;2.1231
1637;27-06-2006;2.1143
1638;28-06-2006;2.0589
1639;29-06-2006;2.0237
1640;30-06-2006;2.0081
1641;01-07-2006;
1642;02-07-2006;
1643;03-07-2006;1.9949
1644;04-07-2006;2.0029
1645;05-07-2006;1.9641
1646;06-07-2006;2.0029
1647;07-07-2006;2.0208
1648;08-07-2006;
1649;09-07-2006;
1650;10-07-2006;1.9783
1651;11-07-2006;1.9806
1652;12-07-2006;1.9579
1653;13-07-2006;1.9645
1654;14-07-2006;2.0036
1655;15-07-2006;
1656;16-07-2006;
1657;17-07-2006;1.9942
1658;18-07-2006;1.9882
1659;19-07-2006;1.9725
1660;20-07-2006;1.9579
1661;21-07-2006;1.9487
1662;22-07-2006;
1663;23-07-2006;
1664;24-07-2006;1.9544
1665;25-07-2006;1.9505
1666;26-07-2006;1.9327
1667;27-07-2006;1.908
1668;28-07-2006;1.9082
1669;29-07-2006;
1670;30-07-2006;
1671;31-07-2006;1.8958
1672;01-08-2006;1.8884
1673;02-08-2006;1.906
1674;03-08-2006;1.9185
1675;04-08-2006;1.8989
1676;05-08-2006;
1677;06-08-2006;
1678;07-08-2006;1.8955
1679;08-08-2006;1.8758
1680;09-08-2006;1.8712
1681;10-08-2006;1.8625
1682;11-08-2006;1.8566
1683;12-08-2006;
1684;13-08-2006;
1685;14-08-2006;1.8407
1686;15-08-2006;1.8481
1687;16-08-2006;1.8647
1688;17-08-2006;1.8467
1689;18-08-2006;1.8409
1690;19-08-2006;
1691;20-08-2006;
1692;21-08-2006;1.8401
1693;22-08-2006;1.8665
1694;23-08-2006;1.859
1695;24-08-2006;1.8581
1696;25-08-2006;1.8865
1697;26-08-2006;
1698;27-08-2006;
1699;28-08-2006;1.8791
1700;29-08-2006;1.8917
1701;30-08-2006;
1702;31-08-2006;1.8806
1703;01-09-2006;1.8596
1704;02-09-2006;
1705;03-09-2006;
1706;04-09-2006;1.87
1707;05-09-2006;1.864
1708;06-09-2006;1.8489
1709;07-09-2006;1.8588
1710;08-09-2006;1.8798
1711;09-09-2006;
1712;10-09-2006;
1713;11-09-2006;1.8686
1714;12-09-2006;1.8751
1715;13-09-2006;1.8677
1716;14-09-2006;1.8535
1717;15-09-2006;1.8666
1718;16-09-2006;
1719;17-09-2006;
1720;18-09-2006;1.8611
1721;19-09-2006;1.8414
1722;20-09-2006;1.8513
1723;21-09-2006;1.8555
1724;22-09-2006;1.868
1725;23-09-2006;
1726;24-09-2006;
1727;25-09-2006;1.954
1728;26-09-2006;1.918
1729;27-09-2006;1.9271
1730;28-09-2006;1.8863
1731;29-09-2006;1.8958
1732;30-09-2006;
1733;01-10-2006;
1734;02-10-2006;1.8951
1735;03-10-2006;1.9104
1736;04-10-2006;1.902
1737;05-10-2006;1.9135
1738;06-10-2006;1.8924
1739;07-10-2006;
1740;08-10-2006;
1741;09-10-2006;1.8816
1742;10-10-2006;1.8829
1743;11-10-2006;1.8728
1744;12-10-2006;1.8589
1745;13-10-2006;1.858
1746;14-10-2006;
1747;15-10-2006;
1748;16-10-2006;1.8386
1749;17-10-2006;1.8369
1750;18-10-2006;1.8391
1751;19-10-2006;1.8432
1752;20-10-2006;1.8266
1753;21-10-2006;
1754;22-10-2006;
1755;23-10-2006;
1756;24-10-2006;
1757;25-10-2006;
1758;26-10-2006;1.8286
1759;27-10-2006;1.8276
1760;28-10-2006;
1761;29-10-2006;
1762;30-10-2006;1.8275
1763;31-10-2006;1.8437
1764;01-11-2006;1.8447
1765;02-11-2006;1.8456
1766;03-11-2006;1.8539
1767;04-11-2006;
1768;05-11-2006;
1769;06-11-2006;1.864
1770;07-11-2006;1.8298
1771;08-11-2006;1.8304
1772;09-11-2006;1.8516
1773;10-11-2006;1.8429
1774;11-11-2006;
1775;12-11-2006;
1776;13-11-2006;1.8528
1777;14-11-2006;1.8521
1778;15-11-2006;1.8478
1779;16-11-2006;1.8459
1780;17-11-2006;1.8337
1781;18-11-2006;
1782;19-11-2006;
1783;20-11-2006;1.8351
1784;21-11-2006;1.8598
1785;22-11-2006;1.8591
1786;23-11-2006;1.8861
1787;24-11-2006;1.9041
1788;25-11-2006;
1789;26-11-2006;
1790;27-11-2006;1.9208
1791;28-11-2006;1.9131
1792;29-11-2006;1.9384
1793;30-11-2006;1.9198
1794;01-12-2006;1.9068
1795;02-12-2006;
1796;03-12-2006;
1797;04-12-2006;1.9053
1798;05-12-2006;1.9277
1799;06-12-2006;1.9243
1800;07-12-2006;1.9105
1801;08-12-2006;1.8957
1802;09-12-2006;
1803;10-12-2006;
1804;11-12-2006;1.8945
1805;12-12-2006;1.8812
1806;13-12-2006;1.8752
1807;14-12-2006;1.8824
1808;15-12-2006;1.8704
1809;16-12-2006;
1810;17-12-2006;
1811;18-12-2006;1.8565
1812;19-12-2006;1.8576
1813;20-12-2006;1.8766
1814;21-12-2006;1.8794
1815;22-12-2006;1.8735
1816;23-12-2006;
1817;24-12-2006;
1818;25-12-2006;1.8712
1819;26-12-2006;1.8673
1820;27-12-2006;1.8637
1821;28-12-2006;1.8655
1822;29-12-2006;1.8573
1823;30-12-2006;
1824;31-12-2006;
1825;01-01-2007;
1826;02-01-2007;
1827;03-01-2007;
1828;04-01-2007;1.8502
1829;05-01-2007;1.8457
1830;06-01-2007;
1831;07-01-2007;
1832;08-01-2007;1.8663
1833;09-01-2007;1.8712
1834;10-01-2007;1.8573
1835;11-01-2007;1.8758
1836;12-01-2007;1.8564
1837;13-01-2007;
1838;14-01-2007;
1839;15-01-2007;1.8391
1840;16-01-2007;1.837
1841;17-01-2007;1.8421
1842;18-01-2007;1.8405
1843;19-01-2007;1.8319
1844;20-01-2007;
1845;21-01-2007;
1846;22-01-2007;1.8275
1847;23-01-2007;1.8177
1848;24-01-2007;1.8259
1849;25-01-2007;1.8285
1850;26-01-2007;1.8276
1851;27-01-2007;
1852;28-01-2007;
1853;29-01-2007;1.8386
1854;30-01-2007;1.8332
1855;31-01-2007;1.8419
1856;01-02-2007;1.8283
1857;02-02-2007;1.8214
1858;03-02-2007;
1859;04-02-2007;
1860;05-02-2007;1.8182
1861;06-02-2007;1.8112
1862;07-02-2007;1.8032
1863;08-02-2007;1.8105
1864;09-02-2007;1.8146
1865;10-02-2007;
1866;11-02-2007;
1867;12-02-2007;1.8099
1868;13-02-2007;1.8188
1869;14-02-2007;1.8181
1870;15-02-2007;1.8189
1871;16-02-2007;1.8145
1872;17-02-2007;
1873;18-02-2007;
1874;19-02-2007;1.8123
1875;20-02-2007;1.8101
1876;21-02-2007;1.8072
1877;22-02-2007;1.8098
1878;23-02-2007;1.8008
1879;24-02-2007;
1880;25-02-2007;
1881;26-02-2007;1.8038
1882;27-02-2007;1.8146
1883;28-02-2007;1.8384
1884;01-03-2007;1.8633
1885;02-03-2007;1.862
1886;03-03-2007;
1887;04-03-2007;
1888;05-03-2007;1.8671
1889;06-03-2007;1.9002
1890;07-03-2007;1.8746
1891;08-03-2007;1.8704
1892;09-03-2007;1.8617
1893;10-03-2007;
1894;11-03-2007;
1895;12-03-2007;1.8578
1896;13-03-2007;1.8396
1897;14-03-2007;1.8506
1898;15-03-2007;1.8709
1899;16-03-2007;1.8532
1900;17-03-2007;
1901;18-03-2007;
1902;19-03-2007;1.865
1903;20-03-2007;1.8517
1904;21-03-2007;1.8418
1905;22-03-2007;1.8468
1906;23-03-2007;1.8383
1907;24-03-2007;
1908;25-03-2007;
1909;26-03-2007;1.8338
1910;27-03-2007;1.8287
1911;28-03-2007;1.8445
1912;29-03-2007;1.8489
1913;30-03-2007;1.8477
1914;31-03-2007;
1915;01-04-2007;
1916;02-04-2007;1.837
1917;03-04-2007;1.8439
1918;04-04-2007;1.839
1919;05-04-2007;1.8205
1920;06-04-2007;1.8202
1921;07-04-2007;
1922;08-04-2007;
1923;09-04-2007;1.8225
1924;10-04-2007;1.8237
1925;11-04-2007;1.8348
1926;12-04-2007;1.8278
1927;13-04-2007;1.8414
1928;14-04-2007;
1929;15-04-2007;
1930;16-04-2007;1.8483
1931;17-04-2007;1.8319
1932;18-04-2007;1.8285
1933;19-04-2007;1.8237
1934;20-04-2007;1.837
1935;21-04-2007;
1936;22-04-2007;
1937;23-04-2007;
1938;24-04-2007;1.8169
1939;25-04-2007;1.812
1940;26-04-2007;1.8109
1941;27-04-2007;1.8021
1942;28-04-2007;
1943;29-04-2007;
1944;30-04-2007;1.8073
1945;01-05-2007;1.8504
1946;02-05-2007;1.8757
1947;03-05-2007;1.8346
1948;04-05-2007;1.8315
1949;05-05-2007;
1950;06-05-2007;
1951;07-05-2007;1.8267
1952;08-05-2007;1.8138
1953;09-05-2007;1.807
1954;10-05-2007;1.8014
1955;11-05-2007;1.8023
1956;12-05-2007;
1957;13-05-2007;
1958;14-05-2007;1.8062
1959;15-05-2007;1.7979
1960;16-05-2007;1.8003
1961;17-05-2007;1.789
1962;18-05-2007;1.7797
1963;19-05-2007;
1964;20-05-2007;
1965;21-05-2007;1.7841
1966;22-05-2007;1.7715
1967;23-05-2007;1.7666
1968;24-05-2007;1.7737
1969;25-05-2007;1.7795
1970;26-05-2007;
1971;27-05-2007;
1972;28-05-2007;1.7804
1973;29-05-2007;1.7737
1974;30-05-2007;1.7766
1975;31-05-2007;1.7789
1976;01-06-2007;1.7693
1977;02-06-2007;
1978;03-06-2007;
1979;04-06-2007;1.7547
1980;05-06-2007;1.7558
1981;06-06-2007;1.7637
1982;07-06-2007;1.7734
1983;08-06-2007;1.772
1984;09-06-2007;
1985;10-06-2007;
1986;11-06-2007;1.797
1987;12-06-2007;1.7763
1988;13-06-2007;1.7724
1989;14-06-2007;1.7796
1990;15-06-2007;1.7651
1991;16-06-2007;
1992;17-06-2007;
1993;18-06-2007;1.7527
1994;19-06-2007;1.7384
1995;20-06-2007;1.7363
1996;21-06-2007;1.7386
1997;22-06-2007;1.7452
1998;23-06-2007;
1999;24-06-2007;
2000;25-06-2007;1.748
2001;26-06-2007;1.7603
2002;27-06-2007;1.7741
2003;28-06-2007;1.7793
2004;29-06-2007;1.7684
2005;30-06-2007;
2006;01-07-2007;
2007;02-07-2007;1.7573
2008;03-07-2007;1.7611
2009;04-07-2007;1.7509
2010;05-07-2007;1.7526
2011;06-07-2007;1.7549
2012;07-07-2007;
2013;08-07-2007;
2014;09-07-2007;1.7536
2015;10-07-2007;1.7432
2016;11-07-2007;1.7464
2017;12-07-2007;1.7682
2018;13-07-2007;1.7648
2019;14-07-2007;
2020;15-07-2007;
2021;16-07-2007;1.7443
2022;17-07-2007;1.7437
2023;18-07-2007;1.7519
2024;19-07-2007;1.752
2025;20-07-2007;1.7407
2026;21-07-2007;
2027;22-07-2007;
2028;23-07-2007;1.7377
2029;24-07-2007;1.7236
2030;25-07-2007;1.7069
2031;26-07-2007;1.7063
2032;27-07-2007;1.7284
2033;28-07-2007;
2034;29-07-2007;
2035;30-07-2007;1.7784
2036;31-07-2007;1.7765
2037;01-08-2007;1.7461
2038;02-08-2007;1.7761
2039;03-08-2007;1.7465
2040;04-08-2007;
2041;05-08-2007;
2042;06-08-2007;1.7325
2043;07-08-2007;1.7594
2044;08-08-2007;1.7465
2045;09-08-2007;1.7266
2046;10-08-2007;1.741
2047;11-08-2007;
2048;12-08-2007;
2049;13-08-2007;1.7638
2050;14-08-2007;1.7512
2051;15-08-2007;1.7593
2052;16-08-2007;1.7931
2053;17-08-2007;1.8535
2054;18-08-2007;
2055;19-08-2007;
2056;20-08-2007;1.865
2057;21-08-2007;1.8041
2058;22-08-2007;1.8367
2059;23-08-2007;1.8027
2060;24-08-2007;1.7819
2061;25-08-2007;
2062;26-08-2007;
2063;27-08-2007;1.7983
2064;28-08-2007;1.7864
2065;29-08-2007;1.7993
2066;30-08-2007;
2067;31-08-2007;1.8009
2068;01-09-2007;
2069;02-09-2007;
2070;03-09-2007;1.7646
2071;04-09-2007;1.7639
2072;05-09-2007;1.7668
2073;06-09-2007;1.7593
2074;07-09-2007;1.7678
2075;08-09-2007;
2076;09-09-2007;
2077;10-09-2007;1.7602
2078;11-09-2007;1.7856
2079;12-09-2007;1.7754
2080;13-09-2007;1.7624
2081;14-09-2007;1.7544
2082;15-09-2007;
2083;16-09-2007;
2084;17-09-2007;1.7426
2085;18-09-2007;1.7475
2086;19-09-2007;1.7471
2087;20-09-2007;1.7232
2088;21-09-2007;1.7271
2089;22-09-2007;
2090;23-09-2007;
2091;24-09-2007;1.7258
2092;25-09-2007;1.7185
2093;26-09-2007;1.7289
2094;27-09-2007;1.7178
2095;28-09-2007;1.7117
2096;29-09-2007;
2097;30-09-2007;
2098;01-10-2007;1.7074
2099;02-10-2007;1.705
2100;03-10-2007;1.6997
2101;04-10-2007;1.699
2102;05-10-2007;1.6904
2103;06-10-2007;
2104;07-10-2007;
2105;08-10-2007;1.6729
2106;09-10-2007;1.6612
2107;10-10-2007;1.6613
2108;11-10-2007;1.6633
2109;12-10-2007;
2110;13-10-2007;
2111;14-10-2007;
2112;15-10-2007;1.6633
2113;16-10-2007;1.699
2114;17-10-2007;1.724
2115;18-10-2007;1.7048
2116;19-10-2007;1.7086
2117;20-10-2007;
2118;21-10-2007;
2119;22-10-2007;1.7092
2120;23-10-2007;1.7539
2121;24-10-2007;1.7193
2122;25-10-2007;1.7171
2123;26-10-2007;1.7037
2124;27-10-2007;
2125;28-10-2007;
2126;29-10-2007;
2127;30-10-2007;1.6978
2128;31-10-2007;1.7065
2129;01-11-2007;1.6913
2130;02-11-2007;1.6836
2131;03-11-2007;
2132;04-11-2007;
2133;05-11-2007;1.7007
2134;06-11-2007;1.7105
2135;07-11-2007;1.6979
2136;08-11-2007;1.7125
2137;09-11-2007;1.7238
2138;10-11-2007;
2139;11-11-2007;
2140;12-11-2007;1.7321
2141;13-11-2007;1.7556
2142;14-11-2007;1.7516
2143;15-11-2007;1.7243
2144;16-11-2007;1.7192
2145;17-11-2007;
2146;18-11-2007;
2147;19-11-2007;1.7252
2148;20-11-2007;1.7263
2149;21-11-2007;1.7521
2150;22-11-2007;1.7715
2151;23-11-2007;1.7694
2152;24-11-2007;
2153;25-11-2007;
2154;26-11-2007;1.7681
2155;27-11-2007;1.7615
2156;28-11-2007;1.7992
2157;29-11-2007;1.772
2158;30-11-2007;1.7453
2159;01-12-2007;
2160;02-12-2007;
2161;03-12-2007;1.7283
2162;04-12-2007;1.7217
2163;05-12-2007;1.7299
2164;06-12-2007;1.727
2165;07-12-2007;1.7065
2166;08-12-2007;
2167;09-12-2007;
2168;10-12-2007;1.7094
2169;11-12-2007;1.7075
2170;12-12-2007;1.7069
2171;13-12-2007;1.7131
2172;14-12-2007;1.7123
2173;15-12-2007;
2174;16-12-2007;
2175;17-12-2007;1.7034
2176;18-12-2007;1.7022
2177;19-12-2007;1.7013
2178;20-12-2007;
2179;21-12-2007;
2180;22-12-2007;
2181;23-12-2007;
2182;24-12-2007;1.7013
2183;25-12-2007;1.6974
2184;26-12-2007;1.6905
2185;27-12-2007;1.69
2186;28-12-2007;1.6964
2187;29-12-2007;
2188;30-12-2007;
2189;31-12-2007;1.709
2190;01-01-2008;
2191;02-01-2008;1.7048
2192;03-01-2008;1.7049
2193;04-01-2008;1.7157
2194;05-01-2008;
2195;06-01-2008;
2196;07-01-2008;1.7003
2197;08-01-2008;1.7106
2198;09-01-2008;1.6985
2199;10-01-2008;1.6958
2200;11-01-2008;1.6917
2201;12-01-2008;
2202;13-01-2008;
2203;14-01-2008;1.6916
2204;15-01-2008;1.7037
2205;16-01-2008;1.7007
2206;17-01-2008;1.7237
2207;18-01-2008;1.7201
2208;19-01-2008;
2209;20-01-2008;
2210;21-01-2008;1.727
2211;22-01-2008;1.743
2212;23-01-2008;1.7686
2213;24-01-2008;1.7441
2214;25-01-2008;1.7435
2215;26-01-2008;
2216;27-01-2008;
2217;28-01-2008;1.73
2218;29-01-2008;1.7444
2219;30-01-2008;1.7325
2220;31-01-2008;1.7327
2221;01-02-2008;1.7345
2222;02-02-2008;
2223;03-02-2008;
2224;04-02-2008;1.7265
2225;05-02-2008;1.7167
2226;06-02-2008;1.71
2227;07-02-2008;1.7251
2228;08-02-2008;1.7437
2229;09-02-2008;
2230;10-02-2008;
2231;11-02-2008;1.7342
2232;12-02-2008;1.7779
2233;13-02-2008;1.7627
2234;14-02-2008;1.7455
2235;15-02-2008;1.7357
2236;16-02-2008;
2237;17-02-2008;
2238;18-02-2008;1.7441
2239;19-02-2008;1.7392
2240;20-02-2008;1.7474
2241;21-02-2008;1.7651
2242;22-02-2008;1.7663
2243;23-02-2008;
2244;24-02-2008;
2245;25-02-2008;1.7778
2246;26-02-2008;1.7665
2247;27-02-2008;1.7638
