;Tarih;TP_06TR22
0;2010-1;97.22
1;2010-2;98.68
2;2010-3;98.87
3;2010-4;98.71
4;2010-5;97.61
5;2010-6;99.45
6;2010-7;100.44
7;2010-8;102.3
8;2010-9;101.94
9;2010-10;102.49
10;2010-11;101.42
11;2010-12;100.81
12;2011-1;101.15
13;2011-2;101.79
14;2011-3;101.92
15;2011-4;102.79
16;2011-5;103.69
17;2011-6;105.55
18;2011-7;106.84
19;2011-8;107.23
20;2011-9;107.79
21;2011-10;106.31
22;2011-11;105.11
23;2011-12;105.26
24;2012-1;105.76
25;2012-2;108.47
26;2012-3;109.51
27;2012-4;110.61
28;2012-5;111.99
29;2012-6;112.5
30;2012-7;114.42
31;2012-8;115.06
32;2012-9;114.89
33;2012-10;113.57
34;2012-11;113.39
35;2012-12;114.08
36;2013-1;115.67
37;2013-2;116.14
38;2013-3;116.62
39;2013-4;117.59
40;2013-5;118.31
41;2013-6;119.21
42;2013-7;121.14
43;2013-8;122.79
44;2013-9;124.84
45;2013-10;123.24
46;2013-11;122.75
47;2013-12;122.58
48;2014-1;123.19
49;2014-2;123.91
50;2014-3;124.31
51;2014-4;127.02
52;2014-5;129.52
53;2014-6;132.15
54;2014-7;135.28
55;2014-8;136.66
56;2014-9;138.05
57;2014-10;137.84
58;2014-11;140.94
59;2014-12;141.07
60;2015-1;142.12
61;2015-2;141.55
62;2015-3;145.18
63;2015-4;148.99
64;2015-5;154.92
65;2015-6;159.59
66;2015-7;170.25
67;2015-8;167.34
68;2015-9;168.86
69;2015-10;163.21
70;2015-11;163.25
71;2015-12;162.98
72;2016-1;167.11
73;2016-2;174.57
74;2016-3;176.75
75;2016-4;180.26
76;2016-5;183.1
77;2016-6;193.55
78;2016-7;197.99
79;2016-8;201.09
80;2016-9;199.26
81;2016-10;201.5
82;2016-11;203.23
83;2016-12;207.0
84;2017-1;209.47
85;2017-2;212.36
86;2017-3;218.55
87;2017-4;220.86
88;2017-5;225.59
89;2017-6;230.95
90;2017-7;232.9
91;2017-8;235.58
92;2017-9;233.65
93;2017-10;236.2
94;2017-11;239.78
95;2017-12;243.15
96;2018-1;247.55
97;2018-2;248.3
98;2018-3;251.24
99;2018-4;256.7
100;2018-5;264.2
101;2018-6;267.54
102;2018-7;269.71
103;2018-8;274.25
104;2018-9;274.61
105;2018-10;273.39
106;2018-11;268.07
107;2018-12;264.96
108;2019-1;264.54
