;Tarih;TP_FG_J095
0;2003-1;94.58
1;2003-2;94.76
2;2003-3;95.38
3;2003-4;95.56
4;2003-5;95.66
5;2003-6;95.99
6;2003-7;97.17
7;2003-8;99.15
8;2003-9;105.39
9;2003-10;107.09
10;2003-11;109.53
11;2003-12;109.75
12;2004-1;110.9
13;2004-2;111.71
14;2004-3;115.1
15;2004-4;114.88
16;2004-5;115.72
17;2004-6;114.84
18;2004-7;118.75
19;2004-8;116.03
20;2004-9;122.24
21;2004-10;123.98
22;2004-11;119.11
23;2004-12;119.41
24;2005-1;121.89
25;2005-2;120.26
26;2005-3;113.97
27;2005-4;114.46
28;2005-5;117.56
29;2005-6;119.72
30;2005-7;120.95
31;2005-8;120.29
32;2005-9;123.35
33;2005-10;127.65
34;2005-11;128.5
35;2005-12;128.51
36;2006-1;129.36
37;2006-2;131.04
38;2006-3;128.01
39;2006-4;133.28
40;2006-5;132.11
41;2006-6;131.25
42;2006-7;134.29
43;2006-8;136.07
44;2006-9;138.51
45;2006-10;142.81
46;2006-11;141.55
47;2006-12;141.53
48;2007-1;141.62
49;2007-2;142.37
50;2007-3;145.19
51;2007-4;146.54
52;2007-5;144.76
53;2007-6;146.08
54;2007-7;146.77
55;2007-8;148.59
56;2007-9;148.5
57;2007-10;148.33
58;2007-11;148.83
59;2007-12;149.36
60;2008-1;148.46
61;2008-2;149.81
62;2008-3;147.68
63;2008-4;147.06
64;2008-5;149.82
65;2008-6;151.72
66;2008-7;153.97
67;2008-8;153.68
68;2008-9;156.95
69;2008-10;155.86
70;2008-11;158.92
71;2008-12;161.16
72;2009-1;164.53
73;2009-2;167.82
74;2009-3;170.94
75;2009-4;183.89
76;2009-5;187.97
77;2009-6;186.06
78;2009-7;203.82
79;2009-8;203.41
80;2009-9;203.4
81;2009-10;204.17
82;2009-11;205.85
83;2009-12;206.97
84;2010-1;209.68
85;2010-2;206.42
86;2010-3;204.88
87;2010-4;204.68
88;2010-5;205.92
89;2010-6;209.16
90;2010-7;209.15
91;2010-8;210.14
92;2010-9;214.03
93;2010-10;210.03
94;2010-11;206.9
95;2010-12;202.8
96;2011-1;201.51
97;2011-2;204.38
98;2011-3;207.61
99;2011-4;207.87
100;2011-5;215.91
101;2011-6;213.8
102;2011-7;208.92
103;2011-8;212.54
104;2011-9;213.74
105;2011-10;219.09
106;2011-11;217.51
107;2011-12;224.8
108;2012-1;225.04
109;2012-2;223.96
110;2012-3;222.37
111;2012-4;225.01
112;2012-5;230.42
113;2012-6;232.49
114;2012-7;231.25
115;2012-8;234.77
116;2012-9;232.59
117;2012-10;232.78
118;2012-11;237.82
119;2012-12;233.27
120;2013-1;236.64
121;2013-2;232.95
122;2013-3;234.26
123;2013-4;241.18
124;2013-5;239.31
125;2013-6;244.23
126;2013-7;242.4
127;2013-8;238.64
128;2013-9;236.9
129;2013-10;248.85
130;2013-11;259.86
131;2013-12;250.64
132;2014-1;257.56
133;2014-2;256.22
134;2014-3;253.3
135;2014-4;256.55
136;2014-5;263.64
137;2014-6;267.41
138;2014-7;272.99
139;2014-8;276.0
140;2014-9;275.22
141;2014-10;276.12
142;2014-11;275.7
143;2014-12;281.56
144;2015-1;283.03
145;2015-2;287.39
146;2015-3;290.06
147;2015-4;292.61
148;2015-5;296.79
149;2015-6;297.45
150;2015-7;298.29
151;2015-8;299.97
152;2015-9;308.39
153;2015-10;314.97
154;2015-11;316.46
155;2015-12;317.03
156;2016-1;321.24
157;2016-2;328.48
158;2016-3;329.4
159;2016-4;337.36
160;2016-5;333.37
161;2016-6;338.29
162;2016-7;336.87
163;2016-8;340.0
164;2016-9;343.89
165;2016-10;345.62
166;2016-11;345.57
167;2016-12;346.26
168;2017-1;353.6
169;2017-2;361.22
170;2017-3;367.64
171;2017-4;370.93
172;2017-5;373.23
173;2017-6;380.57
174;2017-7;383.5
175;2017-8;386.37
176;2017-9;393.5
177;2017-10;396.79
178;2017-11;400.09
179;2017-12;402.4
180;2018-1;409.83
181;2018-2;414.81
182;2018-3;417.75
183;2018-4;423.61
184;2018-5;425.28
185;2018-6;426.82
186;2018-7;432.7
187;2018-8;444.63
188;2018-9;490.71
189;2018-10;509.13
190;2018-11;511.55
191;2018-12;507.35
192;2019-1;510.18
193;2019-2;514.73
194;2019-3;504.77
195;2019-4;507.28
196;2019-5;511.02
197;2019-6;513.29
198;2019-7;517.66
199;2019-8;521.85
200;2019-9;527.19
201;2019-10;536.84
202;2019-11;542.72
203;2019-12;542.01
204;2020-1;543.02
205;2020-2;544.59
206;2020-3;547.55
207;2020-4;520.34
208;2020-5;525.77
209;2020-6;555.56
210;2020-7;558.09
211;2020-8;564.66
212;2020-9;572.06
213;2020-10;573.61
214;2020-11;577.9
215;2020-12;580.94
216;2021-1;584.61
217;2021-2;587.94
218;2021-3;590.95
219;2021-4;598.53
220;2021-5;583.55
221;2021-6;610.12
222;2021-7;617.88
223;2021-8;626.28
224;2021-9;642.0
225;2021-10;646.8
226;2021-11;668.1
227;2021-12;747.19
228;2022-1;816.32
229;2022-2;854.94
230;2022-3;891.47
231;2022-4;922.24
232;2022-5;967.66
233;2022-6;1003.05
234;2022-7;1082.64
235;2022-8;1138.6
236;2022-9;1190.64
237;2022-10;1259.64
238;2022-11;1286.3
239;2022-12;1328.82
240;2023-1;1372.46
241;2023-2;1398.3
242;2023-3;1441.87
243;2023-4;1455.89
244;2023-5;1522.54
245;2023-6;1564.65
246;2023-7;1656.09
247;2023-8;1796.39
248;2023-9;1878.72
249;2023-10;1918.34
250;2023-11;1938.79
251;2023-12;1977.84
252;2024-1;2167.67
