;Tarih;TP_BEKODTUFEYENI_BT39
0;2022-1;1.6966
1;2022-2;0.0
2;2022-3;3.0667
3;2022-4;2.7375
4;2022-5;5.3571
5;2022-6;2.6267
6;2022-7;2.3724
7;2022-8;1.184
8;2022-9;6.58
9;2022-10;9.4923
10;2022-11;16.304
11;2022-12;12.1913
12;2023-1;8.2957
13;2023-2;6.8
14;2023-3;9.568
15;2023-4;3.0385
16;2023-5;3.192
17;2023-6;5.528
18;2023-7;5.6143
19;2023-8;10.3429
20;2023-9;3.4286
21;2023-10;4.3707
22;2023-11;1.8325
23;2023-12;9.8255
24;2024-1;12.3564
