;Tarih;TP_BEKODTUFEYENI_BT37
0;2022-1;0.0
1;2022-2;1.3333
2;2022-3;0.9933
3;2022-4;1.5625
4;2022-5;4.3429
5;2022-6;5.7267
6;2022-7;2.3034
7;2022-8;0.0
8;2022-9;8.2
9;2022-10;10.2462
10;2022-11;5.688
11;2022-12;6.0087
12;2023-1;2.487
13;2023-2;6.5818
14;2023-3;3.424
15;2023-4;10.9077
16;2023-5;5.36
17;2023-6;4.864
18;2023-7;3.25
19;2023-8;3.5714
20;2023-9;1.4143
21;2023-10;2.1951
22;2023-11;6.0139
23;2023-12;7.1674
24;2024-1;11.5153
