;Tarih;TP_DB_B60
0;1989-Q4;0.0
1;1990-Q1;0.0
2;1990-Q2;0.0
3;1990-Q3;0.0
4;1990-Q4;0.0
5;1991-Q1;0.0
6;1991-Q2;0.0
7;1991-Q3;0.0
8;1991-Q4;0.0
9;1992-Q1;0.0
10;1992-Q2;0.0
11;1992-Q3;0.0
12;1992-Q4;0.0
13;1993-Q1;0.0
14;1993-Q2;0.0
15;1993-Q3;0.0
16;1993-Q4;0.0
17;1994-Q1;0.0
18;1994-Q2;0.0
19;1994-Q3;0.0
20;1994-Q4;0.0
21;1995-Q1;0.0
22;1995-Q2;0.0
23;1995-Q3;0.0
24;1995-Q4;0.0
25;1996-Q1;0.0
26;1996-Q2;0.0
27;1996-Q3;0.0
28;1996-Q4;0.0
29;1997-Q1;0.0
30;1997-Q2;0.0
31;1997-Q3;0.0
32;1997-Q4;0.0
33;1998-Q1;0.0
34;1998-Q2;0.0
35;1998-Q3;0.0
36;1998-Q4;0.0
37;1999-Q1;0.0
38;1999-Q2;0.0
39;1999-Q3;0.0
40;1999-Q4;495.0
41;2000-Q1;0.0
42;2000-Q2;0.0
43;2000-Q3;0.0
44;2000-Q4;0.0
45;2001-Q1;0.0
46;2001-Q2;0.0
47;2001-Q3;0.0
48;2001-Q4;0.0
49;2002-Q1;0.0
50;2002-Q2;0.0
51;2002-Q3;0.0
52;2002-Q4;0.0
53;2003-Q1;0.0
54;2003-Q2;0.0
55;2003-Q3;0.0
56;2003-Q4;0.0
57;2004-Q1;0.0
58;2004-Q2;0.0
59;2004-Q3;0.0
60;2004-Q4;0.0
61;2005-Q1;0.0
62;2005-Q2;0.0
63;2005-Q3;0.0
64;2005-Q4;0.0
65;2006-Q1;0.0
66;2006-Q2;0.0
67;2006-Q3;0.0
68;2006-Q4;0.0
69;2007-Q1;0.0
70;2007-Q2;0.0
71;2007-Q3;0.0
72;2007-Q4;0.0
73;2008-Q1;0.0
74;2008-Q2;0.0
75;2008-Q3;0.0
76;2008-Q4;0.0
77;2009-Q1;0.0
78;2009-Q2;0.0
79;2009-Q3;1513.0
80;2009-Q4;1499.0
81;2010-Q1;1457.0
82;2010-Q2;1415.0
83;2010-Q3;1489.0
84;2010-Q4;1477.0
85;2011-Q1;1511.0
86;2011-Q2;1529.0
87;2011-Q3;1508.0
88;2011-Q4;1476.0
89;2012-Q1;1486.0
90;2012-Q2;1455.0
91;2012-Q3;1479.0
92;2012-Q4;1474.0
93;2013-Q1;1438.0
94;2013-Q2;1442.0
95;2013-Q3;1469.0
96;2013-Q4;1476.0
97;2014-Q1;1480.0
98;2014-Q2;1481.0
99;2014-Q3;1426.0
100;2014-Q4;1388.0
101;2015-Q1;1327.0
102;2015-Q2;1344.0
103;2015-Q3;1347.0
104;2015-Q4;1330.0
105;2016-Q1;1349.0
106;2016-Q2;1337.0
107;2016-Q3;1340.0
108;2016-Q4;1288.0
109;2017-Q1;1303.0
110;2017-Q2;1334.0
111;2017-Q3;1354.0
112;2017-Q4;1365.0
113;2018-Q1;1394.0
114;2018-Q2;1349.0
115;2018-Q3;1338.0
116;2018-Q4;1333.0
117;2019-Q1;1330.0
118;2019-Q2;1333.0
119;2019-Q3;1307.0
120;2019-Q4;1326.0
121;2020-Q1;1314.0
122;2020-Q2;1322.0
123;2020-Q3;1349.0
124;2020-Q4;1385.0
125;2021-Q1;1359.0
126;2021-Q2;1368.0
127;2021-Q3;7668.0
128;2021-Q4;7587.0
129;2022-Q1;7506.0
130;2022-Q2;7229.0
131;2022-Q3;6910.0
132;2022-Q4;7238.0
133;2023-Q1;7297.0
134;2023-Q2;7238.0
135;2023-Q3;7129.0
