;Tarih;TP_17TR81
0;2010-1;92.47
1;2010-2;94.14
2;2010-3;95.62
3;2010-4;97.0
4;2010-5;98.37
5;2010-6;98.86
6;2010-7;103.15
7;2010-8;102.0
8;2010-9;102.78
9;2010-10;102.74
10;2010-11;105.51
11;2010-12;107.3
12;2011-1;106.59
13;2011-2;106.53
14;2011-3;107.02
15;2011-4;107.74
16;2011-5;112.78
17;2011-6;116.23
18;2011-7;117.09
19;2011-8;117.3
20;2011-9;116.61
21;2011-10;118.67
22;2011-11;117.72
23;2011-12;118.5
24;2012-1;119.99
25;2012-2;124.85
26;2012-3;125.63
27;2012-4;125.19
28;2012-5;128.31
29;2012-6;129.51
30;2012-7;131.21
31;2012-8;130.99
32;2012-9;128.58
33;2012-10;129.37
34;2012-11;127.6
35;2012-12;129.55
36;2013-1;129.94
37;2013-2;130.63
38;2013-3;133.15
39;2013-4;132.82
40;2013-5;133.91
41;2013-6;134.2
42;2013-7;138.63
43;2013-8;141.02
44;2013-9;142.56
45;2013-10;138.69
46;2013-11;137.86
47;2013-12;137.61
48;2014-1;135.43
49;2014-2;136.37
50;2014-3;136.85
51;2014-4;140.8
52;2014-5;140.55
53;2014-6;141.63
54;2014-7;144.64
55;2014-8;147.39
56;2014-9;148.66
57;2014-10;147.74
58;2014-11;148.32
59;2014-12;150.33
60;2015-1;152.41
61;2015-2;155.63
62;2015-3;155.57
63;2015-4;154.5
64;2015-5;155.26
65;2015-6;156.49
66;2015-7;158.67
67;2015-8;161.88
68;2015-9;163.17
69;2015-10;166.45
70;2015-11;169.14
71;2015-12;170.0
72;2016-1;171.41
73;2016-2;169.1
74;2016-3;169.63
75;2016-4;169.8
76;2016-5;170.11
77;2016-6;175.29
78;2016-7;177.19
79;2016-8;176.47
80;2016-9;178.95
81;2016-10;178.7
82;2016-11;181.22
83;2016-12;179.78
84;2017-1;182.04
85;2017-2;185.15
86;2017-3;189.99
87;2017-4;191.85
88;2017-5;190.17
89;2017-6;192.63
90;2017-7;198.43
91;2017-8;197.1
92;2017-9;201.61
93;2017-10;201.8
94;2017-11;209.06
95;2017-12;208.35
96;2018-1;209.72
97;2018-2;211.75
98;2018-3;213.44
99;2018-4;217.91
100;2018-5;219.18
101;2018-6;222.03
102;2018-7;223.33
103;2018-8;229.58
104;2018-9;225.05
105;2018-10;222.49
106;2018-11;217.06
107;2018-12;224.14
108;2019-1;222.73
