;Tarih;TP_DB_B62
0;1989-Q4;3040.0
1;1990-Q1;3032.0
2;1990-Q2;3483.0
3;1990-Q3;3665.0
4;1990-Q4;3837.0
5;1991-Q1;3635.0
6;1991-Q2;3625.0
7;1991-Q3;3755.0
8;1991-Q4;4338.0
9;1992-Q1;4364.0
10;1992-Q2;4688.0
11;1992-Q3;4874.0
12;1992-Q4;4401.0
13;1993-Q1;4381.0
14;1993-Q2;4539.0
15;1993-Q3;4638.0
16;1993-Q4;4406.0
17;1994-Q1;4438.0
18;1994-Q2;4575.0
19;1994-Q3;4580.0
20;1994-Q4;4569.0
21;1995-Q1;4820.0
22;1995-Q2;4866.0
23;1995-Q3;4671.0
24;1995-Q4;4617.0
25;1996-Q1;4430.0
26;1996-Q2;4175.0
27;1996-Q3;4114.0
28;1996-Q4;4160.0
29;1997-Q1;3921.0
30;1997-Q2;3870.0
31;1997-Q3;3861.0
32;1997-Q4;4066.0
33;1998-Q1;3905.0
34;1998-Q2;4032.0
35;1998-Q3;4307.0
36;1998-Q4;4470.0
37;1999-Q1;4196.0
38;1999-Q2;4023.0
39;1999-Q3;4174.0
40;1999-Q4;4161.0
41;2000-Q1;4038.0
42;2000-Q2;3744.0
43;2000-Q3;3764.0
44;2000-Q4;3744.0
45;2001-Q1;3644.0
46;2001-Q2;3684.0
47;2001-Q3;3918.0
48;2001-Q4;3333.0
49;2002-Q1;3497.0
50;2002-Q2;3525.0
51;2002-Q3;3343.0
52;2002-Q4;3653.0
53;2003-Q1;3725.0
54;2003-Q2;3881.0
55;2003-Q3;3970.0
56;2003-Q4;4321.0
57;2004-Q1;4364.0
58;2004-Q2;4441.0
59;2004-Q3;4564.0
60;2004-Q4;5069.0
61;2005-Q1;4856.0
62;2005-Q2;4963.0
63;2005-Q3;5065.0
64;2005-Q4;4919.0
65;2006-Q1;5010.0
66;2006-Q2;5063.0
67;2006-Q3;5328.0
68;2006-Q4;5524.0
69;2007-Q1;5940.0
70;2007-Q2;6256.0
71;2007-Q3;6801.0
72;2007-Q4;8290.0
73;2008-Q1;8902.0
74;2008-Q2;9211.0
75;2008-Q3;9707.0
76;2008-Q4;10138.0
77;2009-Q1;9810.0
78;2009-Q2;10731.0
79;2009-Q3;11319.0
80;2009-Q4;12058.0
81;2010-Q1;11691.0
82;2010-Q2;11835.0
83;2010-Q3;13655.0
84;2010-Q4;14485.0
85;2011-Q1;16071.0
86;2011-Q2;17100.0
87;2011-Q3;17205.0
88;2011-Q4;18155.0
89;2012-Q1;19006.0
90;2012-Q2;18287.0
91;2012-Q3;19681.0
92;2012-Q4;20958.0
93;2013-Q1;20954.0
94;2013-Q2;21557.0
95;2013-Q3;22624.0
96;2013-Q4;23929.0
97;2014-Q1;23955.0
98;2014-Q2;24029.0
99;2014-Q3;23679.0
100;2014-Q4;24111.0
101;2015-Q1;22753.0
102;2015-Q2;23588.0
103;2015-Q3;24277.0
104;2015-Q4;24586.0
105;2016-Q1;25558.0
106;2016-Q2;25921.0
107;2016-Q3;27108.0
108;2016-Q4;25930.0
109;2017-Q1;27003.0
110;2017-Q2;28371.0
111;2017-Q3;28796.0
112;2017-Q4;28600.0
113;2018-Q1;29029.0
114;2018-Q2;27666.0
115;2018-Q3;27549.0
116;2018-Q4;27195.0
117;2019-Q1;26602.0
118;2019-Q2;26261.0
119;2019-Q3;24938.0
120;2019-Q4;25155.0
121;2020-Q1;24577.0
122;2020-Q2;24709.0
123;2020-Q3;24960.0
124;2020-Q4;25593.0
125;2021-Q1;24768.0
126;2021-Q2;24144.0
127;2021-Q3;24190.0
128;2021-Q4;23517.0
129;2022-Q1;23180.0
130;2022-Q2;21740.0
131;2022-Q3;20508.0
132;2022-Q4;22311.0
133;2023-Q1;22283.0
134;2023-Q2;21645.0
135;2023-Q3;21775.0
