;Tarih;TP_BEKODTUFE_BT61
0;2017-11;0.47
1;2017-12;0.38
2;2018-1;0.0
3;2018-2;0.0
4;2018-3;0.0
5;2018-4;0.0
6;2018-5;0.0
7;2018-6;0.15
8;2018-7;1.54
9;2018-8;0.49
10;2018-9;1.36
11;2018-10;8.49
12;2018-11;9.72
13;2018-12;8.2
14;2019-1;6.36
15;2019-2;9.79
16;2019-3;4.61
17;2019-4;5.94
18;2019-5;6.05
19;2019-6;4.48
20;2019-7;2.94
21;2019-8;2.56
22;2019-9;1.48
23;2019-10;0.27
24;2019-11;0.43
25;2019-12;0.79
26;2020-1;0.97
27;2020-2;0.81
28;2020-3;0.0
29;2020-4;0.0
30;2020-5;0.0
31;2020-6;0.0
32;2020-7;0.0
33;2020-8;0.57
34;2020-9;0.83
35;2020-10;1.1393
36;2020-11;2.0413
37;2020-12;0.2941
38;2021-1;0.0
39;2021-2;0.0
40;2021-3;0.0
41;2021-4;0.8
42;2021-5;0.5939
43;2021-6;0.9806
44;2021-7;1.8
45;2021-8;1.5586
46;2021-9;1.9375
47;2021-10;4.6967
48;2021-11;7.312
49;2021-12;1.5333
50;2022-1;5.5851
51;2022-2;5.5862
52;2022-3;3.4482
53;2022-4;4.3354
54;2022-5;3.6923
55;2022-6;1.2888
56;2022-7;0.1714
57;2022-8;0.0
58;2022-9;1.14
59;2022-10;2.9636
60;2022-11;0.0
61;2022-12;0.0
62;2023-1;0.0
63;2023-2;0.0
64;2023-3;1.85
65;2023-4;0.9273
66;2023-5;3.287
67;2023-6;2.2286
68;2023-7;1.55
69;2023-8;0.0
70;2023-9;1.92
71;2023-10;0.0
72;2023-11;0.0
