;Tarih;TP_BEKODTUFEYENI_BT85
0;2022-1;1.6296
1;2022-2;0.0
2;2022-3;5.0551
3;2022-4;4.529
4;2022-5;2.7231
5;2022-6;7.0519
6;2022-7;12.6857
7;2022-8;9.1652
8;2022-9;5.4
9;2022-10;4.2
10;2022-11;2.419
11;2022-12;0.0
12;2023-1;1.02
13;2023-2;2.2316
14;2023-3;2.95
15;2023-4;5.9455
16;2023-5;3.087
17;2023-6;0.9524
18;2023-7;5.6667
19;2023-8;4.792
20;2023-9;9.392
21;2023-10;8.06
22;2023-11;4.46
23;2023-12;9.72
24;2024-1;10.9472
