;Tarih;TP_DB_B03
0;1989-Q4;0.0
1;1990-Q1;0.0
2;1990-Q2;0.0
3;1990-Q3;0.0
4;1990-Q4;0.0
5;1991-Q1;0.0
6;1991-Q2;0.0
7;1991-Q3;0.0
8;1991-Q4;281.0
9;1992-Q1;323.0
10;1992-Q2;308.0
11;1992-Q3;429.0
12;1992-Q4;400.0
13;1993-Q1;403.0
14;1993-Q2;392.0
15;1993-Q3;157.0
16;1993-Q4;65.0
17;1994-Q1;9.0
18;1994-Q2;10.0
19;1994-Q3;78.0
20;1994-Q4;36.0
21;1995-Q1;5.0
22;1995-Q2;0.0
23;1995-Q3;250.0
24;1995-Q4;250.0
25;1996-Q1;250.0
26;1996-Q2;250.0
27;1996-Q3;0.0
28;1996-Q4;0.0
29;1997-Q1;0.0
30;1997-Q2;30.0
31;1997-Q3;204.0
32;1997-Q4;204.0
33;1998-Q1;191.0
34;1998-Q2;161.0
35;1998-Q3;150.0
36;1998-Q4;1602.0
37;1999-Q1;1538.0
38;1999-Q2;1589.0
39;1999-Q3;1421.0
40;1999-Q4;1580.0
41;2000-Q1;1395.0
42;2000-Q2;1504.0
43;2000-Q3;1383.0
44;2000-Q4;2460.0
45;2001-Q1;2561.0
46;2001-Q2;1139.0
47;2001-Q3;1322.0
48;2001-Q4;1018.0
49;2002-Q1;1037.0
50;2002-Q2;1024.0
51;2002-Q3;839.0
52;2002-Q4;915.0
53;2003-Q1;1098.0
54;2003-Q2;1093.0
55;2003-Q3;1240.0
56;2003-Q4;1341.0
57;2004-Q1;1370.0
58;2004-Q2;1347.0
59;2004-Q3;1368.0
60;2004-Q4;1840.0
61;2005-Q1;1975.0
62;2005-Q2;1728.0
63;2005-Q3;2043.0
64;2005-Q4;2133.0
65;2006-Q1;1726.0
66;2006-Q2;1157.0
67;2006-Q3;1420.0
68;2006-Q4;1750.0
69;2007-Q1;1948.0
70;2007-Q2;1698.0
71;2007-Q3;1718.0
72;2007-Q4;2163.0
73;2008-Q1;2336.0
74;2008-Q2;1729.0
75;2008-Q3;3139.0
76;2008-Q4;3248.0
77;2009-Q1;2732.0
78;2009-Q2;2910.0
79;2009-Q3;3397.0
80;2009-Q4;3598.0
81;2010-Q1;4697.0
82;2010-Q2;5605.0
83;2010-Q3;7002.0
84;2010-Q4;4290.0
85;2011-Q1;4977.0
86;2011-Q2;5798.0
87;2011-Q3;7613.0
88;2011-Q4;8564.0
89;2012-Q1;12352.0
90;2012-Q2;14459.0
91;2012-Q3;11873.0
92;2012-Q4;13324.0
93;2013-Q1;14221.0
94;2013-Q2;17091.0
95;2013-Q3;18598.0
96;2013-Q4;19757.0
97;2014-Q1;20133.0
98;2014-Q2;20529.0
99;2014-Q3;21534.0
100;2014-Q4;20474.0
101;2015-Q1;20557.0
102;2015-Q2;19402.0
103;2015-Q3;17774.0
104;2015-Q4;16997.0
105;2016-Q1;20157.0
106;2016-Q2;19108.0
107;2016-Q3;19623.0
108;2016-Q4;17081.0
109;2017-Q1;18141.0
110;2017-Q2;18980.0
111;2017-Q3;19450.0
112;2017-Q4;19426.0
113;2018-Q1;21022.0
114;2018-Q2;21209.0
115;2018-Q3;17989.0
116;2018-Q4;20828.0
117;2019-Q1;23417.0
118;2019-Q2;22903.0
119;2019-Q3;22168.0
120;2019-Q4;23444.0
121;2020-Q1;24590.0
122;2020-Q2;24831.0
123;2020-Q3;24787.0
124;2020-Q4;24892.0
125;2021-Q1;26372.0
126;2021-Q2;26109.0
127;2021-Q3;27301.0
128;2021-Q4;22219.0
129;2022-Q1;24848.0
130;2022-Q2;24846.0
131;2022-Q3;26038.0
132;2022-Q4;28895.0
133;2023-Q1;33341.0
134;2023-Q2;31083.0
135;2023-Q3;31829.0
