;Tarih;TP_FG_J044
0;2003-1;92.9
1;2003-2;94.24
2;2003-3;96.07
3;2003-4;97.7
4;2003-5;98.94
5;2003-6;99.85
6;2003-7;102.37
7;2003-8;102.62
8;2003-9;102.76
9;2003-10;103.59
10;2003-11;104.11
11;2003-12;104.85
12;2004-1;103.56
13;2004-2;104.42
14;2004-3;105.2
15;2004-4;105.32
16;2004-5;105.82
17;2004-6;106.24
18;2004-7;107.17
19;2004-8;107.66
20;2004-9;108.98
21;2004-10;109.87
22;2004-11;111.44
23;2004-12;112.59
24;2005-1;111.0
25;2005-2;110.82
26;2005-3;111.06
27;2005-4;105.29
28;2005-5;103.16
29;2005-6;103.53
30;2005-7;102.27
31;2005-8;103.21
32;2005-9;103.71
33;2005-10;103.94
34;2005-11;104.07
35;2005-12;104.24
36;2006-1;107.78
37;2006-2;110.37
38;2006-3;110.57
39;2006-4;110.74
40;2006-5;110.26
41;2006-6;111.37
42;2006-7;112.96
43;2006-8;113.48
44;2006-9;113.47
45;2006-10;114.8
46;2006-11;115.15
47;2006-12;115.29
48;2007-1;120.25
49;2007-2;121.06
50;2007-3;121.41
51;2007-4;121.89
52;2007-5;123.02
53;2007-6;123.68
54;2007-7;123.98
55;2007-8;124.06
56;2007-9;125.03
57;2007-10;125.29
58;2007-11;142.88
59;2007-12;143.12
60;2008-1;147.1
61;2008-2;147.4
62;2008-3;148.14
63;2008-4;149.27
64;2008-5;150.75
65;2008-6;151.13
66;2008-7;151.39
67;2008-8;154.62
68;2008-9;146.85
69;2008-10;148.2
70;2008-11;149.05
71;2008-12;149.16
72;2009-1;159.16
73;2009-2;159.01
74;2009-3;159.2
75;2009-4;159.33
76;2009-5;159.99
77;2009-6;162.91
78;2009-7;163.07
79;2009-8;167.63
80;2009-9;170.58
81;2009-10;170.64
82;2009-11;170.79
83;2009-12;170.91
84;2010-1;176.52
85;2010-2;176.43
86;2010-3;178.19
87;2010-4;178.19
88;2010-5;180.24
89;2010-6;183.3
90;2010-7;183.44
91;2010-8;183.21
92;2010-9;183.12
93;2010-10;183.37
94;2010-11;184.85
95;2010-12;187.91
96;2011-1;192.65
97;2011-2;188.78
98;2011-3;189.53
99;2011-4;190.1
100;2011-5;190.91
101;2011-6;192.91
102;2011-7;192.17
103;2011-8;192.14
104;2011-9;193.04
105;2011-10;194.04
106;2011-11;197.02
107;2011-12;198.6
108;2012-1;206.08
109;2012-2;206.66
110;2012-3;207.2
111;2012-4;208.1
112;2012-5;209.2
113;2012-6;213.91
114;2012-7;204.35
115;2012-8;204.32
116;2012-9;204.26
117;2012-10;205.34
118;2012-11;207.41
119;2012-12;207.98
120;2013-1;216.98
121;2013-2;218.74
122;2013-3;219.67
123;2013-4;220.62
124;2013-5;221.05
125;2013-6;222.08
126;2013-7;223.1
127;2013-8;223.84
128;2013-9;223.87
129;2013-10;224.82
130;2013-11;226.74
131;2013-12;227.13
132;2014-1;228.87
133;2014-2;231.45
134;2014-3;232.24
135;2014-4;233.79
136;2014-5;238.27
137;2014-6;239.08
138;2014-7;243.07
139;2014-8;244.81
140;2014-9;245.19
141;2014-10;248.81
142;2014-11;251.87
143;2014-12;251.27
144;2015-1;268.81
145;2015-2;271.88
146;2015-3;273.34
147;2015-4;275.45
148;2015-5;278.51
149;2015-6;280.02
150;2015-7;279.91
151;2015-8;280.81
152;2015-9;282.02
153;2015-10;283.98
154;2015-11;285.83
155;2015-12;288.43
156;2016-1;293.32
157;2016-2;296.39
158;2016-3;296.72
159;2016-4;297.71
160;2016-5;298.97
161;2016-6;301.67
162;2016-7;302.37
163;2016-8;305.36
164;2016-9;305.55
165;2016-10;305.77
166;2016-11;308.18
167;2016-12;309.75
168;2017-1;323.34
169;2017-2;328.55
170;2017-3;330.61
171;2017-4;332.45
172;2017-5;334.84
173;2017-6;335.75
174;2017-7;337.06
175;2017-8;337.77
176;2017-9;338.9
177;2017-10;340.22
178;2017-11;343.81
179;2017-12;344.48
180;2018-1;349.16
181;2018-2;351.22
182;2018-3;353.77
183;2018-4;358.12
184;2018-5;362.1
185;2018-6;366.33
186;2018-7;371.72
187;2018-8;375.77
188;2018-9;378.01
189;2018-10;383.8
190;2018-11;386.49
191;2018-12;384.72
192;2019-1;365.41
193;2019-2;358.65
194;2019-3;358.12
195;2019-4;359.51
196;2019-5;354.02
197;2019-6;346.65
198;2019-7;344.48
199;2019-8;347.02
200;2019-9;348.49
201;2019-10;351.11
202;2019-11;351.13
203;2019-12;350.19
204;2020-1;371.08
205;2020-2;375.11
206;2020-3;374.64
207;2020-4;368.52
208;2020-5;366.55
209;2020-6;372.95
210;2020-7;382.14
211;2020-8;392.4
212;2020-9;396.72
213;2020-10;397.63
214;2020-11;398.9
215;2020-12;401.69
216;2021-1;430.42
217;2021-2;432.95
218;2021-3;433.88
219;2021-4;435.26
220;2021-5;436.71
221;2021-6;438.31
222;2021-7;441.97
223;2021-8;445.45
224;2021-9;468.55
225;2021-10;470.66
226;2021-11;474.74
227;2021-12;482.14
228;2022-1;539.39
229;2022-2;555.02
230;2022-3;572.69
231;2022-4;654.16
232;2022-5;696.54
233;2022-6;720.17
234;2022-7;753.99
235;2022-8;774.74
236;2022-9;828.62
237;2022-10;888.01
238;2022-11;917.6
239;2022-12;1013.2
240;2023-1;1116.84
241;2023-2;1122.07
242;2023-3;1144.21
243;2023-4;1164.1
244;2023-5;1172.02
245;2023-6;1184.88
246;2023-7;1256.32
247;2023-8;1349.65
248;2023-9;1409.25
249;2023-10;1520.89
250;2023-11;1565.01
251;2023-12;1621.74
252;2024-1;1701.12
