;Tarih;TP_TUFE1YI_T62
0;1994-1;0.6890619909
1;1994-2;0.7953534682
2;1994-3;0.9040884278
3;1994-4;1.0409234331
4;1994-5;1.204636743
5;1994-6;1.3329195605
6;1994-7;1.3707935352
7;1994-8;1.3915631342
8;1994-9;1.409889251
9;1994-10;1.4196631799
10;1994-11;1.533285104
11;1994-12;1.5687155964
12;1995-1;1.7299854241
13;1995-2;1.8436073481
14;1995-3;1.9584510133
15;1995-4;2.058633785
16;1995-5;2.1942470492
17;1995-6;2.2919863387
18;1995-7;2.3591821002
19;1995-8;2.4068300038
20;1995-9;2.4471474608
21;1995-10;2.531447598
22;1995-11;2.7342566237
23;1995-12;2.8271089487
24;1996-1;2.922404756
25;1996-2;3.2266182945
26;1996-3;3.3817794166
27;1996-4;3.6395667926
28;1996-5;3.7910626914
29;1996-6;4.0085326105
30;1996-7;4.1942372606
31;1996-8;4.3848288751
32;1996-9;4.5082247281
33;1996-10;4.6646075913
34;1996-11;4.8796340282
35;1996-12;5.1325344397
36;1997-1;5.4281957905
37;1997-2;5.7544006692
38;1997-3;6.1087055936
39;1997-4;6.400701721
40;1997-5;6.8368633004
41;1997-6;7.224155235
42;1997-7;7.5882340884
43;1997-8;8.0708218303
44;1997-9;8.4935442574
45;1997-10;9.0518799486
46;1997-11;9.5454633606
47;1997-12;10.0928033818
48;1998-1;10.6132650984
49;1998-2;11.2522357035
50;1998-3;11.3878489676
51;1998-4;12.1465502024
52;1998-5;12.4984116446
53;1998-6;12.801403442
54;1998-7;13.0262038079
55;1998-8;13.2619998438
56;1998-9;13.5503307478
57;1998-10;14.169753495
58;1998-11;14.8710328971
59;1998-12;15.4574686341
60;1999-1;16.1037696859
61;1999-2;16.6340053315
62;1999-3;17.2619802665
63;1999-4;18.1123120851
64;1999-5;18.9186612235
65;1999-6;19.8239713925
66;1999-7;20.663307541
67;1999-8;21.2778433238
68;1999-9;22.0903011677
69;1999-10;23.0750245094
70;1999-11;24.3187569683
71;1999-12;25.4598631732
72;2000-1;27.9192280452
73;2000-2;31.127520223
74;2000-3;31.8239126606
75;2000-4;32.0731478489
76;2000-5;33.2093670893
77;2000-6;39.3144074596
78;2000-7;39.5954079169
79;2000-8;40.0144651206
80;2000-9;40.3040177657
81;2000-10;40.7120792994
82;2000-11;41.2606410617
83;2000-12;41.418245666
84;2001-1;41.9985726974
85;2001-2;41.818976753
86;2001-3;45.4768696624
87;2001-4;50.9747046967
88;2001-5;56.5983790662
89;2001-6;56.9795622953
90;2001-7;62.9746459649
91;2001-8;65.1603408263
92;2001-9;68.0424281254
93;2001-10;72.9965883618
94;2001-11;78.9794546203
95;2001-12;79.7906907231
96;2002-1;80.2561740893
97;2002-2;80.1278912719
98;2002-3;79.6514122356
99;2002-4;80.5054092776
