;Tarih;YEARWEEK;TP_BS02_CARI
0;30-12-2011;2011-52;17994.0
1;06-01-2012;2012-1;17609.5
2;13-01-2012;2012-2;17599.1
3;20-01-2012;2012-3;17694.8
4;27-01-2012;2012-4;17558.1
5;03-02-2012;2012-5;17989.7
6;10-02-2012;2012-6;18127.9
7;17-02-2012;2012-7;18702.8
8;24-02-2012;2012-8;19235.0
9;02-03-2012;2012-9;19197.7
10;09-03-2012;2012-10;19235.1
11;16-03-2012;2012-11;19203.0
12;23-03-2012;2012-12;19016.0
13;30-03-2012;2012-13;19502.0
14;06-04-2012;2012-14;19228.9
15;13-04-2012;2012-15;19456.0
16;20-04-2012;2012-16;19715.4
17;27-04-2012;2012-17;20063.8
18;04-05-2012;2012-18;19964.2
19;11-05-2012;2012-19;19608.5
20;18-05-2012;2012-20;19732.1
21;25-05-2012;2012-21;19910.0
22;01-06-2012;2012-22;19868.3
23;08-06-2012;2012-23;20040.0
24;15-06-2012;2012-24;20368.1
25;22-06-2012;2012-25;20739.6
26;29-06-2012;2012-26;20816.9
27;06-07-2012;2012-27;20023.4
28;13-07-2012;2012-28;19967.2
29;20-07-2012;2012-29;20441.7
30;27-07-2012;2012-30;19237.0
31;03-08-2012;2012-31;18926.8
32;10-08-2012;2012-32;19469.0
33;17-08-2012;2012-33;20279.1
34;24-08-2012;2012-34;19634.2
35;31-08-2012;2012-35;19841.7
36;07-09-2012;2012-36;19453.4
37;14-09-2012;2012-37;19383.6
38;21-09-2012;2012-38;19420.9
39;28-09-2012;2012-39;20133.3
40;05-10-2012;2012-40;19958.7
41;12-10-2012;2012-41;19383.9
42;19-10-2012;2012-42;19044.8
43;26-10-2012;2012-43;18768.2
44;02-11-2012;2012-44;19037.4
45;09-11-2012;2012-45;19249.2
46;16-11-2012;2012-46;19212.5
47;23-11-2012;2012-47;19471.2
48;30-11-2012;2012-48;19862.7
49;07-12-2012;2012-49;19848.4
50;14-12-2012;2012-50;20741.3
51;21-12-2012;2012-51;20387.4
52;28-12-2012;2012-52;19745.2
53;04-01-2013;2013-1;19854.9
54;11-01-2013;2013-2;20011.0
55;18-01-2013;2013-3;19599.2
56;25-01-2013;2013-4;19778.2
57;01-02-2013;2013-5;19625.47
58;08-02-2013;2013-6;19571.85
59;15-02-2013;2013-7;19521.83
60;22-02-2013;2013-8;19436.93
61;01-03-2013;2013-9;19615.95
62;08-03-2013;2013-10;19502.86
63;15-03-2013;2013-11;19246.98
64;22-03-2013;2013-12;19232.68
65;29-03-2013;2013-13;19585.4
66;05-04-2013;2013-14;19889.5
67;12-04-2013;2013-15;19959.87
68;19-04-2013;2013-16;20175.1
69;26-04-2013;2013-17;20156.11
70;03-05-2013;2013-18;20311.4
71;10-05-2013;2013-19;20060.58
72;17-05-2013;2013-20;19735.5
73;24-05-2013;2013-21;19709.9
74;31-05-2013;2013-22;19568.7
75;07-06-2013;2013-23;18616.9
76;14-06-2013;2013-24;18787.2
77;21-06-2013;2013-25;17753.3
78;28-06-2013;2013-26;18114.2
79;05-07-2013;2013-27;18053.2
80;12-07-2013;2013-28;17395.3
81;19-07-2013;2013-29;18115.3
82;26-07-2013;2013-30;17936.3
83;02-08-2013;2013-31;17649.8
84;09-08-2013;2013-32;17529.9
85;16-08-2013;2013-33;17402.4
86;23-08-2013;2013-34;17167.5
87;30-08-2013;2013-35;16966.0
88;06-09-2013;2013-36;16969.5
89;13-09-2013;2013-37;17483.0
90;20-09-2013;2013-38;18224.1
91;27-09-2013;2013-39;17753.6
92;04-10-2013;2013-40;17461.4
93;11-10-2013;2013-41;17918.3
94;18-10-2013;2013-42;17925.2
95;25-10-2013;2013-43;18129.0
96;01-11-2013;2013-44;18050.6
97;08-11-2013;2013-45;17902.2
98;15-11-2013;2013-46;18415.4
99;22-11-2013;2013-47;18219.8
100;29-11-2013;2013-48;18088.0
101;06-12-2013;2013-49;17868.3
102;13-12-2013;2013-50;18106.01
103;20-12-2013;2013-51;18016.7
104;27-12-2013;2013-52;17877.9
105;03-01-2014;2014-1;17594.5
106;10-01-2014;2014-2;16806.1
107;17-01-2014;2014-3;17114.9
108;24-01-2014;2014-4;17103.8
109;31-01-2014;2014-5;16972.4
110;07-02-2014;2014-6;17354.4
111;14-02-2014;2014-7;16856.3
112;21-02-2014;2014-8;17694.5
113;28-02-2014;2014-9;17802.2
114;07-03-2014;2014-10;17977.1
115;14-03-2014;2014-11;17981.6
116;21-03-2014;2014-12;17820.5
117;28-03-2014;2014-13;17643.4
118;04-04-2014;2014-14;17908.6
119;11-04-2014;2014-15;18730.3
120;18-04-2014;2014-16;18651.3
121;25-04-2014;2014-17;18776.5
122;02-05-2014;2014-18;18993.2
123;09-05-2014;2014-19;19422.0
124;16-05-2014;2014-20;19436.4
125;23-05-2014;2014-21;19351.3
126;30-05-2014;2014-22;19732.1
127;06-06-2014;2014-23;19552.5
128;13-06-2014;2014-24;19572.94
129;20-06-2014;2014-25;19586.2
130;27-06-2014;2014-26;19572.1
131;04-07-2014;2014-27;19253.6
132;11-07-2014;2014-28;19396.8
133;18-07-2014;2014-29;19359.5
134;25-07-2014;2014-30;19609.0
135;01-08-2014;2014-31;19280.8
136;08-08-2014;2014-32;19252.0
137;15-08-2014;2014-33;19577.4
138;22-08-2014;2014-34;19447.6
139;29-08-2014;2014-35;19668.7
140;05-09-2014;2014-36;19656.0
141;12-09-2014;2014-37;19434.9
142;19-09-2014;2014-38;19243.1
143;26-09-2014;2014-39;19120.5
144;03-10-2014;2014-40;18950.3
145;10-10-2014;2014-41;19207.5
146;17-10-2014;2014-42;19402.7
147;24-10-2014;2014-43;19484.2
148;31-10-2014;2014-44;19610.3
149;07-11-2014;2014-45;19694.7
150;14-11-2014;2014-46;19824.0
151;21-11-2014;2014-47;19944.8
152;28-11-2014;2014-48;19966.8
153;05-12-2014;2014-49;19956.1
154;12-12-2014;2014-50;19599.4
155;19-12-2014;2014-51;19390.5
156;26-12-2014;2014-52;19433.3
157;02-01-2015;2015-1;19369.6
158;09-01-2015;2015-2;19258.3
159;16-01-2015;2015-3;20136.4
160;23-01-2015;2015-4;19890.5
161;30-01-2015;2015-5;20213.1
162;06-02-2015;2015-6;19821.0
163;13-02-2015;2015-7;19650.5
164;20-02-2015;2015-8;19928.0
165;27-02-2015;2015-9;20064.2
166;06-03-2015;2015-10;19725.8
167;13-03-2015;2015-11;19876.3
168;20-03-2015;2015-12;18007.9
169;27-03-2015;2015-13;18385.9
170;03-04-2015;2015-14;18351.6
171;10-04-2015;2015-15;18156.2
172;17-04-2015;2015-16;18319.0
173;24-04-2015;2015-17;18502.1
174;01-05-2015;2015-18;18386.3
175;08-05-2015;2015-19;18373.3
176;15-05-2015;2015-20;18639.8
177;22-05-2015;2015-21;18999.3
178;29-05-2015;2015-22;18873.1
179;05-06-2015;2015-23;18750.6
180;12-06-2015;2015-24;18711.8
181;19-06-2015;2015-25;18971.2
182;26-06-2015;2015-26;19343.7
183;03-07-2015;2015-27;18944.5
184;10-07-2015;2015-28;19134.9
185;17-07-2015;2015-29;19151.4
186;24-07-2015;2015-30;19179.9
187;31-07-2015;2015-31;18993.3
188;07-08-2015;2015-32;19005.7
189;14-08-2015;2015-33;19428.8
190;21-08-2015;2015-34;18611.5
191;28-08-2015;2015-35;19259.1
192;04-09-2015;2015-36;19302.8
193;11-09-2015;2015-37;19320.5
194;18-09-2015;2015-38;20164.1
195;25-09-2015;2015-39;20156.8
196;02-10-2015;2015-40;20310.4
197;09-10-2015;2015-41;20697.5
198;16-10-2015;2015-42;20965.0
199;23-10-2015;2015-43;21020.5
200;30-10-2015;2015-44;21179.4
201;06-11-2015;2015-45;21143.1
202;13-11-2015;2015-46;20920.4
203;20-11-2015;2015-47;21444.4
204;27-11-2015;2015-48;21456.9
205;04-12-2015;2015-49;21059.0
206;11-12-2015;2015-50;21018.6
207;18-12-2015;2015-51;22344.5
208;25-12-2015;2015-52;22488.8
209;01-01-2016;2016-1;22347.9
210;08-01-2016;2016-2;21935.9
211;15-01-2016;2016-3;22146.9
212;22-01-2016;2016-4;22354.8
213;29-01-2016;2016-5;22764.7
214;05-02-2016;2016-6;22930.2
215;12-02-2016;2016-7;23047.4
216;19-02-2016;2016-8;22885.1
217;26-02-2016;2016-9;23032.1
218;04-03-2016;2016-10;22530.8
219;11-03-2016;2016-11;23142.1
220;18-03-2016;2016-12;23470.1
221;25-03-2016;2016-13;23351.3
222;01-04-2016;2016-14;23673.9
223;08-04-2016;2016-15;23500.4
224;15-04-2016;2016-16;23390.6
225;22-04-2016;2016-17;23499.4
226;29-04-2016;2016-18;23312.0
227;06-05-2016;2016-19;22988.6
228;13-05-2016;2016-20;23136.3
229;20-05-2016;2016-21;23247.1
230;27-05-2016;2016-22;23278.7
231;03-06-2016;2016-23;23416.3
232;10-06-2016;2016-24;23979.9
233;17-06-2016;2016-25;23884.7
234;24-06-2016;2016-26;24140.3
235;01-07-2016;2016-27;23470.2
236;08-07-2016;2016-28;24517.1
237;15-07-2016;2016-29;24170.0
238;22-07-2016;2016-30;22819.9
239;29-07-2016;2016-31;22980.4
240;05-08-2016;2016-32;23090.9
241;12-08-2016;2016-33;23300.6
242;19-08-2016;2016-34;23168.8
243;26-08-2016;2016-35;23119.4
244;02-09-2016;2016-36;23064.9
245;09-09-2016;2016-37;23249.3
246;16-09-2016;2016-38;22470.8
247;23-09-2016;2016-39;23323.7
248;30-09-2016;2016-40;22233.8
249;07-10-2016;2016-41;22130.3
250;14-10-2016;2016-42;21825.5
251;21-10-2016;2016-43;22325.2
252;28-10-2016;2016-44;22030.0
253;04-11-2016;2016-45;22030.5
