;Tarih;TP_DB_B15
0;1989-Q4;4946.0
1;1990-Q1;5854.0
2;1990-Q2;6559.0
3;1990-Q3;8154.0
4;1990-Q4;8645.0
5;1991-Q1;8577.0
6;1991-Q2;8307.0
7;1991-Q3;8087.0
8;1991-Q4;8279.0
9;1992-Q1;7972.0
10;1992-Q2;9325.0
11;1992-Q3;10663.0
12;1992-Q4;11688.0
13;1993-Q1;11561.0
14;1993-Q2;13430.0
15;1993-Q3;15651.0
16;1993-Q4;17741.0
17;1994-Q1;15076.0
18;1994-Q2;12340.0
19;1994-Q3;11144.0
20;1994-Q4;10323.0
21;1995-Q1;12069.0
22;1995-Q2;13086.0
23;1995-Q3;14167.0
24;1995-Q4;14257.0
25;1996-Q1;14769.0
26;1996-Q2;17093.0
27;1996-Q3;16326.0
28;1996-Q4;16088.0
29;1997-Q1;14535.0
30;1997-Q2;15863.0
31;1997-Q3;16330.0
32;1997-Q4;16598.0
33;1998-Q1;17097.0
34;1998-Q2;18621.0
35;1998-Q3;19770.0
36;1998-Q4;18266.0
37;1999-Q1;18291.0
38;1999-Q2;18094.0
39;1999-Q3;19438.0
40;1999-Q4;20654.0
41;2000-Q1;22099.0
42;2000-Q2;22248.0
43;2000-Q3;23985.0
44;2000-Q4;25187.0
45;2001-Q1;22859.0
46;2001-Q2;20411.0
47;2001-Q3;18153.0
48;2001-Q4;14632.0
49;2002-Q1;14081.0
50;2002-Q2;15249.0
51;2002-Q3;14460.0
52;2002-Q4;16109.0
53;2003-Q1;16989.0
54;2003-Q2;17982.0
55;2003-Q3;21077.0
56;2003-Q4;23089.0
57;2004-Q1;24607.0
58;2004-Q2;27955.0
59;2004-Q3;30270.0
60;2004-Q4;31578.0
61;2005-Q1;32243.0
62;2005-Q2;35652.0
63;2005-Q3;38722.0
64;2005-Q4;38667.0
65;2006-Q1;41516.0
66;2006-Q2;45706.0
67;2006-Q3;44685.0
68;2006-Q4;45035.0
69;2007-Q1;37917.0
70;2007-Q2;42583.0
71;2007-Q3;42572.0
72;2007-Q4;47349.0
73;2008-Q1;49266.0
74;2008-Q2;57846.0
75;2008-Q3;60937.0
76;2008-Q4;51248.0
77;2009-Q1;45966.0
78;2009-Q2;47956.0
79;2009-Q3;48399.0
80;2009-Q4;50764.0
81;2010-Q1;53876.0
82;2010-Q2;63378.0
83;2010-Q3;70466.0
84;2010-Q4;87228.0
85;2011-Q1;83699.0
86;2011-Q2;94078.0
87;2011-Q3;92207.0
88;2011-Q4;87194.0
89;2012-Q1;87641.0
90;2012-Q2;94260.0
91;2012-Q3;97637.0
92;2012-Q4;100393.0
93;2013-Q1;109713.0
94;2013-Q2;117322.0
95;2013-Q3;118647.0
96;2013-Q4;121382.0
97;2014-Q1;115018.0
98;2014-Q2;121074.0
99;2014-Q3;121035.0
100;2014-Q4;121912.0
101;2015-Q1;116153.0
102;2015-Q2;113728.0
103;2015-Q3;103717.0
104;2015-Q4;87538.0
105;2016-Q1;86435.0
106;2016-Q2;88455.0
107;2016-Q3;81592.0
108;2016-Q4;72937.0
109;2017-Q1;77436.0
110;2017-Q2;82619.0
111;2017-Q3;85145.0
112;2017-Q4;88573.0
113;2018-Q1;86056.0
114;2018-Q2;84185.0
115;2018-Q3;75012.0
116;2018-Q4;66357.0
117;2019-Q1;64133.0
118;2019-Q2;66556.0
119;2019-Q3;65600.0
120;2019-Q4;64094.0
121;2020-Q1;59756.0
122;2020-Q2;54917.0
123;2020-Q3;60289.0
124;2020-Q4;65496.0
125;2021-Q1;64051.0
126;2021-Q2;68371.0
127;2021-Q3;69077.0
128;2021-Q4;70469.0
129;2022-Q1;74111.0
130;2022-Q2;79426.0
131;2022-Q3;80589.0
132;2022-Q4;87418.0
133;2023-Q1;88911.0
134;2023-Q2;88440.0
135;2023-Q3;91311.0
