;Tarih;TP_BEKODTUFE_BT64
0;2017-11;0.36
1;2017-12;0.42
2;2018-1;0.0
3;2018-2;0.0
4;2018-3;0.0
5;2018-4;0.0
6;2018-5;0.0
7;2018-6;0.0
8;2018-7;0.54
9;2018-8;0.33
10;2018-9;3.3
11;2018-10;5.53
12;2018-11;5.91
13;2018-12;3.33
14;2019-1;3.25
15;2019-2;4.3
16;2019-3;1.82
17;2019-4;3.13
18;2019-5;3.72
19;2019-6;1.58
20;2019-7;0.13
21;2019-8;0.0
22;2019-9;0.5
23;2019-10;0.56
24;2019-11;0.0
25;2019-12;0.0
26;2020-1;0.31
27;2020-2;0.46
28;2020-3;0.0
29;2020-4;0.0
30;2020-5;0.0
31;2020-6;0.0
32;2020-7;0.0
33;2020-8;0.18
34;2020-9;0.16
35;2020-10;0.0
36;2020-11;0.0
37;2020-12;0.7882
38;2021-1;0.0
39;2021-2;0.0
40;2021-3;0.0
41;2021-4;0.0
42;2021-5;0.0
43;2021-6;0.0
44;2021-7;0.0
45;2021-8;0.3448
46;2021-9;0.0062
47;2021-10;1.2516
48;2021-11;2.08
49;2021-12;8.3466
50;2022-1;4.6222
51;2022-2;7.7103
52;2022-3;6.2482
53;2022-4;6.3419
54;2022-5;4.2153
55;2022-6;3.5111
56;2022-7;3.1714
57;2022-8;0.3478
58;2022-9;4.64
59;2022-10;4.5272
60;2022-11;2.1904
61;2022-12;1.68
62;2023-1;7.22
63;2023-2;2.8
64;2023-3;5.05
65;2023-4;4.2
66;2023-5;1.2087
67;2023-6;4.5524
68;2023-7;2.0167
69;2023-8;6.144
70;2023-9;0.0
71;2023-10;0.34
72;2023-11;1.2
