;Tarih;TP_TUFE1YI_T67
0;1994-1;2.1176486329
1;1994-2;2.1176486329
2;1994-3;2.1279284806
3;1994-4;2.3669349404
4;1994-5;2.6290710575
5;1994-6;2.6393509053
6;1994-7;2.7806988116
7;1994-8;2.8500877838
8;1994-9;2.7781288497
9;1994-10;2.7755588877
10;1994-11;2.8295280883
11;1994-12;2.8320980503
12;1995-1;3.1764729493
13;1995-2;3.1790429112
14;1995-3;3.2047425306
15;1995-4;3.2098824544
16;1995-5;3.3923497517
17;1995-6;3.4231892949
18;1995-7;3.5131379625
19;1995-8;3.5259877722
20;1995-9;3.7007451837
21;1995-10;4.2507170374
22;1995-11;4.266136809
23;1995-12;4.2712767328
24;1996-1;4.3123961238
25;1996-2;4.3329558192
26;1996-3;4.764709424
27;1996-4;4.9086272922
28;1996-5;4.9291869877
29;1996-6;5.150203714
30;1996-7;5.1759033333
31;1996-8;5.1913231049
32;1996-9;6.0496903906
33;1996-10;6.1293592105
34;1996-11;6.2784170026
35;1996-12;6.3555158606
36;1997-1;6.3889253657
37;1997-2;6.3940652896
38;1997-3;6.4583143379
39;1997-4;7.1496340979
40;1997-5;8.2110283763
41;1997-6;8.8278192403
42;1997-7;8.8560888215
43;1997-8;8.9280477557
44;1997-9;9.9663123767
45;1997-10;10.6473522889
46;1997-11;10.8118298527
47;1997-12;10.8298195862
48;1998-1;11.9271933316
49;1998-2;12.0865309715
50;1998-3;12.0942408573
51;1998-4;12.1405001721
52;1998-5;12.1790496011
53;1998-6;13.8058355048
54;1998-7;15.8283955461
55;1998-8;16.1522107497
56;1998-9;16.257579189
57;1998-10;16.296128618
58;1998-11;16.5197153062
59;1998-12;16.5813943926
60;1999-1;17.1622057894
61;1999-2;18.7504422641
62;1999-3;18.8249711602
63;1999-4;19.0793973916
64;1999-5;19.4546118338
65;1999-6;22.407498095
66;1999-7;22.9471901009
67;1999-8;25.1547874015
68;1999-9;25.1830569828
69;1999-10;25.3089851175
70;1999-11;25.673919712
71;1999-12;25.7998478467
72;2000-1;27.6219508573
73;2000-2;29.9040770539
74;2000-3;30.3075610774
75;2000-4;30.3820899735
76;2000-5;30.7521644919
77;2000-6;31.1170990864
78;2000-7;35.6479419745
79;2000-8;35.8895183962
80;2000-9;36.0771256173
81;2000-10;36.3392617345
82;2000-11;36.6065377756
83;2000-12;36.8378343495
84;2001-1;38.4003712049
85;2001-2;38.6702172079
86;2001-3;40.2507437968
87;2001-4;53.8381325372
88;2001-5;57.8781126961
89;2001-6;59.8364236892
90;2001-7;65.1279753095
91;2001-8;65.6342578104
92;2001-9;65.9503631281
93;2001-10;66.5748638779
94;2001-11;69.0034779047
95;2001-12;68.9315189706
