;Tarih;TP_FG_J123
0;2003-1;102.58
1;2003-2;102.6
2;2003-3;101.88
3;2003-4;97.57
4;2003-5;97.53
5;2003-6;96.19
6;2003-7;94.55
7;2003-8;95.64
8;2003-9;98.74
9;2003-10;101.44
10;2003-11;104.93
11;2003-12;106.33
12;2004-1;104.42
13;2004-2;102.31
14;2004-3;102.45
15;2004-4;104.74
16;2004-5;107.69
17;2004-6;108.36
18;2004-7;108.44
19;2004-8;109.78
20;2004-9;113.55
21;2004-10;115.92
22;2004-11;117.85
23;2004-12;117.06
24;2005-1;111.89
25;2005-2;108.23
26;2005-3;109.95
27;2005-4;111.71
28;2005-5;111.92
29;2005-6;112.99
30;2005-7;110.71
31;2005-8;113.36
32;2005-9;117.08
33;2005-10;120.83
34;2005-11;122.59
35;2005-12;128.37
36;2006-1;132.45
37;2006-2;134.07
38;2006-3;134.36
39;2006-4;145.15
40;2006-5;166.09
41;2006-6;162.16
42;2006-7;169.48
43;2006-8;162.29
44;2006-9;157.2
45;2006-10;155.75
46;2006-11;161.29
47;2006-12;159.62
48;2007-1;158.73
49;2007-2;162.39
50;2007-3;161.99
51;2007-4;163.51
52;2007-5;160.01
53;2007-6;156.16
54;2007-7;155.02
55;2007-8;157.18
56;2007-9;160.91
57;2007-10;161.47
58;2007-11;169.74
59;2007-12;166.85
60;2008-1;177.59
61;2008-2;186.88
62;2008-3;198.64
63;2008-4;201.34
64;2008-5;191.65
65;2008-6;189.72
66;2008-7;195.54
67;2008-8;178.99
68;2008-9;179.37
69;2008-10;205.25
70;2008-11;204.4
71;2008-12;213.14
72;2009-1;224.35
73;2009-2;250.18
74;2009-3;256.53
75;2009-4;234.28
76;2009-5;236.42
77;2009-6;241.67
78;2009-7;236.77
79;2009-8;234.87
80;2009-9;246.0
81;2009-10;252.58
82;2009-11;268.46
83;2009-12;273.53
84;2010-1;269.12
85;2010-2;268.63
86;2010-3;276.03
87;2010-4;274.83
88;2010-5;292.98
89;2010-6;305.16
90;2010-7;293.76
91;2010-8;290.7
92;2010-9;299.75
93;2010-10;304.38
94;2010-11;309.12
95;2010-12;326.74
96;2011-1;330.5
97;2011-2;332.54
98;2011-3;342.25
99;2011-4;342.6
100;2011-5;355.85
101;2011-6;365.97
102;2011-7;380.33
103;2011-8;430.84
104;2011-9;458.33
105;2011-10;440.28
106;2011-11;447.83
107;2011-12;446.38
108;2012-1;440.66
109;2012-2;439.24
110;2012-3;435.88
111;2012-4;431.86
112;2012-5;425.3
113;2012-6;430.35
114;2012-7;426.68
115;2012-8;428.91
116;2012-9;457.16
117;2012-10;463.3
118;2012-11;456.2
119;2012-12;450.71
120;2013-1;443.45
121;2013-2;436.44
122;2013-3;434.37
123;2013-4;415.33
124;2013-5;404.1
125;2013-6;401.43
126;2013-7;394.52
127;2013-8;413.76
128;2013-9;426.21
129;2013-10;416.48
130;2013-11;412.94
131;2013-12;407.0
132;2014-1;429.36
133;2014-2;441.11
134;2014-3;452.72
135;2014-4;436.58
136;2014-5;432.81
137;2014-6;434.5
138;2014-7;442.16
139;2014-8;445.54
140;2014-9;446.14
141;2014-10;452.03
142;2014-11;440.5
143;2014-12;451.46
144;2015-1;466.31
145;2015-2;478.23
146;2015-3;483.2
147;2015-4;497.31
148;2015-5;498.6
149;2015-6;505.45
150;2015-7;493.51
151;2015-8;509.09
152;2015-9;534.36
