;Tarih;TP_DB_B30
0;1989-Q4;3402.0
1;1990-Q1;3623.0
2;1990-Q2;3612.0
3;1990-Q3;3793.0
4;1990-Q4;3826.0
5;1991-Q1;3562.0
6;1991-Q2;3364.0
7;1991-Q3;3531.0
8;1991-Q4;3576.0
9;1992-Q1;3334.0
10;1992-Q2;3483.0
11;1992-Q3;3564.0
12;1992-Q4;3255.0
13;1993-Q1;3249.0
14;1993-Q2;3282.0
15;1993-Q3;3634.0
16;1993-Q4;3503.0
17;1994-Q1;3506.0
18;1994-Q2;3461.0
19;1994-Q3;3465.0
20;1994-Q4;3327.0
21;1995-Q1;3357.0
22;1995-Q2;3163.0
23;1995-Q3;2896.0
24;1995-Q4;2751.0
25;1996-Q1;2636.0
26;1996-Q2;2710.0
27;1996-Q3;2721.0
28;1996-Q4;2638.0
29;1997-Q1;2533.0
30;1997-Q2;2519.0
31;1997-Q3;2747.0
32;1997-Q4;2722.0
33;1998-Q1;2638.0
34;1998-Q2;2577.0
35;1998-Q3;2458.0
36;1998-Q4;2714.0
37;1999-Q1;2584.0
38;1999-Q2;2839.0
39;1999-Q3;2995.0
40;1999-Q4;3120.0
41;2000-Q1;3151.0
42;2000-Q2;3572.0
43;2000-Q3;3450.0
44;2000-Q4;3497.0
45;2001-Q1;3620.0
46;2001-Q2;3543.0
47;2001-Q3;3539.0
48;2001-Q4;3435.0
49;2002-Q1;3546.0
50;2002-Q2;3612.0
51;2002-Q3;3541.0
52;2002-Q4;3561.0
53;2003-Q1;3550.0
54;2003-Q2;3465.0
55;2003-Q3;3407.0
56;2003-Q4;3312.0
57;2004-Q1;3334.0
58;2004-Q2;3080.0
59;2004-Q3;3003.0
60;2004-Q4;2839.0
61;2005-Q1;2737.0
62;2005-Q2;2561.0
63;2005-Q3;2492.0
64;2005-Q4;1893.0
65;2006-Q1;1676.0
66;2006-Q2;1153.0
67;2006-Q3;1159.0
68;2006-Q4;1390.0
69;2007-Q1;1368.0
70;2007-Q2;1426.0
71;2007-Q3;1450.0
72;2007-Q4;1812.0
73;2008-Q1;1628.0
74;2008-Q2;1720.0
75;2008-Q3;1900.0
76;2008-Q4;1891.0
77;2009-Q1;1581.0
78;2009-Q2;1433.0
79;2009-Q3;1425.0
80;2009-Q4;1436.0
81;2010-Q1;1191.0
82;2010-Q2;1100.0
83;2010-Q3;1218.0
84;2010-Q4;1183.0
85;2011-Q1;1240.0
86;2011-Q2;1235.0
87;2011-Q3;1161.0
88;2011-Q4;1161.0
89;2012-Q1;1160.0
90;2012-Q2;1090.0
91;2012-Q3;1113.0
92;2012-Q4;1213.0
93;2013-Q1;1180.0
94;2013-Q2;1196.0
95;2013-Q3;1211.0
96;2013-Q4;1158.0
97;2014-Q1;1120.0
98;2014-Q2;1047.0
99;2014-Q3;964.0
100;2014-Q4;989.0
101;2015-Q1;925.0
102;2015-Q2;886.0
103;2015-Q3;887.0
104;2015-Q4;857.0
105;2016-Q1;846.0
106;2016-Q2;833.0
107;2016-Q3;923.0
108;2016-Q4;966.0
109;2017-Q1;1087.0
110;2017-Q2;1186.0
111;2017-Q3;1293.0
112;2017-Q4;1385.0
113;2018-Q1;1465.0
114;2018-Q2;1482.0
115;2018-Q3;1484.0
116;2018-Q4;1467.0
117;2019-Q1;1456.0
118;2019-Q2;1604.0
119;2019-Q3;1601.0
120;2019-Q4;2044.0
121;2020-Q1;2125.0
122;2020-Q2;2204.0
123;2020-Q3;2282.0
124;2020-Q4;2347.0
125;2021-Q1;2492.0
126;2021-Q2;2464.0
127;2021-Q3;2731.0
128;2021-Q4;3085.0
129;2022-Q1;3114.0
130;2022-Q2;3929.0
131;2022-Q3;3725.0
132;2022-Q4;3892.0
133;2023-Q1;3897.0
134;2023-Q2;3702.0
135;2023-Q3;3836.0
