;Tarih;TP_15TR71
0;2010-1;95.21
1;2010-2;95.35
2;2010-3;96.11
3;2010-4;97.48
4;2010-5;99.3
5;2010-6;99.99
6;2010-7;100.1
7;2010-8;100.54
8;2010-9;100.72
9;2010-10;101.09
10;2010-11;107.36
11;2010-12;106.67
12;2011-1;106.38
13;2011-2;104.42
14;2011-3;104.64
15;2011-4;103.39
16;2011-5;103.88
17;2011-6;105.25
18;2011-7;106.55
19;2011-8;106.56
20;2011-9;107.86
21;2011-10;110.79
22;2011-11;114.83
23;2011-12;116.85
24;2012-1;116.6
25;2012-2;114.51
26;2012-3;114.86
27;2012-4;114.92
28;2012-5;116.02
29;2012-6;118.61
30;2012-7;121.54
31;2012-8;124.23
32;2012-9;124.45
33;2012-10;126.37
34;2012-11;126.67
35;2012-12;128.93
36;2013-1;128.24
37;2013-2;129.62
38;2013-3;130.02
39;2013-4;132.08
40;2013-5;134.02
41;2013-6;134.41
42;2013-7;135.57
43;2013-8;137.11
44;2013-9;138.09
45;2013-10;135.84
46;2013-11;136.29
47;2013-12;138.49
48;2014-1;141.05
49;2014-2;141.24
50;2014-3;140.03
51;2014-4;141.37
52;2014-5;142.58
53;2014-6;145.85
54;2014-7;147.45
55;2014-8;148.17
56;2014-9;150.65
57;2014-10;152.07
58;2014-11;151.94
59;2014-12;150.52
60;2015-1;150.43
61;2015-2;150.47
62;2015-3;151.67
63;2015-4;153.81
64;2015-5;155.59
65;2015-6;157.93
66;2015-7;161.23
67;2015-8;162.88
68;2015-9;162.65
69;2015-10;162.65
70;2015-11;164.8
71;2015-12;165.0
72;2016-1;165.49
73;2016-2;163.13
74;2016-3;163.58
75;2016-4;164.43
76;2016-5;167.59
77;2016-6;168.98
78;2016-7;171.15
79;2016-8;169.44
80;2016-9;170.8
81;2016-10;170.92
82;2016-11;174.37
83;2016-12;176.52
84;2017-1;180.18
85;2017-2;180.16
86;2017-3;181.06
87;2017-4;179.95
88;2017-5;181.22
89;2017-6;180.9
90;2017-7;182.38
91;2017-8;184.58
92;2017-9;187.08
93;2017-10;191.33
94;2017-11;193.19
95;2017-12;193.66
96;2018-1;193.53
97;2018-2;197.8
98;2018-3;198.98
99;2018-4;201.91
100;2018-5;204.5
101;2018-6;206.79
102;2018-7;209.04
103;2018-8;208.82
104;2018-9;208.93
105;2018-10;212.33
106;2018-11;209.88
107;2018-12;210.08
108;2019-1;213.81
