;Tarih;YEARWEEK;TP_BS05_CARI
0;30-12-2011;2011-52;2202.4
1;06-01-2012;2012-1;2172.8
2;13-01-2012;2012-2;2180.3
3;20-01-2012;2012-3;2188.7
4;27-01-2012;2012-4;1858.5
5;03-02-2012;2012-5;2181.1
6;10-02-2012;2012-6;2205.9
7;17-02-2012;2012-7;2172.6
8;24-02-2012;2012-8;2234.0
9;02-03-2012;2012-9;2224.2
10;09-03-2012;2012-10;2215.7
11;16-03-2012;2012-11;2175.7
12;23-03-2012;2012-12;2162.9
13;30-03-2012;2012-13;2199.9
14;06-04-2012;2012-14;2168.8
15;13-04-2012;2012-15;2173.9
16;20-04-2012;2012-16;2184.9
17;27-04-2012;2012-17;2195.5
18;04-05-2012;2012-18;2179.0
19;11-05-2012;2012-19;2155.6
20;18-05-2012;2012-20;2123.3
21;25-05-2012;2012-21;2117.2
22;01-06-2012;2012-22;2110.0
23;08-06-2012;2012-23;2138.3
24;15-06-2012;2012-24;2133.3
25;22-06-2012;2012-25;2150.7
26;29-06-2012;2012-26;2081.4
27;06-07-2012;2012-27;2011.2
28;13-07-2012;2012-28;2018.0
29;20-07-2012;2012-29;2031.9
30;27-07-2012;2012-30;1754.7
31;03-08-2012;2012-31;1756.7
32;10-08-2012;2012-32;1752.9
33;17-08-2012;2012-33;1720.9
34;24-08-2012;2012-34;1739.4
35;31-08-2012;2012-35;1741.8
36;07-09-2012;2012-36;1728.2
37;14-09-2012;2012-37;1714.7
38;21-09-2012;2012-38;1711.1
39;28-09-2012;2012-39;1728.5
40;05-10-2012;2012-40;1729.8
41;12-10-2012;2012-41;1720.1
42;19-10-2012;2012-42;1720.9
43;26-10-2012;2012-43;1713.4
44;02-11-2012;2012-44;1851.8
45;09-11-2012;2012-45;1728.9
46;16-11-2012;2012-46;1709.3
47;23-11-2012;2012-47;1716.9
48;30-11-2012;2012-48;1742.4
49;07-12-2012;2012-49;1730.4
50;14-12-2012;2012-50;1718.7
51;21-12-2012;2012-51;1730.7
52;28-12-2012;2012-52;1725.1
53;04-01-2013;2013-1;1715.9
54;11-01-2013;2013-2;1705.9
55;18-01-2013;2013-3;1694.4
56;25-01-2013;2013-4;1706.06
57;01-02-2013;2013-5;1677.8
58;08-02-2013;2013-6;1661.99
59;15-02-2013;2013-7;1670.0
60;22-02-2013;2013-8;1661.66
61;01-03-2013;2013-9;1675.87
62;08-03-2013;2013-10;1666.18
63;15-03-2013;2013-11;1652.82
64;22-03-2013;2013-12;1654.95
65;29-03-2013;2013-13;1647.63
66;05-04-2013;2013-14;1690.0
67;12-04-2013;2013-15;1710.75
68;19-04-2013;2013-16;1707.6
69;26-04-2013;2013-17;1720.47
70;03-05-2013;2013-18;1740.0
71;10-05-2013;2013-19;1728.39
72;17-05-2013;2013-20;1739.0
73;24-05-2013;2013-21;1695.5
74;31-05-2013;2013-22;1702.3
75;07-06-2013;2013-23;1647.6
76;14-06-2013;2013-24;1661.4
77;21-06-2013;2013-25;1574.2
78;28-06-2013;2013-26;1600.8
79;05-07-2013;2013-27;1791.4
80;12-07-2013;2013-28;1614.1
81;19-07-2013;2013-29;1740.3
82;26-07-2013;2013-30;1715.9
83;02-08-2013;2013-31;1700.5
84;09-08-2013;2013-32;1659.6
85;16-08-2013;2013-33;1660.6
86;23-08-2013;2013-34;1637.1
87;30-08-2013;2013-35;1614.2
88;06-09-2013;2013-36;1610.8
89;13-09-2013;2013-37;1658.1
90;20-09-2013;2013-38;1744.5
91;27-09-2013;2013-39;1714.5
92;04-10-2013;2013-40;1709.1
93;11-10-2013;2013-41;1724.2
94;18-10-2013;2013-42;1725.7
95;25-10-2013;2013-43;1766.3
96;01-11-2013;2013-44;1752.0
97;08-11-2013;2013-45;1715.8
98;15-11-2013;2013-46;1719.9
99;22-11-2013;2013-47;1721.3
100;29-11-2013;2013-48;1727.5
101;06-12-2013;2013-49;1719.7
