;Tarih;YEARWEEK;TP_BS12_NOMINAL
92;04-10-2013;2013-40;52791.4
93;11-10-2013;2013-41;53987.8
94;18-10-2013;2013-42;53999.6
95;25-10-2013;2013-43;54179.6
96;01-11-2013;2013-44;54071.9
97;08-11-2013;2013-45;53935.5
98;15-11-2013;2013-46;55557.8
99;22-11-2013;2013-47;55525.7
100;29-11-2013;2013-48;55610.0
101;06-12-2013;2013-49;55611.9
102;13-12-2013;2013-50;55732.6
103;20-12-2013;2013-51;55621.4
104;27-12-2013;2013-52;55614.0
105;03-01-2014;2014-1;55601.7
106;10-01-2014;2014-2;55546.2
107;17-01-2014;2014-3;53802.5
108;24-01-2014;2014-4;53829.7
109;31-01-2014;2014-5;56357.0
110;07-02-2014;2014-6;56318.6
111;14-02-2014;2014-7;55049.7
112;21-02-2014;2014-8;56576.5
113;28-02-2014;2014-9;56545.4
114;07-03-2014;2014-10;56581.2
115;14-03-2014;2014-11;56729.2
116;21-03-2014;2014-12;56621.1
117;28-03-2014;2014-13;56608.7
118;04-04-2014;2014-14;56564.4
119;11-04-2014;2014-15;58081.8
120;18-04-2014;2014-16;58059.5
121;25-04-2014;2014-17;58031.0
122;02-05-2014;2014-18;58029.5
123;09-05-2014;2014-19;58135.0
124;16-05-2014;2014-20;57921.5
125;23-05-2014;2014-21;57936.5
126;30-05-2014;2014-22;57888.2
127;06-06-2014;2014-23;57853.6
128;13-06-2014;2014-24;57809.98
129;20-06-2014;2014-25;57894.7
130;27-06-2014;2014-26;57886.2
131;04-07-2014;2014-27;57910.5
132;11-07-2014;2014-28;57903.8
133;18-07-2014;2014-29;57828.2
134;25-07-2014;2014-30;57780.2
135;01-08-2014;2014-31;57679.5
136;08-08-2014;2014-32;57684.5
137;15-08-2014;2014-33;57680.4
138;22-08-2014;2014-34;57558.8
139;29-08-2014;2014-35;57507.2
140;05-09-2014;2014-36;57419.6
141;12-09-2014;2014-37;57210.7
142;19-09-2014;2014-38;57135.2
143;26-09-2014;2014-39;57915.6
144;03-10-2014;2014-40;57862.5
145;10-10-2014;2014-41;57993.6
146;17-10-2014;2014-42;58067.9
147;24-10-2014;2014-43;57921.9
148;31-10-2014;2014-44;57814.4
149;07-11-2014;2014-45;57589.9
150;14-11-2014;2014-46;57521.4
151;21-11-2014;2014-47;57491.0
152;28-11-2014;2014-48;58479.4
153;05-12-2014;2014-49;58283.0
154;12-12-2014;2014-50;58425.4
155;19-12-2014;2014-51;58315.6
156;26-12-2014;2014-52;58218.9
157;02-01-2015;2015-1;58166.2
158;09-01-2015;2015-2;57877.5
159;16-01-2015;2015-3;59405.7
160;23-01-2015;2015-4;59299.9
161;30-01-2015;2015-5;59053.2
162;06-02-2015;2015-6;59146.3
163;13-02-2015;2015-7;59025.1
164;20-02-2015;2015-8;59104.3
165;27-02-2015;2015-9;59067.7
166;06-03-2015;2015-10;58799.9
167;13-03-2015;2015-11;58441.2
168;20-03-2015;2015-12;55748.0
169;27-03-2015;2015-13;56057.0
170;03-04-2015;2015-14;55885.1
171;10-04-2015;2015-15;55819.3
172;17-04-2015;2015-16;57281.5
173;24-04-2015;2015-17;57347.2
174;01-05-2015;2015-18;57532.7
175;08-05-2015;2015-19;57798.0
176;15-05-2015;2015-20;57854.6
177;22-05-2015;2015-21;57594.7
178;29-05-2015;2015-22;57351.2
179;05-06-2015;2015-23;57648.6
180;12-06-2015;2015-24;57624.6
181;19-06-2015;2015-25;57739.9
182;26-06-2015;2015-26;57564.9
183;03-07-2015;2015-27;57476.8
184;10-07-2015;2015-28;57513.9
185;17-07-2015;2015-29;57429.5
186;24-07-2015;2015-30;57399.2
187;31-07-2015;2015-31;57373.8
188;07-08-2015;2015-32;57307.7
189;14-08-2015;2015-33;57485.6
190;21-08-2015;2015-34;57525.8
191;28-08-2015;2015-35;57739.0
192;04-09-2015;2015-36;57681.3
193;11-09-2015;2015-37;57635.8
194;18-09-2015;2015-38;57734.3
195;25-09-2015;2015-39;57647.3
196;02-10-2015;2015-40;57626.1
197;09-10-2015;2015-41;57738.7
198;16-10-2015;2015-42;57901.1
199;23-10-2015;2015-43;57767.0
200;30-10-2015;2015-44;57539.8
201;06-11-2015;2015-45;57359.7
202;13-11-2015;2015-46;57216.8
203;20-11-2015;2015-47;57190.2
204;27-11-2015;2015-48;57142.1
205;04-12-2015;2015-49;57100.4
206;11-12-2015;2015-50;57440.4
207;18-12-2015;2015-51;57334.8
208;25-12-2015;2015-52;57465.0
209;01-01-2016;2016-1;57444.3
210;08-01-2016;2016-2;57449.8
211;15-01-2016;2016-3;57497.4
212;22-01-2016;2016-4;57519.8
213;29-01-2016;2016-5;57468.9
214;05-02-2016;2016-6;57699.6
215;12-02-2016;2016-7;57996.4
216;19-02-2016;2016-8;57779.3
217;26-02-2016;2016-9;57754.0
218;04-03-2016;2016-10;56773.2
219;11-03-2016;2016-11;58332.6
220;18-03-2016;2016-12;58646.9
221;25-03-2016;2016-13;58510.2
222;01-04-2016;2016-14;58658.1
223;08-04-2016;2016-15;58806.2
224;15-04-2016;2016-16;58685.8
225;22-04-2016;2016-17;58702.7
226;29-04-2016;2016-18;58783.2
227;06-05-2016;2016-19;60384.7
228;13-05-2016;2016-20;60290.4
229;20-05-2016;2016-21;60188.4
230;27-05-2016;2016-22;60104.7
231;03-06-2016;2016-23;60152.7
232;10-06-2016;2016-24;61352.4
233;17-06-2016;2016-25;61349.0
234;24-06-2016;2016-26;61406.7
235;01-07-2016;2016-27;61314.0
236;08-07-2016;2016-28;61311.5
237;15-07-2016;2016-29;61206.1
238;22-07-2016;2016-30;61116.5
239;29-07-2016;2016-31;61224.7
240;05-08-2016;2016-32;61371.4
241;12-08-2016;2016-33;61387.6
242;19-08-2016;2016-34;61550.7
243;26-08-2016;2016-35;61515.9
244;02-09-2016;2016-36;61303.4
245;09-09-2016;2016-37;61466.4
246;16-09-2016;2016-38;61431.7
247;23-09-2016;2016-39;61470.5
248;30-09-2016;2016-40;59430.0
249;07-10-2016;2016-41;59330.6
250;14-10-2016;2016-42;59201.2
251;21-10-2016;2016-43;60675.5
252;28-10-2016;2016-44;60600.5
253;04-11-2016;2016-45;60793.1
254;11-11-2016;2016-46;60553.3
255;18-11-2016;2016-47;60317.1
256;25-11-2016;2016-48;60073.2
257;02-12-2016;2016-49;60084.5
258;09-12-2016;2016-50;60221.0
259;16-12-2016;2016-51;59879.8
260;23-12-2016;2016-52;59865.1
261;30-12-2016;2016-53;59907.5
262;06-01-2017;2017-1;59953.2
263;13-01-2017;2017-2;60099.6
264;20-01-2017;2017-3;60095.1
265;27-01-2017;2017-4;62169.9
266;03-02-2017;2017-5;62264.0
267;10-02-2017;2017-6;62190.2
268;17-02-2017;2017-7;60509.7
269;24-02-2017;2017-8;61735.0
270;03-03-2017;2017-9;61692.5
271;10-03-2017;2017-10;61689.9
272;17-03-2017;2017-11;61822.5
273;24-03-2017;2017-12;61927.9
274;31-03-2017;2017-13;61902.9
275;07-04-2017;2017-14;63122.0
276;14-04-2017;2017-15;63163.9
277;21-04-2017;2017-16;63227.7
278;28-04-2017;2017-17;63233.7
279;05-05-2017;2017-18;63196.1
280;12-05-2017;2017-19;64884.7
281;19-05-2017;2017-20;65059.9
282;26-05-2017;2017-21;65149.7
283;02-06-2017;2017-22;65173.6
284;09-06-2017;2017-23;65215.9
285;16-06-2017;2017-24;66306.6
286;23-06-2017;2017-25;66252.0
287;30-06-2017;2017-26;66371.2
288;07-07-2017;2017-27;66312.4
289;14-07-2017;2017-28;64102.5
290;21-07-2017;2017-29;64187.1
291;28-07-2017;2017-30;64356.0
292;04-08-2017;2017-31;64462.0
293;11-08-2017;2017-32;64403.8
294;18-08-2017;2017-33;64400.9
295;25-08-2017;2017-34;64468.6
296;01-09-2017;2017-35;64653.4
297;08-09-2017;2017-36;64590.9
298;15-09-2017;2017-37;66248.9
299;22-09-2017;2017-38;66190.7
300;29-09-2017;2017-39;66091.1
301;06-10-2017;2017-40;66092.8
302;13-10-2017;2017-41;66167.0
303;20-10-2017;2017-42;66129.6
304;27-10-2017;2017-43;66091.2
305;03-11-2017;2017-44;65975.7
306;10-11-2017;2017-45;65969.8
307;17-11-2017;2017-46;66088.4
308;24-11-2017;2017-47;66187.5
309;01-12-2017;2017-48;66157.6
310;08-12-2017;2017-49;66644.0
311;15-12-2017;2017-50;66663.9
312;22-12-2017;2017-51;66668.1
313;29-12-2017;2017-52;66732.2
314;05-01-2018;2018-1;66808.9
315;12-01-2018;2018-2;66777.3
316;19-01-2018;2018-3;68971.2
317;26-01-2018;2018-4;69183.3
318;02-02-2018;2018-5;69165.8
319;09-02-2018;2018-6;69049.6
320;16-02-2018;2018-7;69325.7
321;23-02-2018;2018-8;69159.8
322;02-03-2018;2018-9;69125.5
323;09-03-2018;2018-10;69281.7
324;16-03-2018;2018-11;69265.1
325;23-03-2018;2018-12;69265.1
326;30-03-2018;2018-13;67709.8
327;06-04-2018;2018-14;65411.2
328;13-04-2018;2018-15;65466.3
329;20-04-2018;2018-16;65471.0
330;27-04-2018;2018-17;67265.0
331;04-05-2018;2018-18;67137.1
332;11-05-2018;2018-19;67054.7
333;18-05-2018;2018-20;66976.8
334;25-05-2018;2018-21;66960.0
335;01-06-2018;2018-22;66975.8
336;08-06-2018;2018-23;67012.8
337;15-06-2018;2018-24;66942.8
338;22-06-2018;2018-25;66806.9
339;29-06-2018;2018-26;66835.6
340;06-07-2018;2018-27;66902.9
341;13-07-2018;2018-28;66825.4
342;20-07-2018;2018-29;66764.7
343;27-07-2018;2018-30;66914.4
344;03-08-2018;2018-31;66824.7
345;10-08-2018;2018-32;66821.5
346;17-08-2018;2018-33;66688.0
347;24-08-2018;2018-34;66705.4
348;31-08-2018;2018-35;66864.5
349;07-09-2018;2018-36;66834.9
350;14-09-2018;2018-37;66824.2
351;21-09-2018;2018-38;66856.9
352;28-09-2018;2018-39;66837.8
353;05-10-2018;2018-40;66643.1
354;12-10-2018;2018-41;65506.7
355;19-10-2018;2018-42;67468.8
356;26-10-2018;2018-43;67408.8
357;02-11-2018;2018-44;67363.8
358;09-11-2018;2018-45;67370.7
359;16-11-2018;2018-46;69005.3
360;23-11-2018;2018-47;69095.6
361;30-11-2018;2018-48;69054.5
362;07-12-2018;2018-49;69041.3
363;14-12-2018;2018-50;69055.2
364;21-12-2018;2018-51;69167.9
365;28-12-2018;2018-52;69156.4
366;04-01-2019;2019-1;69266.0
367;11-01-2019;2019-2;69378.7
368;18-01-2019;2019-3;71236.1
369;25-01-2019;2019-4;71174.0
370;01-02-2019;2019-5;72754.1
371;08-02-2019;2019-6;72574.9
372;15-02-2019;2019-7;72464.4
373;22-02-2019;2019-8;74538.3
374;01-03-2019;2019-9;74584.3
375;08-03-2019;2019-10;74474.4
376;15-03-2019;2019-11;72983.2
377;22-03-2019;2019-12;73108.3
378;29-03-2019;2019-13;73970.6
379;05-04-2019;2019-14;72511.1
380;12-04-2019;2019-15;72557.3
381;19-04-2019;2019-16;72519.1
382;26-04-2019;2019-17;72421.4
383;03-05-2019;2019-18;72483.6
384;10-05-2019;2019-19;72538.5
385;17-05-2019;2019-20;72560.7
386;24-05-2019;2019-21;72482.0
387;31-05-2019;2019-22;72495.6
388;07-06-2019;2019-23;72536.9
389;14-06-2019;2019-24;72670.1
390;21-06-2019;2019-25;72700.2
391;28-06-2019;2019-26;72751.3
392;05-07-2019;2019-27;72687.1
393;12-07-2019;2019-28;74917.2
394;19-07-2019;2019-29;74894.7
395;26-07-2019;2019-30;74800.8
396;02-08-2019;2019-31;74691.5
397;09-08-2019;2019-32;74941.8
398;16-08-2019;2019-33;74897.4
399;23-08-2019;2019-34;74832.7
400;30-08-2019;2019-35;74861.8
401;06-09-2019;2019-36;74793.2
402;13-09-2019;2019-37;74717.3
403;20-09-2019;2019-38;74749.0
404;27-09-2019;2019-39;74668.1
405;04-10-2019;2019-40;74697.2
406;11-10-2019;2019-41;74739.9
407;18-10-2019;2019-42;74749.3
408;25-10-2019;2019-43;74782.7
409;01-11-2019;2019-44;74814.6
410;08-11-2019;2019-45;73226.2
411;15-11-2019;2019-46;75677.1
412;22-11-2019;2019-47;75744.9
413;29-11-2019;2019-48;75655.2
414;06-12-2019;2019-49;75737.1
415;13-12-2019;2019-50;75783.4
416;20-12-2019;2019-51;75749.9
417;27-12-2019;2019-52;75713.9
418;03-01-2020;2020-1;75834.5
419;10-01-2020;2020-2;75737.5
420;17-01-2020;2020-3;75749.9
421;24-01-2020;2020-4;75712.8
422;31-01-2020;2020-5;75680.3
423;07-02-2020;2020-6;75630.4
424;14-02-2020;2020-7;79536.8
425;21-02-2020;2020-8;79394.9
426;28-02-2020;2020-9;79570.6
427;06-03-2020;2020-10;79859.1
428;13-03-2020;2020-11;80083.1
429;20-03-2020;2020-12;79518.6
430;27-03-2020;2020-13;79570.4
431;03-04-2020;2020-14;79669.0
432;10-04-2020;2020-15;79563.5
433;17-04-2020;2020-16;79615.1
434;24-04-2020;2020-17;79607.3
435;01-05-2020;2020-18;79645.5
436;08-05-2020;2020-19;79598.3
437;15-05-2020;2020-20;79585.0
438;22-05-2020;2020-21;77496.5
439;29-05-2020;2020-22;77515.1
440;05-06-2020;2020-23;75592.8
441;12-06-2020;2020-24;75764.0
442;19-06-2020;2020-25;75690.2
443;26-06-2020;2020-26;75664.9
444;03-07-2020;2020-27;75693.1
445;10-07-2020;2020-28;75730.9
446;17-07-2020;2020-29;75777.5
447;24-07-2020;2020-30;75886.4
448;31-07-2020;2020-31;76069.3
449;07-08-2020;2020-32;76110.0
450;14-08-2020;2020-33;76049.3
451;21-08-2020;2020-34;76086.2
452;28-08-2020;2020-35;76073.0
453;04-09-2020;2020-36;76056.9
454;11-09-2020;2020-37;76077.0
455;18-09-2020;2020-38;76109.1
456;25-09-2020;2020-39;75996.1
457;02-10-2020;2020-40;76045.6
458;09-10-2020;2020-41;76039.2
459;16-10-2020;2020-42;78541.5
460;23-10-2020;2020-43;78639.4
461;30-10-2020;2020-44;78623.1
462;06-11-2020;2020-45;78617.4
463;13-11-2020;2020-46;78582.9
464;20-11-2020;2020-47;78664.0
465;27-11-2020;2020-48;78699.6
466;04-12-2020;2020-49;81070.7
467;11-12-2020;2020-50;81052.9
468;18-12-2020;2020-51;81185.9
469;25-12-2020;2020-52;81148.3
470;01-01-2021;2021-1;81205.3
471;08-01-2021;2021-2;81203.8
472;15-01-2021;2021-3;81108.2
473;22-01-2021;2021-4;81115.8
474;29-01-2021;2021-5;84565.1
475;05-02-2021;2021-6;84467.9
476;12-02-2021;2021-7;84566.3
477;19-02-2021;2021-8;84490.3
478;26-02-2021;2021-9;84567.8
479;05-03-2021;2021-10;84428.7
480;12-03-2021;2021-11;84330.8
481;19-03-2021;2021-12;82661.0
482;26-03-2021;2021-13;82576.7
483;02-04-2021;2021-14;80503.6
484;09-04-2021;2021-15;80608.8
485;16-04-2021;2021-16;80679.5
486;23-04-2021;2021-17;80714.3
487;30-04-2021;2021-18;80765.8
488;07-05-2021;2021-19;80710.5
489;14-05-2021;2021-20;80788.1
490;21-05-2021;2021-21;80808.1
491;28-05-2021;2021-22;80807.3
492;04-06-2021;2021-23;80790.4
493;11-06-2021;2021-24;79783.8
494;18-06-2021;2021-25;79633.7
495;25-06-2021;2021-26;82121.6
496;02-07-2021;2021-27;82065.7
497;09-07-2021;2021-28;83845.4
498;16-07-2021;2021-29;83810.1
499;23-07-2021;2021-30;83828.3
500;30-07-2021;2021-31;83879.8
501;06-08-2021;2021-32;83864.6
