;Tarih;TP_05TR21
0;2010-1;98.1
1;2010-2;98.56
2;2010-3;98.06
3;2010-4;97.28
4;2010-5;97.38
5;2010-6;98.51
6;2010-7;100.4
7;2010-8;101.36
8;2010-9;102.15
9;2010-10;102.46
10;2010-11;102.6
11;2010-12;103.08
12;2011-1;103.92
13;2011-2;104.65
14;2011-3;105.8
15;2011-4;106.25
16;2011-5;107.74
17;2011-6;108.4
18;2011-7;109.52
19;2011-8;110.17
20;2011-9;112.17
21;2011-10;113.02
22;2011-11;113.37
23;2011-12;112.97
24;2012-1;114.57
25;2012-2;115.55
26;2012-3;116.63
27;2012-4;117.21
28;2012-5;118.43
29;2012-6;119.63
30;2012-7;121.63
31;2012-8;121.95
32;2012-9;122.18
33;2012-10;121.85
34;2012-11;122.63
35;2012-12;123.2
36;2013-1;123.51
37;2013-2;124.07
38;2013-3;125.53
39;2013-4;127.28
40;2013-5;128.87
41;2013-6;130.38
42;2013-7;131.7
43;2013-8;131.98
44;2013-9;131.01
45;2013-10;130.86
46;2013-11;131.57
47;2013-12;133.11
48;2014-1;133.68
49;2014-2;133.62
50;2014-3;134.63
51;2014-4;136.05
52;2014-5;137.17
53;2014-6;137.68
54;2014-7;141.42
55;2014-8;142.05
56;2014-9;142.32
57;2014-10;141.04
58;2014-11;143.03
59;2014-12;143.8
60;2015-1;147.33
61;2015-2;148.82
62;2015-3;151.27
63;2015-4;154.15
64;2015-5;157.15
65;2015-6;162.36
66;2015-7;164.25
67;2015-8;166.19
68;2015-9;167.22
69;2015-10;169.01
70;2015-11;171.95
71;2015-12;173.55
72;2016-1;176.19
73;2016-2;178.14
74;2016-3;181.38
75;2016-4;185.47
76;2016-5;191.77
77;2016-6;196.19
78;2016-7;201.14
79;2016-8;202.4
80;2016-9;204.82
81;2016-10;207.25
82;2016-11;209.9
83;2016-12;210.87
84;2017-1;213.13
85;2017-2;216.24
86;2017-3;219.73
87;2017-4;224.79
88;2017-5;229.06
89;2017-6;231.83
90;2017-7;235.37
91;2017-8;237.89
92;2017-9;240.14
93;2017-10;241.33
94;2017-11;244.99
95;2017-12;248.94
96;2018-1;251.31
97;2018-2;253.15
98;2018-3;254.58
99;2018-4;261.94
100;2018-5;269.61
101;2018-6;272.61
102;2018-7;276.13
103;2018-8;280.91
104;2018-9;295.08
105;2018-10;304.86
106;2018-11;299.47
107;2018-12;295.04
108;2019-1;287.86
