;Tarih;YEARWEEK;TP_BS03_CARI
171;10-04-2015;2015-15;13798.2
172;17-04-2015;2015-16;13928.9
173;24-04-2015;2015-17;14032.9
174;01-05-2015;2015-18;13945.2
175;08-05-2015;2015-19;13908.6
176;15-05-2015;2015-20;14148.6
177;22-05-2015;2015-21;14416.9
178;29-05-2015;2015-22;14370.5
179;05-06-2015;2015-23;14273.8
180;12-06-2015;2015-24;14256.5
181;19-06-2015;2015-25;14459.9
182;26-06-2015;2015-26;14860.8
183;03-07-2015;2015-27;14439.6
184;10-07-2015;2015-28;14589.6
185;17-07-2015;2015-29;14594.7
186;24-07-2015;2015-30;14627.8
187;31-07-2015;2015-31;14474.9
188;07-08-2015;2015-32;14515.6
189;14-08-2015;2015-33;14794.8
190;21-08-2015;2015-34;14189.0
191;28-08-2015;2015-35;14735.9
192;04-09-2015;2015-36;14792.8
193;11-09-2015;2015-37;14869.7
194;18-09-2015;2015-38;15633.7
195;25-09-2015;2015-39;15673.0
196;02-10-2015;2015-40;15825.5
197;09-10-2015;2015-41;16092.1
198;16-10-2015;2015-42;16271.2
199;23-10-2015;2015-43;16323.5
200;30-10-2015;2015-44;16490.2
201;06-11-2015;2015-45;16492.7
202;13-11-2015;2015-46;16321.7
203;20-11-2015;2015-47;16813.1
204;27-11-2015;2015-48;16853.7
205;04-12-2015;2015-49;16456.5
206;11-12-2015;2015-50;16393.2
207;18-12-2015;2015-51;17739.8
208;25-12-2015;2015-52;17845.6
209;01-01-2016;2016-1;17711.8
210;08-01-2016;2016-2;17353.8
211;15-01-2016;2016-3;17508.0
212;22-01-2016;2016-4;17746.0
213;29-01-2016;2016-5;18071.9
214;05-02-2016;2016-6;18222.3
215;12-02-2016;2016-7;18286.0
216;19-02-2016;2016-8;18155.7
217;26-02-2016;2016-9;18265.7
218;04-03-2016;2016-10;17790.1
219;11-03-2016;2016-11;18256.6
220;18-03-2016;2016-12;18478.9
221;25-03-2016;2016-13;18399.0
222;01-04-2016;2016-14;18644.8
223;08-04-2016;2016-15;18450.9
224;15-04-2016;2016-16;18307.9
225;22-04-2016;2016-17;18392.7
226;29-04-2016;2016-18;18234.7
227;06-05-2016;2016-19;18285.7
228;13-05-2016;2016-20;18401.1
229;20-05-2016;2016-21;18204.7
230;27-05-2016;2016-22;18217.7
231;03-06-2016;2016-23;18318.7
232;10-06-2016;2016-24;18806.6
233;17-06-2016;2016-25;18741.8
234;24-06-2016;2016-26;18963.1
235;01-07-2016;2016-27;18248.9
236;08-07-2016;2016-28;19236.7
237;15-07-2016;2016-29;18955.3
238;22-07-2016;2016-30;17864.8
239;29-07-2016;2016-31;17970.7
240;05-08-2016;2016-32;18061.2
241;12-08-2016;2016-33;18188.4
242;19-08-2016;2016-34;18045.6
243;26-08-2016;2016-35;17975.9
244;02-09-2016;2016-36;17968.4
245;09-09-2016;2016-37;18123.1
246;16-09-2016;2016-38;17435.6
247;23-09-2016;2016-39;18138.1
248;30-09-2016;2016-40;17175.7
249;07-10-2016;2016-41;17041.8
250;14-10-2016;2016-42;16819.2
251;21-10-2016;2016-43;17167.9
252;28-10-2016;2016-44;16938.1
253;04-11-2016;2016-45;16934.3
254;11-11-2016;2016-46;16391.8
255;18-11-2016;2016-47;16472.7
256;25-11-2016;2016-48;16472.3
257;02-12-2016;2016-49;16368.3
258;09-12-2016;2016-50;16709.0
259;16-12-2016;2016-51;16132.6
260;23-12-2016;2016-52;16401.4
261;30-12-2016;2016-53;16395.5
262;06-01-2017;2017-1;16644.1
263;13-01-2017;2017-2;16240.4
264;20-01-2017;2017-3;16494.6
265;27-01-2017;2017-4;16806.4
266;03-02-2017;2017-5;16913.3
267;10-02-2017;2017-6;16910.6
268;17-02-2017;2017-7;16219.4
269;24-02-2017;2017-8;16508.2
270;03-03-2017;2017-9;16317.7
271;10-03-2017;2017-10;16030.6
272;17-03-2017;2017-11;16263.3
273;24-03-2017;2017-12;16652.7
274;31-03-2017;2017-13;16610.7
275;07-04-2017;2017-14;16972.9
276;14-04-2017;2017-15;17069.5
277;21-04-2017;2017-16;17090.5
278;28-04-2017;2017-17;17175.7
279;05-05-2017;2017-18;17029.3
280;12-05-2017;2017-19;17048.4
281;19-05-2017;2017-20;17327.8
282;26-05-2017;2017-21;17398.7
283;02-06-2017;2017-22;17536.9
284;09-06-2017;2017-23;17154.0
285;16-06-2017;2017-24;17363.9
286;23-06-2017;2017-25;17204.7
287;30-06-2017;2017-26;17224.3
288;07-07-2017;2017-27;16910.0
289;14-07-2017;2017-28;16883.9
290;21-07-2017;2017-29;17007.0
291;28-07-2017;2017-30;16813.1
292;04-08-2017;2017-31;16579.8
293;11-08-2017;2017-32;16500.8
294;18-08-2017;2017-33;16460.7
295;25-08-2017;2017-34;16442.3
296;01-09-2017;2017-35;16678.5
297;08-09-2017;2017-36;16639.9
298;15-09-2017;2017-37;16435.5
299;22-09-2017;2017-38;16251.8
300;29-09-2017;2017-39;16023.9
301;06-10-2017;2017-40;16228.4
302;13-10-2017;2017-41;16105.6
303;20-10-2017;2017-42;16109.1
304;27-10-2017;2017-43;15963.1
305;03-11-2017;2017-44;15957.4
306;10-11-2017;2017-45;15794.9
307;17-11-2017;2017-46;15979.0
308;24-11-2017;2017-47;16042.7
309;01-12-2017;2017-48;15928.5
310;08-12-2017;2017-49;15864.3
311;15-12-2017;2017-50;16473.6
312;22-12-2017;2017-51;16344.3
313;29-12-2017;2017-52;16326.1
314;05-01-2018;2018-1;16464.5
315;12-01-2018;2018-2;16336.7
316;19-01-2018;2018-3;16701.6
317;26-01-2018;2018-4;16726.7
318;02-02-2018;2018-5;16554.9
319;09-02-2018;2018-6;16173.7
320;16-02-2018;2018-7;16204.1
321;23-02-2018;2018-8;16172.0
322;02-03-2018;2018-9;16243.3
323;09-03-2018;2018-10;16262.8
324;16-03-2018;2018-11;16239.3
325;23-03-2018;2018-12;16503.8
326;30-03-2018;2018-13;15904.3
327;06-04-2018;2018-14;15539.1
328;13-04-2018;2018-15;15366.4
329;20-04-2018;2018-16;15711.4
330;27-04-2018;2018-17;15534.1
331;04-05-2018;2018-18;15369.0
332;11-05-2018;2018-19;15213.8
333;18-05-2018;2018-20;14785.5
334;25-05-2018;2018-21;15031.1
335;01-06-2018;2018-22;15162.3
336;08-06-2018;2018-23;14760.9
337;15-06-2018;2018-24;14721.1
338;22-06-2018;2018-25;14670.5
339;29-06-2018;2018-26;14703.2
340;06-07-2018;2018-27;14792.3
341;13-07-2018;2018-28;14572.2
342;20-07-2018;2018-29;14501.2
343;27-07-2018;2018-30;14558.5
344;03-08-2018;2018-31;14326.5
345;10-08-2018;2018-32;13455.9
346;17-08-2018;2018-33;13600.0
347;24-08-2018;2018-34;13431.9
348;31-08-2018;2018-35;13535.7
349;07-09-2018;2018-36;13394.8
350;14-09-2018;2018-37;14407.6
351;21-09-2018;2018-38;14785.6
352;28-09-2018;2018-39;14900.4
353;05-10-2018;2018-40;14416.9
354;12-10-2018;2018-41;14282.9
355;19-10-2018;2018-42;14356.4
356;26-10-2018;2018-43;14318.9
357;02-11-2018;2018-44;14372.7
358;09-11-2018;2018-45;14526.0
359;16-11-2018;2018-46;14349.2
360;23-11-2018;2018-47;14235.1
361;30-11-2018;2018-48;14331.0
362;07-12-2018;2018-49;14445.6
363;14-12-2018;2018-50;14624.9
364;21-12-2018;2018-51;14894.9
365;28-12-2018;2018-52;15059.5
366;04-01-2019;2019-1;14964.9
367;11-01-2019;2019-2;14705.9
368;18-01-2019;2019-3;15287.9
369;25-01-2019;2019-4;14957.0
370;01-02-2019;2019-5;15655.5
371;08-02-2019;2019-6;15635.3
372;15-02-2019;2019-7;15541.4
373;22-02-2019;2019-8;15599.1
374;01-03-2019;2019-9;16176.2
375;08-03-2019;2019-10;16052.2
376;15-03-2019;2019-11;15850.5
377;22-03-2019;2019-12;15601.0
378;29-03-2019;2019-13;15712.5
379;05-04-2019;2019-14;15437.9
380;12-04-2019;2019-15;15205.3
381;19-04-2019;2019-16;15486.3
382;26-04-2019;2019-17;15402.6
383;03-05-2019;2019-18;15680.0
384;10-05-2019;2019-19;15302.5
385;17-05-2019;2019-20;15585.6
386;24-05-2019;2019-21;15296.1
387;31-05-2019;2019-22;15331.4
388;07-06-2019;2019-23;15523.2
389;14-06-2019;2019-24;15501.0
390;21-06-2019;2019-25;15769.5
391;28-06-2019;2019-26;16081.3
392;05-07-2019;2019-27;16219.6
393;12-07-2019;2019-28;16126.8
394;19-07-2019;2019-29;16417.7
395;26-07-2019;2019-30;16575.0
396;02-08-2019;2019-31;16554.0
397;09-08-2019;2019-32;16814.7
398;16-08-2019;2019-33;17245.1
399;23-08-2019;2019-34;16531.6
400;30-08-2019;2019-35;16562.3
401;06-09-2019;2019-36;17242.1
402;13-09-2019;2019-37;17063.6
403;20-09-2019;2019-38;17353.1
404;27-09-2019;2019-39;17637.3
405;04-10-2019;2019-40;18062.3
406;11-10-2019;2019-41;17430.7
407;18-10-2019;2019-42;17587.6
408;25-10-2019;2019-43;18204.2
409;01-11-2019;2019-44;17924.5
410;08-11-2019;2019-45;17810.3
411;15-11-2019;2019-46;18474.9
412;22-11-2019;2019-47;18411.5
413;29-11-2019;2019-48;18330.4
414;06-12-2019;2019-49;18543.6
415;13-12-2019;2019-50;18667.0
416;20-12-2019;2019-51;18810.6
417;27-12-2019;2019-52;18989.8
418;03-01-2020;2020-1;19509.6
419;10-01-2020;2020-2;19643.0
420;17-01-2020;2020-3;20078.0
421;24-01-2020;2020-4;20575.8
422;31-01-2020;2020-5;21208.9
423;07-02-2020;2020-6;21278.2
424;14-02-2020;2020-7;21244.3
425;21-02-2020;2020-8;20986.7
426;28-02-2020;2020-9;20540.7
427;06-03-2020;2020-10;21059.9
428;13-03-2020;2020-11;20623.0
429;20-03-2020;2020-12;19618.3
430;27-03-2020;2020-13;20525.6
431;03-04-2020;2020-14;18966.2
432;10-04-2020;2020-15;19962.5
433;17-04-2020;2020-16;19721.4
434;24-04-2020;2020-17;20617.3
435;01-05-2020;2020-18;21105.1
436;08-05-2020;2020-19;20648.8
437;15-05-2020;2020-20;21023.7
438;22-05-2020;2020-21;20697.8
439;29-05-2020;2020-22;20641.5
440;05-06-2020;2020-23;21169.5
441;12-06-2020;2020-24;20880.3
442;19-06-2020;2020-25;21091.0
443;26-06-2020;2020-26;20629.7
444;03-07-2020;2020-27;20629.8
445;10-07-2020;2020-28;20488.7
446;17-07-2020;2020-29;20544.2
447;24-07-2020;2020-30;20878.3
448;31-07-2020;2020-31;20064.1
449;07-08-2020;2020-32;19986.6
450;14-08-2020;2020-33;20420.2
451;21-08-2020;2020-34;20524.0
452;28-08-2020;2020-35;21003.2
453;04-09-2020;2020-36;20959.0
454;11-09-2020;2020-37;20844.0
455;18-09-2020;2020-38;20736.6
456;25-09-2020;2020-39;20611.6
457;02-10-2020;2020-40;20803.3
458;09-10-2020;2020-41;20723.1
459;16-10-2020;2020-42;20944.4
460;23-10-2020;2020-43;21005.1
461;30-10-2020;2020-44;20747.8
462;06-11-2020;2020-45;20843.6
463;13-11-2020;2020-46;22279.5
464;20-11-2020;2020-47;22827.4
465;27-11-2020;2020-48;22767.2
466;04-12-2020;2020-49;23159.0
467;11-12-2020;2020-50;22897.4
468;18-12-2020;2020-51;23379.6
469;25-12-2020;2020-52;23299.9
470;01-01-2021;2021-1;23640.8
471;08-01-2021;2021-2;23328.7
472;15-01-2021;2021-3;23078.1
473;22-01-2021;2021-4;23267.8
474;29-01-2021;2021-5;23762.8
475;05-02-2021;2021-6;23719.2
476;12-02-2021;2021-7;23462.6
477;19-02-2021;2021-8;23369.6
478;26-02-2021;2021-9;23042.7
479;05-03-2021;2021-10;22778.1
480;12-03-2021;2021-11;23077.1
481;19-03-2021;2021-12;22968.2
482;26-03-2021;2021-13;21897.4
483;02-04-2021;2021-14;21291.0
484;09-04-2021;2021-15;21702.6
485;16-04-2021;2021-16;22175.4
486;23-04-2021;2021-17;22073.2
487;30-04-2021;2021-18;22075.2
488;07-05-2021;2021-19;22513.2
489;14-05-2021;2021-20;22487.0
490;21-05-2021;2021-21;22539.7
491;28-05-2021;2021-22;22708.2
492;04-06-2021;2021-23;22748.0
493;11-06-2021;2021-24;22893.2
494;18-06-2021;2021-25;22772.2
495;25-06-2021;2021-26;23506.2
496;02-07-2021;2021-27;23386.6
497;09-07-2021;2021-28;24048.6
498;16-07-2021;2021-29;24401.0
499;23-07-2021;2021-30;24424.6
500;30-07-2021;2021-31;24528.7
501;06-08-2021;2021-32;24506.1
