;Tarih;TP_BEKODTUFE_BT49
0;2017-11;20.42
1;2017-12;21.79
2;2018-1;17.5
3;2018-2;21.48
4;2018-3;14.76
5;2018-4;10.57
6;2018-5;3.42
7;2018-6;6.86
8;2018-7;2.24
9;2018-8;1.92
10;2018-9;0.21
11;2018-10;0.0
12;2018-11;0.28
13;2018-12;0.33
14;2019-1;1.28
15;2019-2;1.95
16;2019-3;0.88
17;2019-4;0.14
18;2019-5;0.0
19;2019-6;0.04
20;2019-7;0.54
21;2019-8;4.2
22;2019-9;2.22
23;2019-10;4.9
24;2019-11;8.71
25;2019-12;9.39
26;2020-1;12.45
27;2020-2;10.3
28;2020-3;10.17
29;2020-4;11.61
30;2020-5;11.49
31;2020-6;11.81
32;2020-7;10.71
33;2020-8;8.88
34;2020-9;6.87
35;2020-10;5.4424
36;2020-11;5.1793
37;2020-12;3.2705
38;2021-1;7.2848
39;2021-2;6.6625
40;2021-3;4.2588
41;2021-4;2.929
42;2021-5;1.1272
43;2021-6;2.0129
44;2021-7;1.45
45;2021-8;3.4344
46;2021-9;3.0125
47;2021-10;1.4193
48;2021-11;0.064
49;2021-12;0.0
50;2022-1;0.0
51;2022-2;1.6689
52;2022-3;0.0
53;2022-4;0.0
54;2022-5;0.0
55;2022-6;0.0
56;2022-7;0.0
57;2022-8;0.0
58;2022-9;0.0
59;2022-10;0.0
60;2022-11;0.0
61;2022-12;0.0
62;2023-1;0.5
63;2023-2;4.8211
64;2023-3;5.4167
65;2023-4;6.4182
66;2023-5;6.2435
67;2023-6;2.2857
68;2023-7;2.0
69;2023-8;0.0
70;2023-9;0.0
71;2023-10;0.0
72;2023-11;0.0
