;Tarih;TP_FG_J11
0;2003-1;93.36
1;2003-2;95.37
2;2003-3;96.03
3;2003-4;96.56
4;2003-5;97.43
5;2003-6;98.62
6;2003-7;99.34
7;2003-8;100.37
8;2003-9;103.78
9;2003-10;105.5
10;2003-11;106.24
11;2003-12;107.4
12;2004-1;110.1
13;2004-2;112.02
14;2004-3;113.17
15;2004-4;114.18
16;2004-5;114.9
17;2004-6;115.67
18;2004-7;116.62
19;2004-8;117.49
20;2004-9;120.09
21;2004-10;121.35
22;2004-11;122.27
23;2004-12;122.88
24;2005-1;124.44
25;2005-2;126.28
26;2005-3;129.26
27;2005-4;130.48
28;2005-5;131.7
29;2005-6;132.69
30;2005-7;133.97
31;2005-8;134.86
32;2005-9;137.06
33;2005-10;139.29
34;2005-11;140.57
35;2005-12;141.29
36;2006-1;142.75
37;2006-2;144.43
38;2006-3;145.56
39;2006-4;147.23
40;2006-5;150.47
41;2006-6;151.74
42;2006-7;152.82
43;2006-8;153.94
44;2006-9;156.9
45;2006-10;158.8
46;2006-11;159.93
47;2006-12;160.42
48;2007-1;162.23
49;2007-2;163.24
50;2007-3;164.59
51;2007-4;165.48
52;2007-5;166.9
53;2007-6;167.79
54;2007-7;168.6
55;2007-8;169.79
56;2007-9;171.6
57;2007-10;174.25
58;2007-11;176.84
59;2007-12;177.85
60;2008-1;179.62
61;2008-2;181.23
62;2008-3;183.42
63;2008-4;186.61
64;2008-5;189.71
65;2008-6;191.82
66;2008-7;193.61
67;2008-8;195.12
68;2008-9;197.13
69;2008-10;199.31
70;2008-11;201.29
71;2008-12;201.75
72;2009-1;203.32
73;2009-2;204.52
74;2009-3;205.55
75;2009-4;206.39
76;2009-5;207.22
77;2009-6;208.0
78;2009-7;208.87
79;2009-8;209.79
80;2009-9;211.59
81;2009-10;214.21
82;2009-11;215.15
83;2009-12;216.5
84;2010-1;218.9
85;2010-2;221.46
86;2010-3;223.64
87;2010-4;226.23
88;2010-5;228.27
89;2010-6;228.73
90;2010-7;229.51
91;2010-8;230.58
92;2010-9;232.29
93;2010-10;234.8
94;2010-11;236.84
95;2010-12;237.63
96;2011-1;239.44
97;2011-2;240.51
98;2011-3;241.55
99;2011-4;242.75
100;2011-5;244.71
101;2011-6;245.89
102;2011-7;247.39
103;2011-8;248.98
104;2011-9;251.72
105;2011-10;254.23
106;2011-11;255.81
107;2011-12;257.12
108;2012-1;259.06
109;2012-2;260.24
110;2012-3;262.23
111;2012-4;265.36
112;2012-5;267.79
113;2012-6;269.09
114;2012-7;270.56
115;2012-8;272.23
116;2012-9;276.25
117;2012-10;278.11
118;2012-11;279.96
119;2012-12;281.06
120;2013-1;283.73
121;2013-2;285.13
122;2013-3;286.89
123;2013-4;289.15
124;2013-5;291.31
125;2013-6;293.13
126;2013-7;294.84
127;2013-8;297.09
128;2013-9;301.48
129;2013-10;304.32
130;2013-11;306.28
131;2013-12;308.77
132;2014-1;314.1
133;2014-2;318.55
134;2014-3;322.79
135;2014-4;325.23
136;2014-5;328.83
137;2014-6;331.87
138;2014-7;335.34
139;2014-8;340.85
140;2014-9;344.98
141;2014-10;347.96
142;2014-11;350.15
143;2014-12;351.95
144;2015-1;355.13
145;2015-2;358.89
146;2015-3;363.99
147;2015-4;368.6
148;2015-5;373.02
149;2015-6;377.07
150;2015-7;381.63
151;2015-8;389.47
152;2015-9;393.24
153;2015-10;395.88
154;2015-11;397.2
155;2015-12;398.51
156;2016-1;402.81
157;2016-2;405.97
158;2016-3;408.61
159;2016-4;410.45
160;2016-5;412.54
161;2016-6;414.58
162;2016-7;419.63
163;2016-8;423.08
164;2016-9;425.9
165;2016-10;428.88
166;2016-11;430.96
167;2016-12;432.87
168;2017-1;437.38
169;2017-2;441.13
170;2017-3;444.22
171;2017-4;448.49
172;2017-5;452.46
173;2017-6;457.12
174;2017-7;465.12
175;2017-8;469.91
176;2017-9;474.68
177;2017-10;478.02
178;2017-11;480.22
179;2017-12;482.5
180;2018-1;487.35
181;2018-2;492.0
182;2018-3;496.07
