;Tarih;TP_16TR72
0;2010-1;95.67
1;2010-2;96.55
2;2010-3;97.55
3;2010-4;98.21
4;2010-5;99.23
5;2010-6;99.76
6;2010-7;100.47
7;2010-8;100.36
8;2010-9;101.0
9;2010-10;102.56
10;2010-11;104.22
11;2010-12;104.35
12;2011-1;105.02
13;2011-2;106.07
14;2011-3;107.76
15;2011-4;109.19
16;2011-5;113.21
17;2011-6;114.57
18;2011-7;114.09
19;2011-8;112.31
20;2011-9;111.92
21;2011-10;113.51
22;2011-11;116.37
23;2011-12;115.39
24;2012-1;117.95
25;2012-2;118.42
26;2012-3;121.26
27;2012-4;122.17
28;2012-5;124.78
29;2012-6;128.08
30;2012-7;129.37
31;2012-8;129.62
32;2012-9;129.34
33;2012-10;130.33
34;2012-11;131.53
35;2012-12;131.96
36;2013-1;132.77
37;2013-2;134.21
38;2013-3;135.88
39;2013-4;136.89
40;2013-5;137.94
41;2013-6;140.22
42;2013-7;140.97
43;2013-8;142.77
44;2013-9;141.52
45;2013-10;142.66
46;2013-11;144.17
47;2013-12;146.36
48;2014-1;146.7
49;2014-2;146.49
50;2014-3;147.3
51;2014-4;153.36
52;2014-5;153.69
53;2014-6;154.75
54;2014-7;155.18
55;2014-8;156.24
56;2014-9;157.25
57;2014-10;159.69
58;2014-11;163.79
59;2014-12;164.45
60;2015-1;165.0
61;2015-2;165.06
62;2015-3;167.52
63;2015-4;168.7
64;2015-5;170.18
65;2015-6;172.63
66;2015-7;173.95
67;2015-8;174.05
68;2015-9;173.95
69;2015-10;175.96
70;2015-11;178.33
71;2015-12;179.64
72;2016-1;181.82
73;2016-2;180.13
74;2016-3;181.89
75;2016-4;182.98
76;2016-5;185.33
77;2016-6;185.13
78;2016-7;184.55
79;2016-8;185.72
80;2016-9;187.98
81;2016-10;190.11
82;2016-11;193.03
83;2016-12;195.45
84;2017-1;197.95
85;2017-2;198.45
86;2017-3;199.58
87;2017-4;201.08
88;2017-5;204.57
89;2017-6;202.74
90;2017-7;202.91
91;2017-8;203.7
92;2017-9;209.23
93;2017-10;211.43
94;2017-11;214.73
95;2017-12;217.79
96;2018-1;223.44
97;2018-2;224.69
98;2018-3;226.19
99;2018-4;226.89
100;2018-5;230.36
101;2018-6;232.96
102;2018-7;234.95
103;2018-8;235.55
104;2018-9;236.55
105;2018-10;237.31
106;2018-11;244.94
107;2018-12;247.41
108;2019-1;247.98
