;Tarih;TP_BEKODTUFEYENI_BT72
0;2022-1;10.4
1;2022-2;7.4897
2;2022-3;5.1171
3;2022-4;1.7742
4;2022-5;0.0
5;2022-6;0.0
6;2022-7;1.3571
7;2022-8;5.913
8;2022-9;4.8
9;2022-10;2.7273
10;2022-11;0.0
11;2022-12;0.0
12;2023-1;3.32
13;2023-2;0.0
14;2023-3;0.8333
15;2023-4;3.8364
16;2023-5;0.287
17;2023-6;5.3905
18;2023-7;4.85
19;2023-8;0.0
20;2023-9;0.0
21;2023-10;0.0
22;2023-11;0.0
23;2023-12;0.25
24;2024-1;0.3277
