;Tarih;TP_BEKODTUFE_BT17
0;2013-6;0.0
1;2013-7;0.0
2;2013-8;0.0
3;2013-9;1.02
4;2013-10;0.0
5;2013-11;0.0
6;2013-12;0.0
7;2014-1;1.74
8;2014-2;0.69
9;2014-3;1.75
10;2014-4;0.0
11;2014-5;0.0
12;2014-6;0.0
13;2014-7;0.7
14;2014-8;0.0
15;2014-9;0.0
16;2014-10;0.4
17;2014-11;0.0
18;2014-12;0.0
19;2015-1;0.0
20;2015-2;0.0
21;2015-3;0.0
22;2015-4;0.0
23;2015-5;0.0
24;2015-6;0.0
25;2015-7;0.0
26;2015-8;0.0
27;2015-9;0.0
28;2015-10;0.0
29;2015-11;0.03
30;2015-12;0.0
31;2016-1;0.0
32;2016-2;0.58
33;2016-3;0.0
34;2016-4;0.22
35;2016-5;0.24
36;2016-6;0.38
37;2016-7;0.0
38;2016-8;0.0
39;2016-9;0.0
40;2016-10;0.0
41;2016-11;0.18
42;2016-12;0.35
43;2017-1;0.0
44;2017-2;1.51
45;2017-3;1.44
46;2017-4;2.03
47;2017-5;2.8
48;2017-6;1.2
49;2017-7;1.3
50;2017-8;0.01
51;2017-9;2.75
52;2017-10;3.06
53;2017-11;7.25
54;2017-12;11.5
55;2018-1;9.75
56;2018-2;7.41
57;2018-3;8.4
58;2018-4;19.18
59;2018-5;26.73
60;2018-6;18.66
61;2018-7;14.94
62;2018-8;2.94
63;2018-9;1.11
64;2018-10;0.0
65;2018-11;0.0
66;2018-12;0.0
67;2019-1;0.0
68;2019-2;0.61
69;2019-3;0.77
70;2019-4;0.0
71;2019-5;0.0
72;2019-6;0.14
73;2019-7;1.26
74;2019-8;3.59
75;2019-9;5.37
76;2019-10;13.05
77;2019-11;15.45
78;2019-12;21.0
79;2020-1;17.76
80;2020-2;19.39
81;2020-3;16.99
82;2020-4;13.23
83;2020-5;14.61
84;2020-6;10.27
85;2020-7;11.06
86;2020-8;13.95
87;2020-9;15.43
88;2020-10;20.1257
89;2020-11;16.0121
90;2020-12;13.2235
91;2021-1;17.7696
92;2021-2;18.2444
93;2021-3;17.72
94;2021-4;8.4411
95;2021-5;3.858
96;2021-6;2.7942
97;2021-7;4.5529
98;2021-8;4.1818
99;2021-9;1.9888
100;2021-10;2.4363
101;2021-11;0.0
102;2021-12;0.0
103;2022-1;0.0
104;2022-2;0.0
105;2022-3;0.0
106;2022-4;0.0
107;2022-5;0.0
108;2022-6;0.0
109;2022-7;0.0
110;2022-8;0.0
111;2022-9;0.0
112;2022-10;0.0
113;2022-11;0.0
114;2022-12;0.0
115;2023-1;0.0
116;2023-2;0.0
117;2023-3;0.0
118;2023-4;0.0
119;2023-5;0.0
120;2023-6;0.0
121;2023-7;0.0
122;2023-8;0.0
123;2023-9;0.0
124;2023-10;0.0
125;2023-11;0.0
