;Tarih;YEARWEEK;TP_BS01_CARI
0;30-12-2011;2011-52;50110.9
1;06-01-2012;2012-1;49303.0
2;13-01-2012;2012-2;49208.2
3;20-01-2012;2012-3;48327.8
4;27-01-2012;2012-4;50735.7
5;03-02-2012;2012-5;51472.5
6;10-02-2012;2012-6;51356.6
7;17-02-2012;2012-7;52819.2
8;24-02-2012;2012-8;53393.5
9;02-03-2012;2012-9;53599.7
10;09-03-2012;2012-10;53861.9
11;16-03-2012;2012-11;54532.3
12;23-03-2012;2012-12;54210.2
13;30-03-2012;2012-13;54638.3
14;06-04-2012;2012-14;54407.3
15;13-04-2012;2012-15;54748.6
16;20-04-2012;2012-16;54876.9
17;27-04-2012;2012-17;55385.4
18;04-05-2012;2012-18;55523.0
19;11-05-2012;2012-19;55002.5
20;18-05-2012;2012-20;54229.6
21;25-05-2012;2012-21;54178.7
22;01-06-2012;2012-22;53792.4
23;08-06-2012;2012-23;54686.2
24;15-06-2012;2012-24;55373.3
25;22-06-2012;2012-25;55887.7
26;29-06-2012;2012-26;56809.0
27;06-07-2012;2012-27;56088.0
28;13-07-2012;2012-28;56483.7
29;20-07-2012;2012-29;57313.3
30;27-07-2012;2012-30;57072.4
31;03-08-2012;2012-31;57814.0
32;10-08-2012;2012-32;57655.9
33;17-08-2012;2012-33;57496.4
34;24-08-2012;2012-34;58119.6
35;31-08-2012;2012-35;58433.6
36;07-09-2012;2012-36;58739.1
37;14-09-2012;2012-37;58798.4
38;21-09-2012;2012-38;58362.4
39;28-09-2012;2012-39;59830.2
40;05-10-2012;2012-40;60345.9
41;12-10-2012;2012-41;60450.2
42;19-10-2012;2012-42;60588.4
43;26-10-2012;2012-43;60245.0
44;02-11-2012;2012-44;60262.9
45;09-11-2012;2012-45;61355.7
46;16-11-2012;2012-46;61329.8
47;23-11-2012;2012-47;61493.9
48;30-11-2012;2012-48;62282.6
49;07-12-2012;2012-49;62112.1
50;14-12-2012;2012-50;62719.6
51;21-12-2012;2012-51;62856.0
52;28-12-2012;2012-52;62798.7
53;04-01-2013;2013-1;62495.6
54;11-01-2013;2013-2;63528.7
55;18-01-2013;2013-3;62279.4
56;25-01-2013;2013-4;62591.25
57;01-02-2013;2013-5;61717.19
58;08-02-2013;2013-6;61243.94
59;15-02-2013;2013-7;61241.72
60;22-02-2013;2013-8;60525.83
61;01-03-2013;2013-9;61061.27
62;08-03-2013;2013-10;60509.58
63;15-03-2013;2013-11;60081.26
64;22-03-2013;2013-12;59986.88
65;29-03-2013;2013-13;59752.28
66;05-04-2013;2013-14;61005.9
67;12-04-2013;2013-15;61408.48
68;19-04-2013;2013-16;62765.6
69;26-04-2013;2013-17;62920.2
70;03-05-2013;2013-18;63574.1
71;10-05-2013;2013-19;63341.31
72;17-05-2013;2013-20;63076.7
73;24-05-2013;2013-21;62369.5
74;31-05-2013;2013-22;62062.1
75;07-06-2013;2013-23;60516.6
76;14-06-2013;2013-24;61172.9
77;21-06-2013;2013-25;57788.8
78;28-06-2013;2013-26;58217.7
79;05-07-2013;2013-27;57828.5
80;12-07-2013;2013-28;57001.2
81;19-07-2013;2013-29;58695.9
82;26-07-2013;2013-30;57846.6
83;02-08-2013;2013-31;57337.9
84;09-08-2013;2013-32;57164.4
85;16-08-2013;2013-33;56529.6
86;23-08-2013;2013-34;55795.7
87;30-08-2013;2013-35;55479.5
88;06-09-2013;2013-36;55270.4
89;13-09-2013;2013-37;56001.9
90;20-09-2013;2013-38;57730.1
91;27-09-2013;2013-39;57095.8
92;04-10-2013;2013-40;57102.4
93;11-10-2013;2013-41;58579.7
94;18-10-2013;2013-42;58649.7
