;Tarih;TP_BEKODTUFEYENI_BT23
0;2022-1;3.6345
1;2022-2;7.0067
2;2022-3;3.2
3;2022-4;3.675
4;2022-5;3.4714
5;2022-6;0.16
6;2022-7;1.9862
7;2022-8;4.0
8;2022-9;0.76
9;2022-10;1.5231
10;2022-11;0.0
11;2022-12;2.1217
12;2023-1;0.8435
13;2023-2;1.8545
14;2023-3;4.56
15;2023-4;2.3692
16;2023-5;4.592
17;2023-6;0.8
18;2023-7;2.5
19;2023-8;0.0
20;2023-9;0.0
21;2023-10;0.0
22;2023-11;0.0
23;2023-12;0.0
24;2024-1;0.0
